,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600066.SH,X600741.SH,X600271.SH,X000100.SZ,X600118.SH,X002241.SZ,X002236.SZ,X600031.SH,X600372.SH,X002292.SZ,X000559.SZ,X600177.SH,X002074.SZ,X002506.SZ,X002475.SZ,X000157.SZ,X300003.SZ,X000338.SZ,X300124.SZ,X002456.SZ,X002085.SZ,X000050.SZ,X002007.SZ,X000869.SZ,X002426.SZ,X002294.SZ,X600867.SH,X002180.SZ,X002249.SZ,X600089.SH,X002508.SZ,X600435.SH,X002465.SZ,X600498.SH,X000981.SZ,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387445465334103,0,0.108064221030957,0,0,0,0,0,6.93889390390723e-18,0,0.0363667713715824,0,0.2470821883769,0,-0.0567927177090581,0,0,0.0471436620946344,0,0,0,0,0,0.0456023813422076,0,0,0,0,-0.057687110246379,0,0,0,0,0,0,0
X600104.SH,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0444033251901164,0.0441396443096585,0,0,0,0,0,0,0,0,0,-0.00955040937008468,-0.0201292051910867,0.0656590180296368,0,0,0,0,0,0,0.0455479274720634,0,0,0,0,0,0.0408496805425498,0,0,0,0,0,0,0,0,0.0452694781072573,0,0,0.0435070540298045,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394823567097049,0,0,0.0065312284520728,0,0,0.0710487725330107,0,0,0,0.116132244115244,0,0.0518134266290582,0,0,0,0.0331442232878603,0,0,0.00643225210982631,0.021310204902197,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-4.33680868994202e-19,0,0,0,0.0143492394957823,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.040761619203016,0,0,0,0,0.102298737607212,0,0,0,0,0.0560654865730693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202860022992269,0,0,0,0,0,0,0,0,0,0.127621715229732,0,0.229265433824928,0,0,0.0154248551531607,0,0,0,0,0,0
X002304.SZ,0,0,0,0.32803144903724,0,0,0,0,0,0,0,0.160296509511706,0,0,0,0,0,0,0,0,0.0601843098094146,0,0,0,0,0,0,0,0.0854176836750312,0,0,0,0,-0.0597755564708279,0.109876690139859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212406321265049,0,0.0182673375231239,0.0433018313202379,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0652828059537265,0,0,0.084563701233018,0,0,0,0,0,0,0,0.10550605414022,0,0,0,0.0111521302216203,0,0,0,0,0,0,0,0,-0.0240657981434984,0,0,0,0,0,-0.0193092142678153,0,0,0.0099938869585603,0,0,0,0,0,0.026893513399596,0,-0.00788671086262864,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350135402665202,0,0,0,0,0,0.0317145209989884,0.124958674941956,0,0,0,0,0,0,0.10970016815245,0,0.0260064336981819,0,0,0,0,0,0,0,0,0,0,0,0,0.0759284159843709,0,0,0,0,0,-0.0282948736125408,0.0197375682941368,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913346066221507,0,0,0,0.125286963593248,0,0,-0.0854391307749061,0.070615749549651,0,0.0652724926040838,0,0.0233852286686452,0,0,0.0927382758048303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04160930099813,0,0,0,0,0,0,4.33680868994202e-19,0.0469269487886676,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0246321803287709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133471941237969,0.132650246820223,0,0,0.0176097177203665,0.0962159197384504,0,0,0,0,0,0,0,0,0.0306301929027288,0,0.0192233934853579,0.0906730809060135,0,0,0,0,0,0,0,0,0.0831674827096167,0,0,0.0438716166860353,0,0.0181527153751832,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.15355422383673,0.0495371556542318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621461016287882,0.0255592064865315,0,0,0,0,0,0,0,0,0,0,0.0350408853245371,0.071664231621442,0,0,0,0,0,0,0,0.0332187774347305,0.0425825380543273,0,0,0,0.0874433319103245,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649845886715575,0,0,0,0,0,0.119995306062998,0.00310212766580036,0,0,0,0,0,0,0,0,0,0,0,0.0290794399105471,0,0,0.0977858935418173,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318756799702828,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,-0.0477189646118383,-0.0642644847033066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122672651534177,0,0,0,0,0,0.0244025013954668,0,0.0340259511210582,0.101424363815588,0,0,0,0,0,0.0739781783721048,0,0,0,0.096056123262477,-0.321694862613567,0,0.17236969825274,0,0.206773920563789,0,0.0328159408724699,0.0182848171494178,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390959082517473,0,0,0,0,0,0,0,0,0.0517641777478071,0,0.0468335008946578,0,0,0,0,0,-0.101425200625507,0,0,0,0.12761886752367,0,0,-0.0196019685181883,0,0.00405446415073643,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.047247375544003,0,0,0,0,0,0,0,0,0,0,0.0859135994818826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577523621184704,0,0.0941409541997451,0,0,0.117467765096215,0,0,0,0,0,0,0.0790062534720833,0,0,0.0680869348801262,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100425112266578,0.105881016330359,0.212930416700895,0.1044837735549,0,0,0,0,0,0,0,0,0.0635766411383976,0,0,0,0,0,0,0,0,0,0,0,0.128026839477098,0,0,0,0.0296658354477922,0,0,-0.0625442847023853,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.192112664926159,0,0,0,0,0,0,0,0,0,0,0.0140290998529699,0,0,0.0163967539486325,0.129128494987264,0,0,0,0,0,0,0,0,0,0.100465078243294,0,0,0.0342873818290307,0,0,0,0,0,0,0,0,0,0,0,0.0444351941930042,0,0.00102444451714225,0,-0.012419551139271,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236288625565818,0,0,0.15195691360389,0.132857027502178,0,0,0,0.100762793969629,0,0,0,0,0,0,0,0,0,0,0.0168012387912365,0,0,0,0.133991631400693,0,0,0.167322736021709,0,0,0,0,0,0,0.0179125589865103,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13704634548931,0,0,0,0,0,0,0.204582846177498,0,0,0,0,0,0,0,0,0,0,0,0.0629843336164377,0,0,0.230765398365963,0,0,0.0238863410824374,0,0,0,0.0374744092291442,0,0,0,0,0,0,0,0.0707119778064321,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.280012961788065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135347376908114,0,0,0,0,0,0,0.211308536147531,0,0,0,0,0,0,0,0,0.0195383329515178,0,0.0402063963602245,0,0,0,0,0,0,0,-0.0174923007293607,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375983410423859,0,0.0615952584908526,0,0,0,0,0.060160523624966,0.0623533243758722,0,0,0.0295254922041002,0,0,0,0.0453995304585095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582382441886833,0,0,0.112101965573955,0,-8.67361737988404e-19,0,0,0.00430355430232137,0,0,0,0,0,0
X600372.SH,0,0,0.157169772819068,0,0,0,0,0,0,0,0,0,0,0,0.263506224047776,0,0.0847762873248118,0,0,0,0,0,0,0,0,0,-0.257893604775383,0,0,0,0,0.182178381630321,0.344894399006578,-0.0518954241319946,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.135032563296185,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685004196569719,0.112690920304823,0,0,0,0,0.306293191838726,0,0,0,0,0,0,0,0,0,0,0.216645266987524,0,0,0,0,0,0,0.161632660965247,0,0,0.0926541308565029,0,0,0.0914375853027868,0,0,0,0,0.153711153686752,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552011955503438,0,0,0,0.16773744924166,0,0,0.150776212899042,0,0,0,0.011564941507226,0,0.182381295464907,0.115337811469032,0,0.0723900730363366,0,0,0,0,0,0,0,0,0,0,0,0,0.0757727831401256,0,0.0389830418854095,0,-0.00776615146536551,0,0,0,0,0,0,0
