,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600271.SH,X000559.SZ,X600031.SH,X000100.SZ,X600066.SH,X600372.SH,X002292.SZ,X002236.SZ,X000157.SZ,X002475.SZ,X600741.SH,X002241.SZ,X600089.SH,X300124.SZ,X000338.SZ,X002465.SZ,X000568.SZ,X002506.SZ,X300003.SZ,X600177.SH,X600839.SH,X000547.SZ,X002129.SZ,X002294.SZ,X002074.SZ,X600867.SH,X002276.SZ,X000977.SZ,X000800.SZ,X300001.SZ,X600582.SH,X002008.SZ,X600498.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0237286304047409,0,0,0.0450376889228305,0.0951578917189573,0,0.317287440927703,0,0,0.0162742771444711,0,0,0,0,0,0,0,0.012090008528014,0,0,0,0,0.0276305114427056,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128816226782554,0.0166826173842561,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.101535460322627,0,0.41180334284961,0.130473000102361,0,0.066370364918606,0,0,0,0,0,0.0179303875473877,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071199785005722,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.068213978460195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191403002815305,0,0,0,0,0.190814640475374,0,0,0,0,0,0.0269280752857632,0,0,0,0,0,0,0,0,-0.0243258400009488,0.0375577167849324,0,0,0,0,0,0,0,0,0.0272202423904369,0,-0.0167539990236118,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0347315075510675,0,0,0,0.115943238761472,0,0.0303239984925175,0,0.26735701275044,0,0,0,0,0,0.0807407513819537,0,0,0,0,0,0,0,0,0,0,0.017313483352219,0,0.0502266607850867,0,0,0,0,0,0,0,0.0279653946882415,0,0.0991847068696517,0,0.0253063627388993,0,-0.0153275481393514,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968875541522231,0,0.108222399603782,0,0,0,0,0,0.175373041336986,-1.38777878078145e-17,0,0,0,0,0,0.0471515114179125,0.0439041879276357,0,0,0,0,0.027190811765001,0,0,0,0,0,0.0361643321318864,0,0.195579860700718,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536963131089995,0.0529230804050705,0,0,0,0,0.0137315032789045,0,0.203623307597557,0,0,0,0,0,0,0,0,0.0193964976926992,0,0,0.00705489068455472,0,0.0846353629516159,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0486484413260639,0,0.0576306555911547,0,-0.0219012363118172,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0842664449707953,0,0,0,0,0,0,0,0.0197702739491912,0.158182409385287,0,0,0,0,0,0,0,0,0,0,0,0,0.0848306307263592,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290073698027882,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.126137903664805,0.109914830161054,0,0.145616578614938,0,0,0,0,0,0,0,0,0,5.83421389860339e-05,0.184567600313731,0,0.151762312172538,0,0,0,0,0,0,0,0,0,0,0,0,0.0572978227278891,0,0,0,0,0,0,0.0203135706457427,0,-0.00780307981192384,0,0,0,0,0,0,0
X000625.SZ,0,0.0915875698315548,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0621387919229117,0,0,0,0.185969298221076,0.145446216130312,0,0,0,0,0,0.0392956224998679,0,0,0,0,0,0.0703835189866171,0,0,0,0,0,0.182621489589576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.221656542522058,0,0,0,0,0,0,0,0,0,0,0.0886494849334349,0,0,0,0.182775440122576,0,0.023908605215249,0,0,0,0,0.265311645477642,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0798890507821103,0,0,0,0,0,0,-0.0169983290746641,0,0,0.017927412399051,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252909586926492,0,0,0,0,0,0,0,0,0,0.227081990598149,0,0,0,0,0,0.326703547927328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163711031347016,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051627276675602,0,0,0,0,0,0,0.0784072285860264,0,0.253778288786477,0,0,0,0,0,0.115758336794549,0,0,0,0,0,0,0,0,0,0,0,0,0.216565608989944,0,0,0,0,-0.0161462867789057,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16937621975202,0,0,0,0,0,0,0,0,0,0.368610173832232,0,0,0,0,0,0.0678717273597556,0,0,0,0.0411405781712256,0,0,0,0,0,0,0,0,0,0.0748498193037143,0,0,0,0,-0.0195596833908019,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0358293734928018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421198394812842,0,0,0,0,0,0,0,0,0.327561152407067,0,0,0,0,0.200677520986048,0.0121076240966078,0,0,0,-1.73472347597681e-18,0,0,0,-0.00156841632432539,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275576911057067,0,0,0,0,0,0,0.427663267114349,0,0,0,0,0,0,0,0,0.015872204065205,0,0,0.00515522229846147,0.0420976422795179,0.0920125982998848,0,0.0098974956295568,0,0,0.0709352568488166,0.0417806038961244,0,0,0.00600973217421599,0,0,0,0,-0.0306632815459085,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.103277151223095,0,0,0,0.139978973594514,0.110759219237471,0.124145793911682,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988236209692167,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0286421274636056,0,0,0,0.09554284572586,0,0,0,-0.0208652744669288,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.115015331056856,0,0.0568933237585817,0,0,0,0,0,0,0,0,0.111309309849771,0,0.153914488664432,0.0712882049037159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767450490151695,0,0,0,0.0520322921864693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.202777886170801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384856396014693,0,0,0,0.113382444304963,0,0,0,0.122426262776452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0.155690972118399,0,0,0,0,0,0,0,0,0.031317467935422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710316773965072,0,0.0402982735303158,0,0,0,0,0,0,0.26036757668622,0,0,0,0.0135643655295755,0.225449485578934,0,0,0,0,0,0,0,0.089838651486327,0.317749820746788,-0.557843511053586,0,0,0,0
