,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X000338.SZ,X600809.SH,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X300003.SZ,X002007.SZ,X600183.SH,X300142.SZ,X000100.SZ,X600741.SH,X002241.SZ,X300124.SZ,X300014.SZ,X000977.SZ,X000157.SZ,X601877.SH,X002129.SZ,X000625.SZ,X002236.SZ,X600584.SH,X000800.SZ,X002463.SZ,X002049.SZ,X000066.SZ,X002414.SZ,X600118.SH,X300136.SZ,X002456.SZ,X002179.SZ,X600498.SH,X002185.SZ,X600522.SH,X000021.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.223900042036274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197992017877319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413031186365721,0,0,0,0,0,0,0,0.035610727400104,0,0,0,0.0147817694846906,0,0,0,0,0.0403025002955388,0.00251122510402069,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.159963146584179,0,0,0,0,0,0,0.345664802599345,0,0.0818000853864244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475896113849925,0,0,0,0,0.0147824241397762,0.0237779517677804,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0364352543828268,0,0,0,0,0.0488993558214847,0,0,0,0.160570009628173,0,0,0,0,0.056394506214177,0,0,0,0,0,0,0,0,0.0492838581684957,0,0,0,0,0,0,0,0,0,0,0,0.000670130209142098,0,0,0,0,0,0,0.0107095223836395,0,0,-0.000602913726183614,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.114245934706143,0,0,0,0,0,0,0,0,0,0,0.205336376551496,0,0,0,0,0,0,0,0,0.026579516239846,0,0,0.00709305382725847,0,0,0,0,0,0,0,0,0,0.0329573325425147,0,0,0,0,0,0,0,0,0,0,0,0.0185584700227766,0.0103688751440032,0.00469164183164019,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295259884287918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711288497853727,0,0,0,0,0.128872732435753,0,0,0,0,0.109545469683588,0,0,0,0.0501956511005954,0,0,0.0238470678073969,0,0,0,0,0,0.0158008786331085,0.0138214014841694,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106681867055213,0,0.0894553411962263,0,0.145862956151596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131583342771844,0,0,0.0274070378264368,0,0.0287622303467028,0,0,0.0166109708900575,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772884705412289,0.0975366747819657,0,0,0,0,0.176926028936229,0,0,0,0.0944486520477208,0,0,0,0.226237768758444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129541486928852,0.0342686654086922,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.136630384635319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550871973063392,0,0,0.2204241885584,0,0,0,0,0,0,0,0,0,0,0.229977861618427,0,0,0,0.0964084291308775,0,0,0.0614711745195595,0,0,0,0,0.164176981940211,0,0,0,0.0520977859970941,0,0.0164484507255601,0.0197417518734305,0,0,0,0,0,0
X600031.SH,0,0.070348811356992,0,0,0,0,0,0,0,0,0,0,0,0,0.050147505627786,0,0,0,0,0,0,0,0,0,0,0.068764025872998,0,0,0,0,0.441756381268421,0,0,0.0390842156023842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530377054048257,0.0221895193482946,0,0,0,0,0,0
X002304.SZ,0,0.0703781486419347,0,0,0,0,0,0,0,0,0,0,0,0,0.07369802633908,0,0,0,0,0,0,0,0,0,0,1.6940658945086e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516539580415785,0,0,0,0,0,0,0,0,0,0.0201795079578627,0.0332100560143494,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.108740516367569,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0272800070812747,0,0,0,0,0,0,0.04661040168549,0,0,0.129213208737213,0,0,0,0.00694814033723699,0,0,0,0,0,0,0,0.00132747608507076,-0.0186908246143108,0,0,0,0,0,0
X000661.SZ,0,0.0684448151718066,0.518269425521078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491489119195996,0,0,0,0,0,0,0,0,0,0,0,0,0.189135359788328,0,0.0779565373440474,0,0,0,0,0,0,0.128095070842584,0.0101113405981085,0,0,0,-0.0203599228906177,-0.0150452436248035,0,0,0,0,0.0209467938885107,0.0220620201856948,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195336856059909,0.559451533240147,0.0728889520751447,0,0,0,0,0,0,0,0,0.0310574918909094,0,0,0,0,0.00692880785146398,0,0.0537660725746197,0,0.0650999713822246,0,0,0,0,0,0,0,0,0.0167767672447029,0,0,0,0,0,0
X000568.SZ,0,0.533739756815491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279003142051278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535853441048062,0,0,0,0,0,0,0.0185628929349876,0,0,0,0,0.0390321016049348,0,0,-0.00344501014055557,0.0272044743931409,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.00301843915156354,0,0,0,0,0,0,0,0,0.17144012768088,0,0,0,0,0,0,0,0,0,0,0,0.0436588243011647,0,0,0.00938438052968996,0,0,0,0,0,0,0,0,0,0,0.0883147124065592,0,0.0158480415360299,0,0,0,0,0,0.0721963732215015,0,0,0,0.0243279160552006,0,0,0,0,0,0,0
X600809.SH,0,0,0.0898135102846951,0,0,0,0,0,0,0,0,0,0,0.642520705196074,0,0,0,0,0.00356243297278378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183115794251989,0,0,0,0,-0.104061500170134,0.0464574542099351,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.310712155956863,0,0,0,0,0,0,0,0,0,0.0974774739386996,0,0,0,0,0,0,0,0,0,0.0710160473268753,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0449087478849667,3.46944695195361e-18,0,0.0641336605172349,0,0,0,0,0,0.0141686339443298,0,-0.044741516571939,0,0.0054014939398621,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100350780707672,0,0,0,0,0,0.180606388534336,0,0,0,0,0,0,0,0.0309466624086373,0,0,0.426283955871716,0,0,0,0,0.0402498950657879,0,0,0.0864303944073199,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0504002042970294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273128282087757,0,0,0,0,0,0,0,0,0,0.147293706305115,0,0,0,0.234944202805019,0,0,0,0,0.0440249760599587,0,0,0,0,0,0,0
X000596.SZ,0,0.142971161912427,0,0.0833293183401126,0,0,0.154907332351254,0,0,0,0,0,0,0.309223719289554,0,0.0973759970008058,0.0554028184089988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385708367976527,0,0.00702496971531542,0,0,0,0,0.0151735599416245,0.0197160074791163,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194763791191159,0,0,0,-0.000245073493323975,0,0,0.0556184011304066,0.0161144504498014,-0.0580279718667277,0.0246952466628485,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114457773168023,0,0,0.195213621944696,0,0,0,0,0,0.0798517981197845,0,0,0,0,0,0,-0.1152597841703,0,0,0,0,0.0332208563772258,0,0,0,0,0,0,0,0.0679039890149676,0.0642226803700806,0.00165273016986718,-0.0106694412544149,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0.118542841182866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018647116741307,0,0.0670803337517607,0,0,0,0,0,0,0.173426386768019,0,0.46083160744688,0,0,0,0,0,0,0,0,0.0172240531921802,0,0.0384450092046863,0,0,0,0,0,0,0,0,0,0
X300142.SZ,0,0.0770919664254451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258330067034346,0,0,0.145098587512633,0,0.208139586917547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337341132058807,0,0.125794655327552,0,0,0,0.0036420627683599,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.359450066069397,0,0,0,0,0.0310240727856582,0,0,0,0,0,0,0,0,0.0977110458613563,0,0.106210783262619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145851747023496,0,0.0126363667586955,0,0,0.0216932081885273,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.0626964670106897,0,0,0,0,0,0,0,0,0,0,0,0,0.134988739270801,0,0,0,0,0,0,0,0,0.177961455936306,0,0,0,0,0.0436143046895485,0.201060255198036,0,0,0,0,0,0,0,0,0,0,0.0318787665550748,0,0,0,0,0,-0.00327145398462536,0.0341704635751119,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.17338945236914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592008610531063,0,0.0400193031418245,0,0,0,0.283805776329374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18785578524197,0,0,0.0254221791372909,0,0.0773172037609767,0,0,-0.00244741020586746,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049139632708411,0,0,0,0,0.0564788813646487,0,0,0,0,0,0,0,0,0.0177717600372057,0.137214831009783,0,0,0,0,0,0,0.0149482365072399,0.115945399519491,0,0,0,0,0.0203502331491177,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0.05941998180574,0.0259898473663088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202385965285798,0,0,0.0220300044886663,0,0,0.179211144013989,0.165315626914124,0,0,0,0,0.178278078054497,0,0,0.104059077143457,0,0,0,0,0,0.0132540149458503,0,0,0,0,0.013751082307029,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0.463942546581785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598489757868354,0,0,0.134110966757759,0,0,0,0,0,0,0,0,0.280895785269061,0,0,0,0,-0.0467761452019945,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.00601514449363653,0.0246872675899313,-0.0200017712590403,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.138410643783565,0,0,0,0,0,0.101080755789088,0,0,0,0,0,0,0,0,0,0,0,0.0145863911051723,0,0.0342472408357419,0,0,0,0,0.098263623890467,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-8.67361737988404e-19,0,0.0990492298723969,0,0,0.0277517939303408,0.0293620925643028,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0.13244197366632,0,0,0.255663420944399,0,0,0,0,0,0,0,0,0,0.0975524805761336,0,0.0762535716208474,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0232126707857179,0,0,0,0,0,0,0,-0.113097399537675,0,0.0108807767125098,-0.00943442144552542,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0.00324472027070391,0,0,0,0,0,0,0,0,0,0,0,0,0.152240407367571,0,0,0,0,0,0.304150191242761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106625988410057,0,0,0,0,0,0,0,0.211143292835271,0,0,-0.026973457325129,0,0.0166962088813055,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0831002218355523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163983980841849,0.219602213867969,0,0,0.181735144013506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685544613777284,0,0.0835588907159747,0.0353384815666587,0.0295662733125672,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0642538798596083,0,0,0,0,0,0,0,0.192584003852115,0,0.0111186213292507,0,0,0,0,0,0,0,0,0,0.120978041833627,0.0534731167156079,0,0,0.0135478088324137,0,0,0,0,0,0,0,0,0,0,0.0253691360742523,0,0,0,0,0,0,0,0,0.165335547121937,0,0,-0.00162370499725053,-0.0165086095658429,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273997202491523,0,0,0,0,0,0,0,0,0.00699733125069756,0,0.156543593381687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160576760089084,0,0.174664416290762,0,0,0.00690086287808953,-0.0331399060338449,0,0,0,0,0,0
