,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002129.SZ,X300014.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X600703.SH,X600089.SH,X601877.SH,X000661.SZ,X600741.SH,X600460.SH,X000100.SZ,X000733.SZ,X002180.SZ,X600522.SH,X000157.SZ,X600702.SH,X000799.SZ,X600884.SH,X002236.SZ,X002074.SZ,X600584.SH,X002432.SZ,X600183.SH,X002414.SZ,X000800.SZ,X601799.SH,X000977.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.270662809765116,0.018595877140884,0.0608389515741028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330602798404051,0.142835570739112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179749919017857,0,0,0,-0.0247853387288259,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.208725627662074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763449377291774,0.0633109989194679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295828476156131,0,0.0314485056714482,0,0,0,0,0,0,0,0,0,0.00844172819728996,0,-0.0258447429549891,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.25350581921801,0,0,0,0.0889277142608921,-0.0826424243404903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076073431912589,0,0,0,0,0,0,0,0,0,0.107075545280849,0,0,0,0,0,0.247243927056972,0,0,0.0285236015934709,0,0,0,0,0.0851974831813816,0,0.0634266949904145,0,0.00975597435985785,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.390335895448591,0,0,0,0,0,0,0,0,0,0,0,0,0.201087173491229,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221314188250357,0,0,0,0,0,0,0,0,0,0,0.035656317313922,0,0,0.016728725930845,0,0,0,0,0,0,0
X000568.SZ,0.056312469663731,0.250402587038395,0,0.114771650907197,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226257023113807,0,0,0,0,0,0,0,0,0,0,0,0,0.0330570546063483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235261194661068,0.0371744291443138,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0290946538855659,0,0.029669250132114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614656485094568,0,0.101089227804377,0,0,0,0,0,0,0,0.0914318733983835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347475645403762,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0239706367130948,0,0,0,0,0,0,0.0403353631240545,0,0,0,0,0,0,0,0,0,0.269802223216916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859447295771639,0,0,0,0,0,0.0336551908415935,0,0,0,0,0,0.153734725879369,0,0,0.00843092373834919,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280960618544405,0.439491557828824,0,0,0.0451584461178407,0,0,0,0,0,0,0,-0.0136756762426189,0,0,0,0,0,0,-0.0260522591204357,0,0,0,0,-0.125008154293094,0,0,0,0,0,0.013340116225955,0,0.0620092451111791,0.0446796534835362,-0.0396776272509772,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.144506237658152,0,0,0,0,0,0,0,0.171767845442684,0,0,0,0,0,0,0.0131843412715988,0,0,0,0,0,0,0,0,0,0,0.0151837102226964,0,0,0,0,0,0,0,0,0,0.0422446013717849,0.0298010588422496,0,0.0169351986578994,0,0,0.069206932761926,0,0,0,-0.0304987318037917,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692990711192755,0.0614737376887111,0,0,0,0,0,0,0,0,0,0.161011919066567,0,0,0,0,0,0,0,0,0.0814889275297294,0,0.0188638923951913,0,0,0,0,0,0,0.0154315000681837,0,0,0.0158108826011107,0,8.67361737988404e-19,0.0383429549656021,0,0,0,0,0,0,0,0,0,0
