,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X000661.SZ,X600031.SH,X000725.SZ,X000063.SZ,X003816.SZ,X600690.SH,X600809.SH,X000338.SZ,X002241.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300142.SZ,X002371.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002049.SZ,X600741.SH,X002236.SZ,X600584.SH,X002129.SZ,X601877.SH,X300003.SZ,X000157.SZ,X000800.SZ,X600183.SH,X002414.SZ,X000625.SZ,X000066.SZ,X300136.SZ,X600118.SH,X000977.SZ,X002456.SZ,X002179.SZ,X601799.SH,X002185.SZ,X002508.SZ,X002008.SZ,X002463.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.19198680744775,0,0,0,0,0,0,0.0835924663128891,0,0,0,0,0,0,0,0,0.0531783895274403,0,0.0800196670013495,0,0,0,0,0,0,0.0281869304632416,0,0,0.0278501288888912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000718760008580733,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0519459135123512,0.241365465685028,0,0,0,0,0,0,0.200280868732614,0,0.0953079257598364,0,0.109053234147075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.00676260888927739,0,0,0,0,0,0,0
X600276.SH,0,0.0148647356674411,0,0,0,0,0,0,0.0352876959803417,0.248290260834969,0,0,0,0,0,0,0,0.0478876989409418,0.0268456502039491,0,0,0,0,0,0,0,0.0513052232345321,0,0,-8.67361737988404e-19,0.0134969921312981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00827606240714005,-0.00448344266127155,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.217425246230158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428396358542997,0.0442003923001644,0.177552665055312,0,0,0,0,0,0,0,0,0,0,0.0358588076008211,0,0,0,0,0,0,0,0,0,0.0664546697005057,0,0,-0.0104226618515692,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33179619291283,0,0.0232679420352789,0.0286928423099955,0,0,0,0,0,0,0,0,0.0151343717485625,0.0613034919620269,0,0,0,0,0,0,0,0,0,0,0,0.0360267012431557,0,0,0.0938443353660198,0,0,0,0,0,0,-0.0173060691573758,0,0,0,0,0,0
X000651.SZ,0,0,0,1.73472347597681e-18,0,0,0,0,0.0505068447450034,0,0.0307746857114148,0,0.0189462760776265,0,0.167360680634458,0,0.0133596336295497,0,0,0,0,0,0,0,0,0.0679272698268192,0,0,0.0857406084061415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856929479403623,0,0,0,0.00594728852794781,0.00403160172995526,0,0,0,0,-0.00876996834152448,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872776702849262,0,0,0,0.0554280039209628,0,0,0,0,0,0.00146223523289255,0.156518606370854,0,0.114727171366062,0.0921924795884412,0,0,0,0.0159554347850365,0,0,0.00960208602567206,0,0.0695104424053138,0,0,0,-0.0136158046031202,0.00881432263658921,0,0,0,0,0,0
X002304.SZ,0,0.0642010234139343,0,0,0,0,0,0,0.378645607769317,0,0,0,0,0,0,0,0,0,0,0.0371302297088205,0,0,0.0158598168618905,0,0,0,0.0489866743458027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558529827657291,0.00454623287661286,0,0,0,0,0,0
X000568.SZ,0,0.536648623518348,0,0,0,0,0,0.118726496579768,0,0,0,0,0,0,0,0.0716349773635459,0,0,0,0.0504816616603924,0,0.00826100942709179,0.0114427030972983,0,0,0,0,0,0,0.0428102959176647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151890078009268,0,0,0,0,0,0,0
X000661.SZ,0,0,3.46944695195361e-18,0,0.351981609277975,0,0,0,0,0,0,-0.0807620176437817,0,0,0.18617549180875,0,-0.0751045059017642,0.0243920725758367,0,0,0.10690011507197,0,0,0,0,0,0,0,0,-0.0767336224043164,0,0,0.0309316355261909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107928102526193,0,0.00384191521978106,-0.0179691085106034,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0932394511798595,0,0.0317406774498849,0,0,0,0,0,0,0,0,0.188523090383673,0,0,0.0812774277557547,0,0,0,0,0,0,0.0761896552219136,0,0.0276578475456549,-0.0462147804455832,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.125438164964123,0,0,0,0,0,0,0,0,0.0121045318735111,0,0,-0.0135577743656973,-0.0162259528293058,0,0,0,0,0,0
