,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600498.SH,X600487.SH,X000100.SZ,X002008.SZ,X000625.SZ,X002007.SZ,X600809.SH,X000661.SZ,X300142.SZ,X600867.SH,X000157.SZ,X600566.SH,X000596.SZ,X002179.SZ,X600066.SH,X600177.SH,X600089.SH,X300146.SZ,X002506.SZ,X600522.SH,X002456.SZ,X002180.SZ,X600372.SH,X002241.SZ,X000977.SZ,X600699.SH,X300136.SZ,X002294.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.461533090737433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289802997533343,0,0,0.0494113996414583,0,0,0,0,0,0,0,0,0,0,0.416522615433283,0,0,0,0,0.00887050425788428,0,0,0,0,0,0,0,0,0,0,0,0,0.00168356603414602,0,0,0,0,0,0,0
X600104.SH,0,0,0.0446289192005047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127289382026553,0.0553243582379738,0.0587640120176799,0.0492032305200608,0,0,0,0,0,0,0,0,0,0,0.0502143233454479,0,0,0,0,0,0,0,0,0,0,0,0,0.11741456195436,0,0,0,0,0,-0.024644816238943,0,0,-0.00707624205074222,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754077940715834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980042636674761,0,0,-0.0164617518828813,0.00494620815979207,0,0,0,0,0,0
X000651.SZ,0.318632043960685,0,0.0384530581674478,0,0,0,0.0800352938820324,0,0,0,0,0,0,0,0.132322441145187,0,0,0,0.00642981915559548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371933410182729,0,-0.00888285822009797,0,0,0,0,0,0,0
X000858.SZ,0.274263863805904,0,0.0102858131623269,0,0,0,0.25895767004668,0,0.0244363755650758,0,0,0,0,0.0310115919617239,0.122760496375155,0,0,0,0,0,0,0,0,0,0,0,0,0.13287211583739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00249798063034669,0.0213197226357531,0,0,0,0,0,0
X600276.SH,0,0.0355460644257035,0.166589532121091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430472812205097,0.342200114042988,0,0,0,0,0,0,0,0,0.151164550540191,0.0620397299445155,0.0729702197939813,0.0617374934345457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507793816315449,0,0,0.0170293349602923,0.0160524905919964,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.573075086837234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209912213378563,0,0,0,0.474787831417176,0,0,0,0,0.00295572892390475,0,0,0,0,0,0,0,0,0,0,0,0,0.00485133083015912,0.0115419491029141,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0803028241890693,0,0,0,0,0,0,0,0,0,0,0,0,0.110542185859673,0,0,0.0489629224251414,0,0.0152256278933248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972320888235925,0.0599287941706872,0,0,0,0,0,0,0,0,-0.00224954116756285,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0529786371423336,0,0.127184886883845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111203597028949,0,0,0,0,0,0,0,0.0057901002206155,0,0,0,0,0,0,0.14564068853618,0,0,0,0,0,0,0,0,0,0.349106647893463,0,0,0,0,0,-0.00866319034109546,-0.01380153349157,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867656298186257,0,0,0,0,0,0.00539194996426789,0,0.589121516013019,0.0654095020903911,0,0,0,0,0,0,0.0733935159398682,0,0,0,0,0,0,0,0,0,0,0,0.0951419835381438,0,0.0427816817243758,0,0,0,0.0587851467775829,0,0,0,-0.00763727646594503,0,0,0,0,0,0,0
X600031.SH,0,0,0.0365279522355544,0,0,0.030665180595805,0,0,0,0,0,0,0,0,0.0382284563367838,0,0,0,0,0,0,0,0,0.128127999324091,0,0,0,0.00521462747332238,0,0.00285725390507777,0,0.0333404646629817,0,0.143636634169924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128464079959258,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.00752830531876503,0,0,0.00257931453536796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101586181694763,0,0.0935116593751805,0,0,-0.0392034762587004,0,0,0,0,0,0,0,0,0,0,0.0520653447030158,0,0,0,0.135188131252942,0,0,0,0,0,-0.00518560752727841,0.0208169573281923,0,0,0,0,0,0
X000568.SZ,0.0655372220318536,0,0,0,0,0.0952465967334635,0.129512843188928,0,0.0553388052390401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124637381609344,0.403221572695489,0,0,0.0383607452160924,0,0,0,0,0,0,0,0.105431621210778,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206787724221845,0.0453538980093148,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.301289800931416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510982170863473,0,0,0,0,0,0,0,0,0,0,0,0,0.301542240037276,0,0,0,0,0,0.115117923581471,0,0,0,-0.0139515501980373,0.0846579828446004,0,0,0,0,0,0
X600741.SH,0,0,0,0.108849137902476,0,0,0.0445035381357735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214911718078347,0,0,0,0,0,0,0,0.132700205767214,0,0,0,0,0,0.10035692489532,0,0,0,0.0936999801757744,0,0,0,0,0,0,0.00719114406433762,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151107000775172,0,0.0874750590684246,0,0,0,0,0.0614163453563944,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.217637308210802,0,0,0.176785747161909,0,0,0,0,0.0688100639606263,0,0,0,0,-0.010898266415139,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189959290306337,0,0,0,0,0,0.141669594010066,0,0,0.0188255547494884,0.00220456753094446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0.0405476892894012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365785578171312,0,0.20609736667108,0,0,0,0,0,0.0740850216244476,0.191851334932891,0,0,0,0,0,0.0305498852689157,0,0,0,0,0,0,0.0388743163546817,0,0,0.162298097667043,0,0,0,0,0.148181531271128,-0.0131666227974498,-0.0627041119075087,0,0,0,0,0,0
X300003.SZ,0,0.120191808394888,0,0,0,0.289227205836096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00783570509288641,0,0,0,0.18343318964111,0,0,0.198703135500443,0,0,0,-0.0023908022309117,0,0.331396870217465,0,0,0,0,0,0,-0.197008100105184,0,0,0,0.0132207403758824,0,0,0,-0.056370547379708,0.163043579326206,0,0,0.041213288217891,-0.126330828523249,0,0,0,0,0,0
X002236.SZ,0,0,0.58629080059724,0,0,0,0.114833542666543,0,0,0,0,0,0,0,0,0,0,0,0.128426771981667,0,0.018991664794823,0,0,0,0,0,0,0,0.044854240323087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694667630098003,0,0.0378638491414907,0,0,0,0.0105951093808862,0,0,0,0,0,0,0
