,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X002475.SZ,X601877.SH,X600703.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600498.SH,X000100.SZ,X600487.SH,X002008.SZ,X000625.SZ,X002007.SZ,X600809.SH,X000661.SZ,X300142.SZ,X000157.SZ,X600566.SH,X600867.SH,X000596.SZ,X600066.SH,X002179.SZ,X600177.SH,X600089.SH,X002506.SZ,X600522.SH,X300146.SZ,X002456.SZ,X002180.SZ,X600372.SH,X002241.SZ,X000977.SZ,X002294.SZ,X300136.SZ,X600183.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.401924215988016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330369361760476,0,0,0,0,0,0,0,0,0,0.477671130660585,0,0,0,0,0,0,0.00476333155982832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0523121660481087,0,0,0,0,0,0.0881023679638357,0.040609604254203,0.10023455312796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423661222914257,0,0,0,0,0,-0.030032793164789,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686203606810456,0,0,0,0,0.0528682216959616,0,-0.0325120899732632,0,0,-0.00576447580478207,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394211394290112,0,0,0,0.183428867493392,0,0,0,0,0,0.00698976803620424,0,0,0,0.0933072683444749,0,0
X000651.SZ,0.125552625870051,0,0.0255256201656063,0,0,0,0.0809941054523288,0,0,0,0,0,0,0.0469173498681834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739781576273063,0,0,-0.00874059920690298,0,0,0,0,0,0,0
X000858.SZ,0.231898315050572,0.000282595831961635,0,0,0,0,0.305690343694184,0,0,0,0,0,0,0.12439558641647,0.0275834735081339,0,0,0,0,0,0,0.0111331131865252,0,0,0,0,0,0.134917924135778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00446572083632643,0.0243769252072736,0,0,0,0,0,0
X600276.SH,0,0.0113079660163781,0.170964317590856,0,0,0,0.0687288949213106,0,0,0,0,0,0,0,0,0,0,-0.0469337107327253,0.331873270452519,0,0,0,0,0,0,0,0,0.123112880129291,0.0278844379161849,0.0867867297777608,0,0,0.0510542013709368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098798166699606,0,0,0,0,0.0162302466457585,0.0134723719900758,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.468158058920181,0,0,0,0,0,0.10545934548323,0,0,0,0,0,0,0,0,0.0824116319617798,0,-0.0783674992423816,0,0,0,0.452152811159605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103442357067166,0.0193595807172068,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.130141974987929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900326338253065,0,6.93889390390723e-18,0,0.0325978701704447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181060244504192,0.0622272232021254,0,0,0,0,0,0,0,0,-0.00676078296868654,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.193619106505378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701353765925084,0,0,0,0,0,0,0.0445031405646065,0,0,0,0,0,0,0.090289789213985,0,0,0,0,0,0,0,0,0,0,0.289244978208724,0,0,0,0,0,-0.00607142499739918,-0.0293587499413485,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.018475114197427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599374336664566,0,0.0604618184956742,0,0,0,0,0,0.0654973910312639,0,0,0,0,0,0,0,0,0,0,0,0.0923403491946994,0,0.0255768906993597,0,0,0,0.056190752458061,0,0,0,-0.00847909573880532,0,0,0,0,0,0,0
X600031.SH,0,0,0.0334578537059913,0,0,0.0381144163119023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048939514266408,0,0,0,0,0,0,0.0272679432399684,0.107363691846072,0,0,0.160945835679364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014242304205145,0.00317431010819239,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.05846008161371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297589133862709,0,0.0944519775196839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968453758466083,0,0,0,0.144629695363534,0,0,0,0,0,-0.00286328908414252,0.00281470479819275,0,0,0,0,0,0
X000568.SZ,0.0754659291733673,0,0,0,0,0.0724713150917486,0.127639455579811,0,0.0990321813684066,0,0,0,0,0,0,0,0,0,0.0387877169365108,0,0,0,0,0,0,0,0.194481321224633,0.370286185884037,0,0,0,0,0.00675402429056977,0,0,0,0,0,0,0,0.0911626011097333,0,0,0,0,0,0,0,0,0,0,-0.0239961790320259,0.0613516672029572,0,0,0,0,0,0
X600741.SH,0,0,0,0.100568842409176,0,0,0.0332524615645334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22362183164996,0,0,0,0,0,0,0.136997376364432,0,0,0,0,0,0,0.103146361591083,0,0,0,0.0897759085016719,0,0,0,0,0,0,0.00611270746499533,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.226652733661237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403682379954108,0,0,0,0,0,0.141117743123245,0,0,0,-0.0154614068271868,0.0844345969703333,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164287676715622,0,0,0.057559757224142,0,0,0.0929635130392699,0,0,0.0148625401561244,0.0608759097794497,0,0,0,0,0,0,0,0,0,0,0.00242825354095791,0,0,0,0,0,0,0.0391649403939792,0,0.0452179739438909,0,9.0603200111054e-05,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289073483248272,0,0,0,-3.46944695195361e-18,0,0,0,0.133307334784367,0,0,0,0,0,0,0,0,0,0,0,0,0.198043651054084,0.0420979518318325,0,0,0,0,0,0,0,0.308359763225613,0,-0.00830559986150982,0,0,0,0,0,0,0
