,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X002085.SZ,X600177.SH,X300003.SZ,X300136.SZ,X600522.SH,X000157.SZ,X600271.SH,X002294.SZ,X002008.SZ,X002007.SZ,X600118.SH,X600089.SH,X600867.SH,X600487.SH,X600566.SH,X600699.SH,X600809.SH,X600372.SH,X000559.SZ,X000623.SZ,X002180.SZ,X300115.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0282676926246945,0.0846512187111703,0,0,0.114973394085012,0,0,0.106907827880515,0.0661232183899971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686214056436791,0,0,0,0,0,0,0,0.0556449837524211,0,0.0162050650989899,0,0,0.188675572178006,0,0,0,0,0,0,0,-0.00217778060371902,-0.0105586147622937,0,0,0,0,0,0
X600104.SH,0,0,0,0.198295769317728,0,0,0,0.0286303163569455,0.200803621893999,0,0,0,0.179982396861968,0.22061694575737,0,0,0,0,0,0,0,-6.15633663794673e-05,0,0,0,-0.0401329468361226,0,0,-0.0851118729964811,0,0,0,0,0,0,0,0,0,0,0.0450564507929345,0,0,0,0,0,0,-0.0423467971284396,0,0,0,-0.0230155977131409,0,0,0,0,0,0
X002415.SZ,0,0,0,-5.42101086242752e-20,0.0448885468908555,0.176234229988568,0,0,-0.0367843536619953,0,0,0.0965344961239624,0,0.0010832921244231,0.202461134736029,0.276445002389083,0,0,0,0,0,0,0,0.0926588403871432,0,0,0,0,0,0.134008379002958,0,0,0,0,0,0,0,0,0,0,-0.28182270947032,0,0,-0.168938740185386,0,-0.106257663196066,0,0,0,0.00410954706231579,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.122680999640924,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0289974515209198,0,0,0,0.072455984208875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111639717580812,0,0.0865123053225311,0,0,0,0,0,-0.132010463406013,0,0.0187739732871714,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0355297718585897,0,0,0,0,0,0.585994573392449,0,0,0,0.0961890951778918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209863345781309,0,0,0,0,0,0,0,0,0,0,0,0,-0.00145659911954903,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0748517755426672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112042963333579,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.281244379344172,0,0,0,0,0.202713041803351,0.00538273084619368,0.112532938159752,0,0,0,0.14416806017268,0,0,0,0,0,0,4.33680868994202e-19,0.00639740656216031,0,0,0,0,0,0
X600276.SH,0,0,0.0234384270548472,0.115795654604323,0,0,0,0.0873519478759409,0,0,0,0,0,0,0,0,-0.196732801699509,0,-0.0156198609508651,0,0,0,0,0,0,0,0,0,0,0.0116731846315431,0,0,0,0.00180060141749382,0,0,0,0,0,0,0,0,-0.0133677093839066,-0.0534440931704282,0,0,0,-0.119371261764406,0,0.0135801347332326,-0.00724896883310177,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.41264398512358,0,0,0,0.0689405997496925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951840684552882,0,0,0.251694232261676,0,0,0,0.0877797373070005,-0.131510410834901,0,0,0.0143990181588305,0.00713474755894684,0,0,0,0,0,0
X600690.SH,0,0.578847487956298,0,0.0440907172397534,0,0,0.042748281386938,0.0187064975217145,0,0,0,0,0,0.00521459978041241,0,0.0441462035597471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932232702835877,0,0,0,0,0.0791259545114155,-0.0240297252081916,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0994997177622186,0,-0.0200911998158492,0,0,0.00512915540331679,-0.0215353296648072,0,0,0,0,0,0,0,0,-0.0224854048354289,0,0,0,0.0715787637400464,0,0,0,0,0,0,0,-0.237859214269648,0,0,0,0,0,0.0838148921428342,0,0,0,0.0939708292113304,0,0,0,0.2197189919911,0,0,0.00535274435685407,-0.0110721563974809,0,0,0,0,0,0
