,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002236.SZ,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600498.SH,X002179.SZ,X002506.SZ,X600177.SH,X600487.SH,X000977.SZ,X000625.SZ,X600183.SH,X600776.SH,X002371.SZ,X600066.SH,X600522.SH,X600867.SH,X000050.SZ,X000066.SZ,X002129.SZ,X600089.SH,X300146.SZ,X002241.SZ,X600118.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00534487873058512,0,0,0,0,0,0,0,0,0,0.202182042032557,0,0,0,0,0,0,0,0,0.0504053896186935,0,0,0.146818141791647,0.017529783194317,0,0,0,0,0,0,0,0,0,0,0.0425598235158205,0,0.0783481996274784,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00529884605568492,-0.0456079157553145,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.308071104242587,0.0645031971384796,0,0.0145125419259406,0,0.424922610740436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071632833188033,0,0,0,0,0,0,0,0,0.066994753312633,0,0,0,-0.0129466424536965,0,0,0,0,0.000603482117815776,0,0
X000651.SZ,0,0.221503412219476,0,0,0,0,0,6.93889390390723e-18,0,0.0818356519047212,0,0,0,0.185946071959178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055481759835528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353793801059745,0,0,0,0,-0.0157916914199817,0,0
X600104.SH,0,0,0.139790599224904,0,0,0,0,0,0,0,0,0.0232576252002635,0,0.0410192074591704,0.0934432319435656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178658226352569,0,0,0,0.0188091373529858,0,0,0,0.0508069883461064,0,0,0,0,0,0,0,-0.010157745853595,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186205152157198,0.0703544532105651,0,0.0929426019623726,0,0,0,0,0,0,0.197910137341718,0,0,0.123032020259338,0,0,0,0,0,0,0,0,0.017416674988724,0,0,0,0,0,0,-0.0716829977298546,0,0,0,0,0,0,0,0,-0.0121491035547673,0,0,0,0,0.0119341516173306,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0883407326431969,0,0,0.180541480266753,0.0125867958200893,0,0,0,0,0,0,0,0,-0.0687543914478563,0.535606000192973,0.0708743482751589,0,0,0,0,0,0,0,0.206407670823417,-0.0903522346983888,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187763316582424,0,0,-0.0199701136098225,0,0,0,0,-0.0243068084784998,0,0
X002304.SZ,0,0.293468422182503,0.0909892129026514,0,0,0,0,0,0,0,0,0,0,0.0486841015841334,0,0.131583859369742,0,0,0,0,0,0,0,0,0,0.0559356062018198,0,0,0,0,0,0,0,0.0685251996327069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437873349724434,0,0,0,0.0174302407663026,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190827388218614,0,0,0,0,0,0,0.0798024362653188,0,0,0,0,0,0,0,0,0,0,0.0637361283988528,0,0,0,0,0.198044025378709,0.243956880883783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132008122983133,-0.0225427267741344,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821152946412927,0.163943706843722,0,0,0,0,0,0,0,0,0,0,0,0.0544950606265779,0.0984472529393784,0,0,0,0,0,0,0,0.182214449706957,0.0263372383939681,0.130455718002877,0,0,0,0.046278223127315,0,0,-0.00670059781952499,0,0,0,0,0,0,0
X600031.SH,0,0.0814754374904855,0.0858922068454992,0,0,0,0.0682764718090669,0,0,0,0,0,0.301019107831986,0.0250101476204995,0,0.0524976802381769,0,0.0109224084190128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180442764963579,0,0,0,0,0,0,0,-0.00582162497069298,0,0,0,0,0.0291756919963718,0,0
X600690.SH,0,0,0,0,0,0.199605846693497,0,0,0,0.0540767150128823,0,0,0.0834882068715826,0,3.46944695195361e-18,0.11009905468925,0,0,0,0,0,0,0,0,0,0,0,0,0.160222367581004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430131537577181,0,0,0,-0.00282151574082143,0,0,0,0,0.0148387266874757,0,0
X000568.SZ,0,0.221679016462589,0,0,0,0.00464843575492634,0,0,0,0,0,0,0,0.0720145603421601,0,0.0659537358015587,0,0.205624782310152,0,0,0.120374692033643,0,0,0.00995864293819434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950641547903145,0,0,0,-0.0385019903329401,0,0,0,0,-0.0252883333819367,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.514390501160141,0,0,0,0,0,0,0,0,0,0.0362078404040044,0,0,0,0.0160514297690767,0,0,0,0,0,0,0,0,0,0,0,0.0767933245206757,0,0.0456665326463047,0,0.122501952548073,0,0,0,0,0,0,0,0,0,0,0,-0.0354743010446283,0.0191605411383942,0,0,0,0,0,0
X002475.SZ,0,0,0.0832122324307679,0,0,0.217613119391384,0.1226142058142,0,0,0,0,0,0,0,0.121544413958149,0,0,0,0,0,0.227834397978736,0,0,0,0,0,0,0,0.0985353046203059,0,0,0,0,0.000900694830361172,0,0.0615133176343501,0,0,0,0,0,0,0,0,0,0,0,0.0688643416226079,0,0,0,0,0,0,0,0,-0.0131932393522804,0,0
X600741.SH,0,0,0.245692324538285,0,0,0,0,0,0,0.0901024481327034,0,0,0,0.223217493001667,0,-0.0153995044869894,0,0,0,0,0.0680542670758749,0,0,0,0,0,0,0,0,0,0,0,0,0.0880182712270506,0,0,0,0,0,0,0,0.0205290272572178,0,0,0,0.332400495311802,0,0,0,0,0,-0.0168226404014399,0.0197895504746215,0,0,0,0.000482033798039791,0,0
X000596.SZ,0,0.0296738887637796,0,0,0,0,0,0,0,0,0,0.169092380598189,0,0,0,0,0.0358051081572084,0.409675438790498,0,0,0,0,0,0.0905595165898972,0.0536078635708798,0,0,0,0,0,0,0,0,0,0.0315653874900316,0,0,0,0,0,0,0,0,0.0443798785059408,0,0,0,0.110384592871187,0,0,0,-0.0310513917003947,0,0,0,0,-0.0245671305122226,0,0
X000661.SZ,0,0,0.0708364243786538,0,0.29612754882362,0,0,0,0,0,0,0,0,0,0,0.208308816555505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341983364584798,0,0,0,0,0.0242616254573728,0,0.0198912879461656,0,-0.0444531217297406,0,0.120396666803613,0,0,0,0,0,0,0,0,0,-2.11758236813575e-22,0,0,0,0,0.0107297726304477,0,0
X600809.SH,0,0.252282007166186,0,0,0,0,0.137076123131404,0,0,0,0,0,0.0980091512974322,0,0,0.19726327090843,0,0,0,0,0,0,0,0.0373602647056531,0,0,0,0,0,0,0,0,0,0,0.0691898339102758,0.0350432119709072,0,0.00918318521243637,0,0.0355169474164151,0,0,0,0,0,0,0,0,0,0,0,-0.0330021246829557,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.123015596310591,0,0,0,0,0,0,0,0,0.0874631624259629,0,0,0,0,0,0,0,0,0,0.0406533860025761,0,0,0,0,0.0277115367011879,0,0,0,0,0,0,0,0,0,0,0,0,0.0459031277202378,0.0953447777447168,0,0,0,0,0,0,0,0,-0.018561168878958,0,0,0,0,0.00153731389041787,0,0
X000157.SZ,0,0,0,0,0,0,0,0.000966228190798064,0,0.0236138753881921,0,0,0.283460676928415,0,0.0505002481653204,0.0243023490091359,0.0809621313302469,0,0,0,0,0,0,0,0,0,0,0,0.021169539332727,0,0,0,0,0,0,0.0416599403864436,0.0145902022843683,0,0,0,0,0,0,0,0,0,0,0.0117247126565628,0,0,0,-0.00234963982756144,-0.0170470268561049,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329685672098848,0.119283910313384,0,0,0,0,0,0,-0.139604859920539,0.21081109329145,0,0,0,0,0,0,0,0,0.0620380714574709,0,0.108376505934112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046375890920992,0,0,0,0,-0.0552340459101589,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.268208274578712,0,0,0,0,0,0.0528025729069194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260057500387521,0,0,0,0,-8.67361737988404e-19,0,0,0,0.05914028080946,0,0,0.0290890141825844,0,0,0,0.0545222373118371,0,0,0,-0.012794568521264,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.036071318526865,0,0,0,0,0.0567939800761706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064837282928282,0,0,0,0,0,0,0,0,0.0233392964865717,0,0,0,0,0.0174024681074257,0,0.181736163740918,0,0,0,0.0818593501071086,0.21991460830132,0,-0.0247144933623799,0,0,0,0,0.0161068049540947,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0.112008512904811,0.0972507444580892,0,0,0,0,0.00879882894709083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768692024957867,0.0188896843274843,0,0,0,0.334933945163757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019780993424577,0,0
