,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X600031.SH,X002129.SZ,X300124.SZ,X003816.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000063.SZ,X000596.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X300142.SZ,X600089.SH,X000661.SZ,X000100.SZ,X600741.SH,X600522.SH,X002180.SZ,X600702.SH,X002074.SZ,X600884.SH,X000157.SZ,X000733.SZ,X000799.SZ,X002236.SZ,X600563.SH,X601799.SH,X600584.SH,X002008.SZ,X600779.SH,X002414.SZ,X000977.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.373430359075421,0,0,0,0,0,0.035786006013482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192981881102663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590408265874963,0,0,0,0,-0.017395485702729,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.205295282987332,0,0,0,0.157445480623216,0,0,0,0,0,0.0552436366380514,0,0,0,0,0,0,0,0,0.0371472676639271,0,0,0,0,0,0,0,0,0,0,0.0134487411460314,0.0491013238825821,0,0,0,0,0,0,0,0.154151318333314,0,0,0,0,0.0460931425772171,0,0,0,0.0227081218308446,0,0,0,0.0287932664042663,0,0
X002415.SZ,0,0,0,0.0437741480955839,0,0.0765608351714374,0,0.096405821190981,0,0,0,0,0,0.0773179594224121,0,0,0.162348869790508,0,0,0,0,0,0,-0.0365086499984372,0,0,0,0,-0.0349239366602833,-0.0286689804021107,0.00456656919914277,0,0,0,0.0352316586419768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192513657522983,0,0,1.75207184892111e-05,0,0,0,0,0,0,0
X600809.SH,0.015921686578705,0,0,0,0.328622880821353,0,0,0.183354282094202,0,0,0,0,0,0,0,0,0,0,0.0417804371834958,0,-0.236750489348069,0,0,0,0,0,0,0,-0.130417067962184,0,0,0,0,0,0,0.0802480707103566,0,0,0,0,0.0988182174344572,0,0,0,0,0,0,0,0,0,0.0130282979283465,0.0101828642287071,0,0,0,0,0,0,0
X000568.SZ,0.168007692186239,0.184261150560694,0,0.0691997173776379,0,0.0245225262432484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203318262901244,0,0,0,0,0,0,0,0,0,0,0.114896256502969,0,0,0,0,0,0,0,0,0,0,0.0134823556509985,0,0,0,0,0,0.0371498355274293,0.0249201597371342,0,0,0,0.0745130426497154,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.318573806002017,0,0,0,0,0,0,0.23997273678882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273038338799839,-0.0394594592323589,0,0,0,0,0,0
X600276.SH,0.0469728357430073,0,0.00474006534226447,0,0,0,0,0,0.200641971980885,0,0,0,0,0,0,0,0,0,0,0,0,0.00846113694672124,0.208994791222187,0,0,0,0,0,0,-0.0186315546991509,0,0,0,0,0.0516342682396756,0,-0.0129623102020051,0,0,0,0.152492928661733,0,0,0,0,0,0,0,0,0,0,0,-0.0404135061317525,0,0,0,-0.0509314611498677,0,0
X002304.SZ,0.038712891494908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580172264181311,0,0,0,0.00494864671110429,0,0,0.229067528963151,0,0,0,0,0,0,0,0,0.0425617335205647,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.250377193693713,0,0.0790047964109711,0,0,-0.0294937283505404,0.0389440362113916,0,0,0,4.33680868994202e-19,0,0
X600690.SH,0,0.150721450346648,0,0,0,0,0,0,0,0,0,0,0,0,0.201079644598231,0,0,0,0,0,0.0693159641841188,0,0.0981687391559085,0.02534331343345,0,0,0,0,0,0,0,0,0,0.139032271677668,0,0,0,0,0,0,0.0477493501848443,0,0,0,0,0,0.0755311936369281,0,0,0,0,-0.000980256430230062,0,0,0,0,0,0,0
X600104.SH,0.0261985974643269,0,0,0,0,0,0,0,0.0364411819650232,0,0,0,0,0,0,0,0,0.0477168770934372,0,0,0.0967931764237731,0,0,0,0,0,0.117519828876811,0,0,0,0,0.276057473983457,0,-0.0160582104399337,0,0,0,0,0,0.0526132068162572,0,0,0,0,0,0,0,0,0,0,0,0,0.0104407434922839,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.119309979427035,0,0,0,0,0,0,0.120972465980707,0,0.123441275134305,0.0736050286768549,0,0,0,0,0,0.05034549821386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020620509218604,0,8.67361737988404e-19,-0.0213136472507244,0,0,0,0,0,0
