,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X000568.SZ,X600809.SH,X600276.SH,X600690.SH,X002304.SZ,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X002241.SZ,X000063.SZ,X002371.SZ,X003816.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002179.SZ,X600741.SH,X300142.SZ,X000100.SZ,X000661.SZ,X600089.SH,X002180.SZ,X600460.SH,X002074.SZ,X000157.SZ,X600702.SH,X000733.SZ,X002236.SZ,X000799.SZ,X600884.SH,X002414.SZ,X000977.SZ,X601799.SH,X002008.SZ,X600779.SH,X600183.SH,X002007.SZ,X600584.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.651934576995652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054381321823546,0,0,0,0,0,0,0,0.037871501955806,0,0,0,0,0,0,0,0,0,0,0.0348054817416839,0,0.0379070892686278,-0.00935205941514412,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111352808692161,-0.000496373827060897,0,0,0,0,0,0
X000858.SZ,0.368568552466567,0,0,0,0,0.0415109335267478,0,0,0.116658636476693,0,0,0,0,0,0,0,0,0,0,0,0.0831685799667004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376147836103965,0,0,0.097274697932036,0,0,0,0,0,0,0,0,0,0,0,0.00265078746995278,0.00617076282671596,0,0,0,0,0,0
X002415.SZ,0,0,0,0.12780670905679,0,0,0,0,0.233260281855141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084581586865293,0,0,0,0,0,0,-0.00574725246146536,0,0,0,0,0,0,0.0558730250279553,0,0,0,0,0,0,0,-0.065690281828081,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0209886936595732,0,0,0,0,0,0,0,0,0,0,0,0.0723924416591011,0.276332854993736,0,0.0460133639058503,0,-0.0475984908474389,0,0,0,0,0,0,0,0.0386261084249471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133699152435837,0,-0.0190214242577152,0,0,0,0,0,0,0
X000568.SZ,0.283991057472555,0,0,0,0,0,0,0,0,0.152589223629181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286478322657313,0,0,-0.0429922967671093,0,-0.00684941615003727,0,0.143080630553409,0,0,0,0,0,0,0,0,0,0,-0.204289749062686,0,0,0,0.188832581529549,0,0,0,-0.0176834177114327,0,0,0.0197512206988178,0,0,0,0,0,0
X600809.SH,0,0.267663540735786,0,-0.0337902370884852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251306112042568,0,-0.0234446099987369,0,0,0,0,0,0,0.0677547751304835,0,0,0.0562966046718265,0,0,0.0661788594479364,0,0.0242021109385013,0,0,0,0,0,0,0,0,0,-0.0108198098348358,0,0,0,0,0.0107874374370511,0,0
X600276.SH,0,0,0,0.105797615961233,0,0,0,0.16285666788285,0,0,0,0,0,-0.0440582427375125,0,0,0,0,0,0,0,0,0,0,0,0,-0.116871132441779,0,0.0834258062209765,0,0,-0.0189695393947901,0,0,0,0,0,0,0,0,-0.0735113195064139,0,0,0,-0.043236971034828,0,0,0.205829944335539,0,0.0734067869584982,0,-0.0374258835674981,0,0,0,0,-0.0103923447190587,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.148221618500197,0.216370113785764,0,0.341915448379805,0,0,0,0,0,0,0,0,0,-0.0119691706419509,0,0.060530242290033,0,0,0,0,0.0333345246102455,0.150833854278943,0,0,-0.0118227627910906,0,0,0.0242488996431413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348271038412589,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.132936062636999,0,0,0,0,0,-0.0421520234936617,0,0.162868308135915,0,0.0444702065793118,0,0,0,0,0.0228529052972904,0.0951841908788724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142624042397572,0,0,0,0,0,0,0,0,0,0,0,-0.109561554769332,0,0.0153973085005417,0,0,0,0,-0.000722185258897154,0,0
X000651.SZ,0.118184632466884,0,0,0,0.0121159542761912,0,0,0.203330394378583,0,0,0,0.0563492627862767,0,0,0,0.0198538952537668,0,0,0,0,0,0,0,0.0543879794846427,0,-0.0230249664306208,-0.120651033547664,0,-0.0259109781638371,0,0,0,0,0,-0.0747259514989885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00848263141787396,0,0,0,0,0,0,0
