,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002007.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X300014.SZ,X002371.SZ,X000596.SZ,X600183.SH,X600741.SH,X300003.SZ,X000977.SZ,X300124.SZ,X002236.SZ,X000625.SZ,X002129.SZ,X601877.SH,X000800.SZ,X000157.SZ,X300136.SZ,X002456.SZ,X600584.SH,X002463.SZ,X002414.SZ,X002179.SZ,X002049.SZ,X000066.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002180.SZ,X600498.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.296628605369718,0.160267651308115,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00840539654324719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351162010588136,0,0,0,0,0,0,0,0,0,0,0,0.0963191362271102,0,0,0.00866209329417155,-0.00296477684058535,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179970489309182,0.248648451758622,0,0,0,0,0.0583898043426575,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180888768629131,-0.021418507410692,0,0,0,0,0,0
X600276.SH,0.151372429047039,0.129825544984693,0,0,0,0,0,0,0,0,0,0,0.309596408020353,0,0,0,0,0,0,0,0,0.0943682693123718,0,0,0,0.152940491046637,0.0240941590635911,0,0,0,0,0,-0.0165580664313705,0,0,0,0,0,0,0,0,0,0.0696435412193478,0,0,0,-0.0224894745043245,0,-0.0242494487866642,0,-0.0207066512722938,-0.0197374817146418,0.000774812242017204,0,0,0,0,0,0
X000651.SZ,0,0.0678265732993273,0,0,0.0971610462564426,0.0409317998668877,0.0149226012408707,0,0,0,0,0,0,0,0,0.210635540802091,0,0,0,0.0380075022455309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275877177811659,0.00552543613283616,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0817914393559694,0,0,0,0,0,0,0,0,0.0653553773802743,0,0,0,0.15994015925405,0,0,0.122582796004586,0,0,0,0,0,0,0,0,0,0.0772919254973396,0,0,0,0,0.152415542819108,0,0,0,0,0.0920407234408885,0,0.0786070653214606,0.0550632756581969,0,0,0,0,0,0,-0.0174193766446921,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0670316249741069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417065833722513,0,0,0.0334036228279726,0,0,0,0.190613806080772,0,0,0,0,0,0,0,0,0,0,0,0.192819563653798,0,0,0,0,0,0.0822365357467805,0,0,0.00187963118398009,-0.0081670803608767,0,0,0,0,0,0
X600104.SH,0,0.0398558961775519,0,0,0.0258439993292318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927218581051732,0,0.220840076677739,0.0840105413219143,0.129920554550046,0,0,0.0587195111596392,0,0,0.142143037314412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152445291301971,0.0190092764893285,-0.0129897805012884,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159069224981391,0,0,0,0,0,0,0,0,0,0,0.0167981221179256,0,0,0,0,0,0.0511897758583041,0,-0.0312746173773658,0,0,0,0,0,0.261665561134503,0,0,0.0097731636865321,-0.0281402549353817,0,0,0,0,0,0
X600031.SH,0,0.219032096910153,0,0.174756847231031,0,0,0,0,0,0.0279009672808497,0,0,0,0,0,0,0,0,0,0,0,0,0.00710095457441724,0,0,0,0,0.0636167687933067,0,0.0737566518480157,0,0,0,0,0.053399301951152,0.198812973984307,0,0,0,0,0,0,0,0,0,0,0,0,0.0815306279843099,0,0,-0.012870724125541,0,0,0,0,0,0,0
X002304.SZ,0,0.174766491252901,0,0,0.01743875263882,0,0,0,0,0,0,0,0,0.0103350132154248,0,0,0.253110037831647,0,0,0,0,0.0857731365277195,0,0,0,0.00447714289329965,0.0119857342538697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650700475336274,0,0,0,0,0,0
