,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X600104.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X002463.SZ,X600089.SH,X600584.SH,X600839.SH,X000977.SZ,X600703.SH,X600372.SH,X000157.SZ,X002028.SZ,X002456.SZ,X002049.SZ,X600522.SH,X002236.SZ,X600066.SH,X600183.SH,X000066.SZ,X601877.SH,X600741.SH,X600460.SH,X002129.SZ,X002085.SZ,X002156.SZ,X000661.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.395896963168937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209625537459311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0991891248208438,-0.0385306459345684,0,0,-0.055346420238873,0,0
X000858.SZ,0.29895379587607,0,0,0.0446200359971721,0,0,0.333714424451884,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.252574517041025,0,0,-1.73472347597681e-18,0,0,-0.0106185694472654,0,0,0,0,0,0,0,0,0.0266953447762086,0,0,0,0,0,0,0,0,0,0,0,0.0415972757249725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438192944841452,0,0,0,0.645918505744505,0.0731159531196003,0,0.0844260359031422,0,0,0,0,0,0,0,0,0,0.000100030764752693,0,0,0,0,0,-0.0444660915624152,0,0,0,0,0.145285773750508,0,0,0,-0.0656181111380865,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0346574841526809,0,0,0,0,0,0,0.243581579901664,3.46944695195361e-18,0,0.154076253092789,-0.00733361468978978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129569175403602,0,0,0,0,0,-0.0490599252377327,0,0,0,0,0.0311338822370089,0,0
X002415.SZ,0,0,0,0,0,0.235029708621994,0.00901748984357351,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0657863523587243,0.202669790142603,0,0,0,0,0,0,0,-0.027581856451092,0,0,0,0,0,0.133955960943699,0,0,0,0.0307933568513385,0.0223492436940269,0,0,0,0,0.00226296512858748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0285888351332735,0,0,0,0,0.257453904571745,0,0,0,0,0,0,0,0,0.0703431382228244,0,0,0.0691122579547813,0.0133264687725734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651901581838135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0516663843327372,0.602101660531193,0,0,0,0,0,0,0,0,0.149783103540488,0.0811018984160535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261088211590126,0,0,0,0,0,0,0,0,0,0,0,0.00744786295727235,0,0,0,-0.0268166744532871,0,0
X000651.SZ,0,0,0,0,0,0.395718086332774,0,0,0,0,0,0,0.0632841285044069,0,0,0,0,0.170642489614263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677050442711661,0,0,0,0,0,0,0,0,0,0,0,0,0.0279579881721631,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.239736936769039,0,0,0,0,0,0,0,0.0291828973727703,0,0,0,0,0.0810027426011219,0,0.0733825450263453,0,0.201883040864877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156360854064442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0364206363638711,0,0,0,0,0,0,0,0,0,0,-0.0282765254167329,0.0958362792816178,0,0,0,0,0,0,0,0.376468827637994,-0.0702585439057643,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0703649287180542,0,0,0,0,0,0,0,-0.0527598749906629,0,0
