,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X600703.SH,X600031.SH,X000100.SZ,X600118.SH,X000338.SZ,X000157.SZ,X600372.SH,X600271.SH,X600741.SH,X002241.SZ,X000559.SZ,X600089.SH,X002292.SZ,X000568.SZ,X600066.SH,X002129.SZ,X600839.SH,X002475.SZ,X600177.SH,X000800.SZ,X601877.SH,X002223.SZ,X300124.SZ,X002236.SZ,X000016.SZ,X600582.SH,X002456.SZ,X000727.SZ,X600435.SH,X000869.SZ,X300003.SZ,X600060.SH,X002465.SZ,X002276.SZ,X000550.SZ,X000581.SZ,X600198.SH,X002008.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0365697152446172,0,0.108877731236272,0,0,0,0,0.0177634444557072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163235921689872,0.0299826776741737,0,0,0,0,0,0,0,0,0,0,0,0.0664055027979543,0,0,0,0,0,0,0,0,-0.000374693899972729,0.0104167796806038,0,0,0,0,0,0
X600104.SH,0,0,0.0404729278386549,0,0.0805130987979571,0.0387751743889565,0.0165873143633844,0,0,0,0.0768986291392873,0.00442278161078689,0,0,0,0,0,0.0458330308013773,0.0131997455077205,0,0,0,0.126446109789706,0,0,0,0,0.06435013685836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.00388980878768676,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0765219765652025,0,0,0,0,0,0,0,0,0,0,0.0427794094733703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219953425380625,0,0,0,0,0.0915072927939,0.016643258773655,0,0,0,0.0130360806333278,0,0,0,-0.00451927230839708,0.00593840043253954,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.125837317114571,0,0,0.082926166398723,0,0,0,0,0,0,0,0.110179994151594,0,0.114265615087296,0,0,0.0473247626306682,0,0,0.0457069147737144,0,0,0,0,0,0.196409375718566,0,0.0548085724276464,0,0,0,0,0,0,0,0,0.0710669267077052,0.006050046851533,0,0,0.00897566788614656,0.0210892153913109,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00891659164570963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433392930662993,0,0.197144333033979,0,0,0,0.0545374489162123,0,0,0.180493275801015,0,0,0.03443879376716,0,0,0,0,0,0,-0.018175816225172,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.039548996596312,0,0,0,0,0,0.0639034357549233,0.0504940904887448,0,0,0,0.081505043233968,0.0171800118886261,0,0.051166764788234,0,0,0,0.107962527827069,0,0,0,0,0.0120568291214028,0,0,0,0,0,0,0.0694738566724665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00617766260890585,-0.0173104905763538,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.163918349129119,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.110654621103087,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414544486216566,0,0,0,0.0330987875236853,0.0232704344022398,0,0,0,0.133686631436091,0,0.00698609407240907,0,-0.000547108552698181,-0.0119390843870348,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.184060922783884,0,0,0,0,0,0,0,0,0.0825062020708119,0,0,0,0,0,0.0608450278495029,0,0,0.0614866669162857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02621386079601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01258109290762,0.0151100593077917,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074080249210528,0,0,0.00609285639877118,0,0,0,0,0,0.106955696333978,0,0.0382769742640398,0,0,0,0,0,0,0,0,0,0,0,0,0.0262938294418252,0,0.0370250416149608,0,0.096317134061041,0.0404950391976874,0,0.0253740392079804,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110350657065099,0,0,0,0,0,0.00358466138613629,0.0186913908050616,0,0.102193354268211,0,0,0,0,0.0439573323916895,0,0.0964010525265862,0,0,0,0,0,0,0.0179783759459856,0,0,0,0,0,0,0,-0.0160560120838263,0.00868658819707055,0,0,0,0,0,0
