,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600183.SH,X600372.SH,X600741.SH,X002049.SZ,X002028.SZ,X600066.SH,X002236.SZ,X600522.SH,X000066.SZ,X601877.SH,X600839.SH,X600460.SH,X600487.SH,X002156.SZ,X002456.SZ,X000800.SZ,X000661.SZ,X000921.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0726226170743319,0,0,0,0,0,0.20642206652764,0,0,0,0,0,0,0,0,0,0.338135586083686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000843272202637883,0,0,0,0,-0.0115414455128907,-0.0176203721437067,0,0,-0.00514141981145714,0,0,0.00885691703150932,0,-0.0309096568123977,0,0,-0.0601874299104234,0,0
X000858.SZ,0,0,0,0,0,0,0,0.31014493278154,0.0892842210750089,0,0,0.0751799697374182,0,0,0,0,0,0.0957490177279137,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0836359272905965,0,0,0,0,0,0.010658718793052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127556456808276,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263180007505193,0,0.105488251626553,0.214392962620708,0.0995796689632941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138006307900313,0,0,0.0713314411795064,0,-0.0447673522993883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163637915166196,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.046210398720285,0,0.406802223059726,0,0.125118564278911,0.0948231832307523,0,0,0,0,0,0.131134412770686,0,0,-0.0145340241751837,0,0,0,0,-0.0170139740729707,0,0.0676741185933042,0,0,0,0,0,0,0,0,0,-0.0209680229632051,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.105315264103865,0,0,0,0,0,0,0.0135643189839172,0,0,0,0,0,0.256739477170682,0,0,0,0,0,0,0,0,0,0,0.0325059110610275,0,0,0,0,0,0,0,0.037763496962066,0,0,0.0617455663640773,0,0.00122171556735091,0,0,0,0,0,0,-0.0167920302537894,0,0,0,0,-0.0304898830102962,0,0
X600690.SH,0,0,0,0.24625676646247,0,0,0,0.034675356616759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.010454301635761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247687560611406,0,0,-0.0304786604671001,0,0,0,0.178266120313889,0,0,0,0,0,0,0,0.013214123928115,0,0
X000651.SZ,0,0,0,0.0667009403403323,0,0.0708890608922231,0,0,0.0363493237470329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188659514046826,0,0,0,0,0,0,0,0,0,0,0,0.185797820590668,0,0,-0.0569510151165076,0,0,0,0,-0.00237298140051524,0,0
X600809.SH,0,0.0142624339073513,0,0,0,0,0,0,0,0,0,0.536741958680773,0,0,0,0,0,0,0,0.341456907702087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00674212873134206,0,0,0,0,0,0,0,0,0,0,0,-0.0139718431764886,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356384518272363,0,0,0,0.0202808693767324,0,0,0.0568032966080622,0,0,0,0,0,0,0,0,0,0.479690739033485,-0.184593491695463,0,0,0,0,0,0,0.0641142680082638,-0.0709063975321462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789154605250922,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268242284412708,0,0,0,0,0,0,0,0,0,0.123021975769569,0.0450156817818992,0.416373939965256,0,0,0,0,0,0,0,0.0204013625919696,0,0,0,0,0,0,0,0,0,0.109432884360288,-0.08339131247951,0,0,0,0,0,0.00350177744016281,0,0,0,0,0.000838529963929364,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0245552082365411,0,0,0.0460416489335004,0,0.0472454790896681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241972342415307,0,0,0.039548745617415,0,0.0199652613616782,0,0,0,0,0,0,0.0756169463566777,0,0,-0.05187377109482,0,0,0,0,0,0,0
X000568.SZ,0,0.304589554582998,0,0,0,0,0,0.191858091625869,0,0,0,0,0,0,0,0,0,0.00658925051619086,0,0.208680009700074,0.0449306181403754,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467192756987932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156991167548518,0,0,0.0401236743934898,0,0,0,0,-0.0194783559695694,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0498275558585021,0,0,0,0,0,0.145985231064532,0,0,0,0,0,0,0,0,0,0,0,0.0839927994365335,0,0,0,0,0,0,0,0.209619477360676,0,0,0.23973741998964,0,0.100112647002376,0,-0.0284184094525406,0,0,0,0,0,0,0,0,0,-0.0157713034207407,0,0,0,0,0.0168919944952556,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497614841784316,0,0,0,0,0.052632627808498,0.0569632593966743,0.330438538135123,0,0.010259715317141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14387947538208,0,0,0,0.0374973784601323,0,0,0,0,0,0,0,0,0,-0.0234326611511751,0,0,0,0,0.0184068453705278,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932696156970041,0,0,0.502349024639783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533129576139848,0,0.0974494749289044,0,0,0,0,0,0.0275695287672794,0,0,0,0,0,-0.0326146572773982,0,0,0,0,-0.0495437999442274,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.223548343585056,0,0,0.0101533573387993,0,0,0.0600080984580438,0,0,0.143820140411865,0,0.0216753104186435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03549560860973,0,-0.0209547528782339,0,0,0,0,-0.00866765784044445,0,0
X000625.SZ,0,0,0,0.00511371080077178,0,0,0,0.136385895248692,0.0429066236080936,0,0,0,0,0,0,0,0,0,0.27809406044272,0,0.115109707711922,0.0403145858510547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103872163359427,0,0,0,0,0,-0.0353939727494768,0,0,0,0,0,0,0
X002304.SZ,0,0.503120507440808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146259974821724,0,0,0,0,0,0,-0.0309982390757628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138890103962833,0,0,-0.0144501081067575,0,0,0,0,0,0,0
X000338.SZ,0,0.254776275468734,0,0,0,0,0,0,0.0340172570652948,0,0,0,0,0,0,0,0.10053296895811,0.139726800545362,0,0,0.0743122241459816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325299760630215,0,0,0,0,0,0,0,0,0.0992232094578211,0,0,-0.0279492611541283,0,0,0,0,-0.000115016176959875,0,0
X000596.SZ,0,0,0,0,0,0,0,0.556209456146488,0,0,0,0.195014237412839,0,0,0.0762735282373588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018299715566408,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593696096472233,0,0,0,0,0,0,0.0326875134111474,0,0,0,0,0.0478483430991499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372880634178354,0,0,0,0.0284064642977092,0,0,0.0485829882077902,0,0,-0.0283380864881417,0,0,0,0,0,0,0
X000100.SZ,0,0.082787636153475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845909682741928,0,0.229410071818814,0,0,0,0,0,0,0,0,0,0,0.147715654706147,0,0,0,0,0,0,0,0.0303569270760987,0,0.0789303520191564,0,0,0,0,0,0,0,0,0,-0.00163369920398065,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.384403914710537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0167095343448807,0,0,0,0,0,0,0,0,0,0.276691588872671,0,0.0759853472244044,0,0.0878873951993243,0,0,0,0,0,0,0,0,0,-0.0634493642640918,0,0,0,0,0.0342277385009969,0,0
X600418.SH,0,0,0,0,0,0,0,0,0.161670716886756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035302093526037,0,0,0.175068827261991,0,0,0.283582909306744,0,0,0,0,0,-0.0560221656011631,-0.0692135565224204,0,0,0,0.0506527402959391,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168791252262065,0,0.0246215062478221,0,0,0,0.093405325352258,0,0,0,0,0,0,0,0,0,0,0,0.197894024901604,0,0,0,0,0,0,0.0763408706177055,0,-0.00421566842150563,0,0.116492177918065,0,0.0134780029446101,0,0,0,0,0,-0.0104534240036846,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,0.320278963629736,0,0,0,0,0.15137054954264,0,0,0,0,0,0.0466345328813792,0,0,0,0,0,0,0,0,0,0,0.075834613348152,0,0,0,0,0,0,0.0711322852231259,0,0,-0.0112127952328996,0.0883566665079389,0,0,0.0630745759237039,0,0,-0.152264277941281,0,0,0,0,0,0,0,-0.0352293497158978,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0.203036870398362,0,0,0.224259370158845,0,0,0,0,0,0,0,0.119692628664876,0,0,0.113555643889547,0,0,0,0,0,0.0492944351841355,0,0,0,0,0.0927448566558538,0,0,0,0,0.0241153151542521,0,0,0.100877931269286,0,0,0.131375707331712,0,0,0,0,0,-0.0666752667179626,0,0.0692019884951907,0,0,0.0102229663077458,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357154554129918,0,0,0,0,0.0544577935004398,0,0,0,0,0.0946293076064117,0.102319365148801,0,0,0,0,0,-0.0700534315121858,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.0507823370582001,0,0,0,0,0,0,0,0,0.0147712190901734,0,0,0,0.198082643581976,0,0,-0.0337870739391269,0,0,0,0,0,0,0.167472479425921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218138508219611,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0686304726375909,0,0,0,0,0,0,0,0,0,0,0.0405642194017294,0,0,0.0258052986231807,0,0.0685029096792961,0.033500161595853,-1.73472347597681e-18,0,0,0,0,0,0,0.225145349110471,0,0,0,0,0.0542182047201448,0,0,0.0625076869522148,0,0,0.0365576296407153,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0.204298502857782,0,0,0,0,0,0,0,0,0,0.0358071916305034,0,0,0.0543739941353804,0,0,0,0,0.0345994621977,0.0364101838918765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686946819944614,0,0,-0.0202858059325846,0,0,0,0,0,0,0
X600183.SH,0,0,0,0.0973799317150274,0,0,0,0.0235213172364104,0,0,0,0,0,0,0.102607911700426,0,0,0,0,0,0.206012287255819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336937889738384,0,0.018702955356658,0,0,0,0.0743838228682173,0,0,0,0,0,-0.0436379884086326,0,0,0,0,0,0,0
X600372.SH,0,0,0,0.0155871054143232,0,0,0,0,0,0,0,0,0.119891311501452,0,0.178187761455321,0,0.0644107820039966,0,0,0,0.138385275919836,0,0.000620905541175136,0,0.0919263030792598,0,0,0,0,0,0,0.0131779800873009,0,0,0,0,0,0,0,0,0,0,0,0,0.0141851488159894,0,0,0,0,0,0,-0.00101916921009807,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.142134853384402,0,0,0,0.117128279480941,0,0,0,0,0,0,0,0.0312682356301326,0.0225854065724022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782188035882295,0,0,0,0,0.0343614467803503,0,0.199272726970934,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0.0892739166207118,0,0,0.0238943477758975,0,0.329222985023307,0,0,0,0,0,0,0,0,0,0,0,0.163961323077874,0,0,0.110373451153027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451823054358152,0,0,0,0,0,0,0
X002028.SZ,0,0.00438403825458454,0,0,0,0.0824856628300354,0,0,0,0.0699145939634739,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.233892015932608,0,0,0,-0.0249796488843241,0,-0.00891787059273352,0,0,0,0,0,0,0,0,0.149560191998054,0,0,-0.0151466132285802,0,0.0369669432806819,0,0.0664039417639259,0.103528264246132,0,0,0,0.132540493522503,0,0,0.0188769245925472,0.112628304799242,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0826293306468355,0,0.170225104463235,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0389647702481299,-0.122675157541809,0,0,0,0,0,0,0,0,0.235181844207484,0,0,0,0,0,0,0,0.0681105851956253,0,-0.00320456128919623,0.408249589581322,0,0,0,0,-0.020721003797447,0,0,0,0,0.0646235007209112,0,0
