,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600118.SH,X000625.SZ,X600690.SH,X600703.SH,X600372.SH,X600271.SH,X000100.SZ,X600031.SH,X002292.SZ,X000157.SZ,X000338.SZ,X002236.SZ,X002241.SZ,X600741.SH,X600089.SH,X600066.SH,X002475.SZ,X600177.SH,X601877.SH,X000559.SZ,X002465.SZ,X000547.SZ,X600435.SH,X600839.SH,X002129.SZ,X000016.SZ,X300124.SZ,X600582.SH,X000568.SZ,X300003.SZ,X002179.SZ,X002498.SZ,X002294.SZ,X600252.SH,X002276.SZ,X000977.SZ,X000066.SZ,X002456.SZ,X002049.SZ,X002008.SZ,X600198.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.154397795849992,0,0,0,0,0.0428399789881058,0,0.112177903617874,0,0.00549309715059682,0,0,0,0,0,0,0,0,0,0,0.0354182890750487,0,0,0,0,0,0,0,0.0266752214519045,0,0,0,0,0,0,0,0.0349341581501066,0,-1.73472347597681e-18,0,0.04263143619002,0,0,0,0,0,0,0,0,0,0.0114728436567844,0,0,0,0,0,0,0
X600104.SH,0.281734581171572,0,0,0,0,0,0.338714390383115,0,0,0,0.00271156293723284,0,0,0,0,0,0,0,0,0,0,0,0.0503853951070529,0,0.0383396650653346,0,0,0,0,0,0,0,0,0,0,0.063861052276819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964509520245839,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0447869983161543,0,0,0,0,0,0,0,0.128390419316512,0.0478939954229212,0,0.077440519297509,0,0,0,0,0,0,0,0,0,0.0368513599933182,0,0,0,0,0,0,0,0,0.378662140241897,0,0,0,0,0,0,0,0,0,0.03520262008526,0,0,0,-0.0176849168876768,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171693721872437,0,0,0.264953064694055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12074022260529,0,0,0.0903214443940178,0,0,0,-0.00660207389739026,0.0121155665010265,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0813521718243206,0,0,0.173120915971529,0,0,0,0,0,0,0,0.0149720495608938,0,0,0,0,0,0,0,0.0554720827107423,0,0.0109099089604591,0,0,0,0,0,0,0.0603859545683596,0,0,0,0,0,0,0.0493364015640125,0,0,0.0876089069269107,0,0.0913964042694775,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0454846053750839,0,0,0,0.241017521173134,0.0125906871311947,0,0,0,0,0,0,0,0,0,0,0,0.0352784584469969,0,0,0.0239531114405626,0,0.0526964427758227,0,0.0339199113828901,0,0,0,0,0,0,0,0,0,0,0.555121962516803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249048197389975,0,0,0,0,0,0,0
X002304.SZ,0,0.136477474089982,0,0,0,0.366273137903797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398087458810626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381103994660522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370382544611932,0,-0.00487676483557949,0.0364937379416974,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.00349109400650176,0.118646111283435,0.166741594205013,0,0,0,0.0345136286119106,0,0,0,0,0,0,0,0.232911165649992,0,0,0,0.040332500381682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949288892190872,0,0,0,0.0108458295468178,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0156543766985638,0,0,0,0,0,0,0.0245693597776584,0,0,0.0760565531374207,0.104478986768792,0,0,0,0,0,0,0,0.090285183585878,0.397609141954114,0,0,0,0,0,0.0119508413671655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631905613780369,0,0,0,0,0,0,0,-0.0270535160618898,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.0114886836555688,0,0,0,0,0,0,0,0,0.325634662665187,0,0,0.0568928965721425,0,0,0,0,0,0.0374642361011975,0,0,0,0,0,0,0,0,0.310318957465819,0.0196180865006417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989069914066276,0,0.0382002604696145,0,0.0111658812720034,0,0,0,0,0,0,0
