,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000661.SZ,X000157.SZ,X600584.SH,X600522.SH,X601877.SH,X601799.SH,X000977.SZ,X002007.SZ,X000800.SZ,X002074.SZ,X600183.SH,X002463.SZ,X002028.SZ,X300142.SZ,X600702.SH,X002223.SZ,X000066.SZ,X000921.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.291874229417439,0,0,0,0,0,0.0373229016443444,0.171617689719459,0,0,0,0,0.0420707464552363,0,0,0,0,0.0449195733453594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128895779157621,0,0,0,0,0,0.0783029362984376,0,0.0229948814364262,0,0,0,0,0,0,0.0060984577880973,0.0272623956531039,0,0,0,0,0
X000858.SZ,0.0907892425586577,0,0,0,0,0,0,0,0,0.0200268570706697,0,0,0,0,0.159750693771096,0.0572964790004711,0,-0.0392890539793984,0,0,0,0,0,0,0,0,-0.019889607864035,0,0,0,0,0,0,0,0,0,0,0.0638845807022552,0,0,0,0,0,0.104659749767374,0,0.206431566179595,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933845548160672,0,0,0,0.0865944132074708,0,0.0462454544004222,0,0,0,0.224156882815217,0,0,0,0,0,0,0,0,0,0,0.0459641284701523,0,0,0,0,0,0,0,0.0317501259375836,0,0,0,0,0,-0.00332093975765156,0,0,0,0,0,0,0
X000568.SZ,0.320935863690681,0,0,0,0.233352567368711,0.0330187222263631,0.0251491864362967,0,0,0,0,0,0,0,0,0.247088505333703,0,0.0369490365021829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.041573992087236,0,0,0,0,0,0.0180240445218914,0,0,0,0,0,0,0
X600809.SH,0,0,0.0654302167135328,0.553861118770224,0,0,0.0809320923706679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296904671044782,0,0,0.0401258681669163,0.0382374688188197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983741216382622,0,0,-0.0381145291024584,-0.152116583821087,0,0.0073571804284969,-0.0217795688070054,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.126216625076925,0,0,0,0,0,0,0,-0.128951215694324,0,-0.28687579545902,0.115816148782066,0,0,0,0,0.148230227520801,0,0,0,-0.156078865518982,0,0,0,0,0.459123617933791,0,0,0,0,0,-0.0769961193215104,0,0,0,0,-0.079561466667983,0,0.0048499149646877,0,0,0.112633033050616,0.0202754197445793,0,0,-0.0204303025599589,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465881335154715,0,0,0.0353504609828316,0,0,0.0205813326660792,0,0,0,0,0,0,0,0,0.218521981893114,0,0,0,0,0,0,0,0,0,0,0,0,0.215074480044047,0,0,0,0,0,0.163112648278612,0.0502221262509551,0,-0.0528462892863474,0.0912406583662718,0,0,0,0,0,0
X600690.SH,0.0875177003414854,0,0,0.0104790558611631,0.0693828166119025,0,0,0,0,0,0,0.00103230499761912,0,0,0.0188634269106652,0,0,0,0.11267864681865,0.0872647309633597,0,0,0,0,0,0,0.0141423926240583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861255589361099,0,0.042612710861834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0565914835344135,0,0,0,0,0,0.116791944806205,0,0,0,0,0,0,0,0.0310864946530469,0,0,0,0.147512757414635,0,0,0,0.0256093877969783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1215654872805,0,0,0,0.0288316924111964,0,0,0,-0.0206126462212847,0,0,0,0,0,0
X002304.SZ,0,0.371306905107953,0,0.166217480021991,0,0,0,0,0,0,0,0,0,0,0.0638058446820208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226388129514314,0,0,0,0,0,0,0,0,0,0,0,0,0.0616268322497009,0,0,0,0,-0.0406108191667532,0.0192415933189024,-0.0424856269318619,0,0,0,0,0,0
X600104.SH,0.102345818652718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187842007736638,0,0,0,0,0.116041068391395,0,0,0,0,0,0,0,0,0,0,0.007301791455194,0,0,0,0,0,0,0,0,0,0,0,0,0.0429649508828681,0.0544174431640011,0,0,0,0,0,0,-0.00444976875155761,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.235506094968119,0,0,0,0,0,-0.0235276729939669,0,0,0,8.67361737988404e-19,0,0.0274508965558487,0,0,0.0255795826833117,0,0,0.0985533382255847,0,0,0,0,0,0.117348733338533,0,0,0,0,0,0,0,0,0,0,0,0,0.0336196183204765,0,0,0,0,0,0,0,0,0,0,0,0,0
