,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600031.SH,X600276.SH,X600690.SH,X600271.SH,X600118.SH,X600372.SH,X000100.SZ,X000157.SZ,X600703.SH,X000338.SZ,X002129.SZ,X002241.SZ,X600741.SH,X600089.SH,X300124.SZ,X600066.SH,X002236.SZ,X600177.SH,X000559.SZ,X600582.SH,X002456.SZ,X002465.SZ,X002292.SZ,X600060.SH,X000977.SZ,X002475.SZ,X600435.SH,X600198.SH,X600839.SH,X300003.SZ,X601877.SH,X000581.SZ,X002008.SZ,X000800.SZ,X002294.SZ,X000568.SZ,X000623.SZ,X002007.SZ,X002049.SZ,X600498.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.178312798060818,0,0,0,0,0,0,0,0,0.0735930045722445,0,0,0,0,0,0,0,0,0,0,0,0.00446942269178646,0,0,0,0,0,0,0,0,0,0,0.080710425198096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992651087752724,0,0,0,0,0,0
X600104.SH,0,0,0.0883524451953852,0,0.0406885087861189,0.0401042056817022,0,0,0,0,0,0,0,0,0.0791088412988687,0,0,0,0,0,0,0,0,0,0.00389324196452026,0.0821639340330644,0,0,0,0,0.0150605610892289,0,0,0,0.0417554554961766,0,0,0.0445875606890423,0,0,0,0,0,0,0.140810590595619,0.102129127092356,0,0,0,0,0,-0.00243898723571572,0,0,0,0,0,0,0
X000651.SZ,0.0382118178318654,0,0,0.0629731734425232,0,0.076050646019173,0,0,0,0,0,0.0621828891928864,0.040241623041438,0,0,0.0867542476133522,0,0,0.0478464826808492,0,0,0,0,0,0.05182467775271,0,-3.46944695195361e-18,0,0,0,0,0,0.00453213153450529,0,0,0,0,0,0,0,0,0,0,0,0.0716010257864175,0,0,0,0,0,0,-0.00445907851917446,0.00217400068285301,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0124361259123452,0,0,0,0,0,0,0,0,0,0.0602261497978746,0,0,0.0547787843131959,0,0,0.113463872840051,0,0.133466596740787,0,0.000972175749363533,0.0842428989439967,0,0,0,0.0100892247961164,0,0,0,0,0,0,0,0,0,0.166787178148724,0,0,0,-0.0183673733923071,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.106064586044232,0,0,0,0.142291176447289,0,0,0,0.123606029906239,0,0,0,0,0.0427650106157921,0.0137655032115502,0,0,0,0,0.14512117390514,0,0,0,0,0,0,0,0,0.100061630218571,0.0499561115166945,0,0,0,0,0,0.0626208146555227,0,0,0,0.13594773057493,0,0,-0.00662525244270793,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576153146912753,0,0,0,0,0,0,0,0.0594453996765161,0,0,0,0.116880922450675,0.0065859361383664,0,0,0,0,0,0.0079939331157505,0,0,0,0.16927720839852,0,0,0,0,0,0.113534387530192,0,0,0,0,0.124401798460553,0,0,-0.0113661376404482,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0784418211938704,0.0463708316991781,0,0,0,0.0924924897919936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290997030227709,0,0,0.00120273346381897,0,0.0634129360386231,0,-0.0016758889913436,-0.0038946902103857,0,0,0,0,0,0
X002304.SZ,0.0233572501363319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063080560648054,0,0,0,0,0,0,0,0,0.0676640087833048,0,0,0,0,0,0,0,0,0,0.00075833074475785,0,0,0,0,0,0,0,0,0,0,0.396047019976841,0.0259213002933646,0.000797317694697141,0,0,0,0,-0.00621182772070607,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.04229107614265,0,0,0,0,0,0,0,0,0,0,0.0348462707875186,0,0,0,0,0,0,0,0.0395808592767097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102503777055884,0.0447985133998291,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123032607701975,0.0412697964106053,0.106549294544799,0.0722473978131337,0,0,0,0,0.138883711446339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121272170748187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013628312846323,0,0,0,0,0,0
X600276.SH,0.0328286921061557,0,0,0.174191916719647,0,0,0,0,0,0,0,0,0,0.0119969812022855,0.0340624122584146,0,0,0,0,0,0.252233514664001,0,0,0,0,0,0,0,0.0956980570232383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692838802558022,0,0,0.0261379634334707,0,0,0,0,-0.00875667569441371,0.00837122074705085,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215131311404529,0.0575898084781994,0,0,0,0,0,0.0759256092289936,0,0,0,0.0269762970461522,0.09687557263831,0.00491025415326699,0,0,0,0,0.0298290694761462,0,0.152140183748718,0,0,0.0125810626627001,0,0,0.00544848406784663,0,0,0,0,0,0,0
X600271.SH,0,0,0,0.26770302335516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173845336858736,0,0,0,0,0.0502472166784815,0,0,0.0136379977010898,0,0,0,0,0,0,0,0,0,0,0.0794562677866524,0,0,0,0,0,0,-0.00223153687799491,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285019475604842,0,0,0,0,0,0,0,0,0.0670698685854986,0,0,0,0,0.117045972710607,0,0.0513351837477993,0,0,0,0,0.191731897241931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388140637245076,0,0,0,0,0,0
