,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X003816.SZ,X002129.SZ,X300014.SZ,X002371.SZ,X000338.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X600703.SH,X000596.SZ,X300142.SZ,X002179.SZ,X000625.SZ,X601877.SH,X600089.SH,X000100.SZ,X000661.SZ,X000157.SZ,X600741.SH,X600460.SH,X000733.SZ,X002180.SZ,X600884.SH,X600522.SH,X002074.SZ,X600702.SH,X000799.SZ,X002236.SZ,X600584.SH,X002414.SZ,X000977.SZ,X000800.SZ,X600779.SH,X600183.SH,X002008.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.198493437865225,0,0,0,0.205285513525363,0,0.113819575368525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117992144497438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965117001875685,0,0.0362308625717419,0,0,0,0,0,-0.0277698451665622,0,0,0,-0.0327360476360266,0,0
X000858.SZ,0,0,0,0,0.196909174010614,0.1679064412946,0,0.0547438245545146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395616118764045,0,0.0213321911877436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795737947784776,0.0841879414086949,0,0,0,0,0,0,0,0,0,0,0,-0.0104718832174467,0.0117649911565972,0,0,0,0,0,0
X002415.SZ,0,0,0,0.144330075705392,0,0,0,0.020497064668138,0.0891527378589015,0,0,0,0,0,0,0,0.107963898491205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918045160275754,0,0,0,0,0,0,0,0,0.266818541630042,0,0,0,0,0,0.03606394604103,0,0.00754821264740759,0,0,0,-0.00633655537647949,0,0
X600809.SH,0,0,0,0,0.522262914806226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827091179973428,0,0,0.0925354721106684,0,0,0,0,-0.120859874144191,0,0,0,0,0,0.0643882919741653,0,0,0,0,0.240037293799102,0,0,0,0,0,0,0,0,0,0,0,0.0389153020846672,-0.0181997956161533,0,0,0,0,0,0
X000568.SZ,0.174447148707921,0.238787846347124,0,0.0670596804678257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584660351403561,0,0,0,0,0,0.163595546878736,0,0,0,0,0,0,0,0,0,0,0,0.0901725795144995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468472917735466,0,0,0,0,0,0
X600690.SH,0.111166858998959,0.0543161259801373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130814687732194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547827114766691,0,0,0,0,0,0,0.238904014940096,0,0,0,-0.0144356499394981,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.211147040522697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221327509416432,0,0,0,0,0,0,0,0,0.073582389720216,0,0,0,0,0,0,0,0,0,0.117880427939741,0,0,-0.0596164869424537,0.0669883657736096,0,0,0,0,0,0,0.00438444655468775,-0.0250118473863552,0,0,0,-0.024338015002794,0,0
X002304.SZ,0,0,0,0,0.122427823378142,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.029969775513693,0,0,0.0780161887571246,0,0.25342138270252,0,0,0,0,0,0,0,0,0.085292965241296,0,0,0,0,0,0,0,0,0,0,0,0,0.127306171081646,0.104517608934501,0,0,0,0,-0.00154596437419017,0,0,0,0,0.0173223895852252,0,0
X002475.SZ,0,0,0,0,0.126797423419862,0,0,0,0,0,0,0,0,0,-0.135995315284879,0,0,0.226692163178567,0,0.413326123292905,0,0,0,0,0,0,0,0,0,0,-0.0423014755792414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00523127393992476,-0.0296406838206635,0,0,0,0,0,0
X600104.SH,0.00203025719795784,0,0,0,0,0,0,0.121888001275148,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0103333594936719,0,0,0.0440031734796821,0,0,0,0,0.154222461826982,0,0,0,0,0.139185244624594,0,0,0.0180425843717634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879787334649581,0,0,0.00815758255920095,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.074332451769104,0,0,0,0,0.128213344779118,0.0719462038379582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223142571547022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906254125411408,0,0,0,0,0,0,-0.0240112101295408,0,0,0,-0.012376602333997,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205335593086287,0,0,0,0,0,0.0190405990655345,0,0.17733201935058,0,0,0.0563999870662697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064317983891668,0,0,0,0,0,0,0,0,0,0,0,0,0.022291350311603,0,0
X600031.SH,0,0,0,0,0,0.0446332841285756,0,0,0,0,0,0,0,0.208128826535665,0,0,0,0.0229236385522598,0.288582014037333,0.0897916385423651,0,-6.93889390390723e-18,0,0,0,-0.124645115438266,0,0,0,0,0.0634358047231844,0.0997193671252941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717079440931261,-0.0270397468778578,0,0,0,0,0,0
