,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600703.SH,X600183.SH,X002241.SZ,X002236.SZ,X002007.SZ,X000100.SZ,X000157.SZ,X601877.SH,X300003.SZ,X002179.SZ,X002463.SZ,X300124.SZ,X300142.SZ,X600271.SH,X002008.SZ,X000066.SZ,X000625.SZ,X002129.SZ,X600867.SH,X002506.SZ,X600498.SH,X600177.SH,X300136.SZ,X000977.SZ,X002456.SZ,X002049.SZ,X600066.SH,X002371.SZ,X002180.SZ,X600487.SH,X300014.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.259464715183789,0,0,0.026763131305605,0,0,0,0,0,0,0.161607162949838,0,0,0,0,0,0,0,0,0,0.0103181585281103,0,0,0,0,0,0,0,0,0,0,0,0.0248578716208947,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00788873344248325,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.106219240494796,0,0,0.351990535493989,0,0,0,0,0.0233790232218944,0,0.0675345411477045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270023704606955,0,0,0,0,0,0.00262964537528665,0.0446399979152617,0,0,0.0108807271894948,0,0,0,0,0,-0.00374094316246171,0,0,0,0,0,0
X600276.SH,0.0252077701677326,0,0,0,0,0,0,0.0501069503988332,0.0592867772697599,0,0,0.203353143999296,0,0,0,0.0620861112354037,0,0,0.102166821671394,0,0,0,0,0,0,0,0,0.0189076447653789,0,-0.0088595035516931,0,0,0,0,-0.0020481936614471,0,0,0.0401690186493978,0,0,0,0,0,0.0111103430163645,0,0,0,0,0,-0.0129078825584205,0,0,-0.0118513209727118,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204834821982134,0,0,0,-0.0463613228768168,0,0,0,0,0,0,0,0,-0.0983521523878742,0,0,0,0,0.0578901043558469,0,0.0143596547021763,0.00897548067008296,0,0,0,0,0,0,0.093391191333082,0,0,0,0,0,0,-0.00483476016737214,0,0,0,0,0.0103918269339278,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.032106320237711,0,0,-4.33680868994202e-19,0.0821522868285436,0,0,0,0,0,0,0,0,0.0449853918978945,0.195591327928448,0,0,0,0.105960851803997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568032683116057,0.00757445941569999,0,0,0.0899625791585766,0,0,0,0,0,0,0,0,-0.0104469778683963,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981880633063727,0.0956854574967014,0,0,0,0,-0.0282500309711658,0,0,0,0,0,0,0,0,0,0,0,0,0.0438021093992661,0,0.182040714840661,0,0,0,0,0,0,0,0,0.0159868379268586,0,0,0,0,0,0,-0.00448613277149295,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336575035677246,0,0,0,0.148552831335568,0,0
X002304.SZ,0,0,0.105319563773034,0,0,0,0.106686702927859,0,0,0,0,0.218283550934563,0,0,0,0,0,0,0.0385338233946238,0,0,0.046461980690847,0,0,0,0,0,0,0,0,0,0,0,0.123168216582348,-0.00895841656247345,0,0,0.0296671046318811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141529452841258,0,0,0,-0.0278482026866733,0,0
X002475.SZ,0,0.167188895349386,0,0,0,0,0,0,0,0,0.0172895197737003,0,0,0,0,0.0916680369181946,0,0,0,0,0.0214702764073552,0,0.0737596768755002,0,0,0,0,0,0,0,0,0,0,0.0792182151949281,0,0,0,0,0,0,0,0.0238184151579146,0,0.130813094524715,0.0802932042865916,0,0,0,0,0,0,0.016451736712392,0,0,0,0,0.0130443284219125,0,0
X000063.SZ,0,0,0,0,0.265696023682646,0,0,0,0,0,0,0,0,0,0,0,0.126253963627857,0,0,0.180852043685144,0,0.0429685141333807,0,0,0,0,0,0,0,0,0,0,0.0970219443285077,0,0,0,-0.018284892330054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852730620246515,0,0,0,0,0.0164000193123831,0,0
