,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X002241.SZ,X600690.SH,X600703.SH,X300142.SZ,X002007.SZ,X300014.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X300003.SZ,X600741.SH,X600584.SH,X002129.SZ,X000157.SZ,X000800.SZ,X600183.SH,X002414.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X000066.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X002185.SZ,X002008.SZ,X002463.SZ,X600118.SH,X601799.SH,X002180.SZ,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.125218396449944,0,0,0,0,0,0.0854971856331167,0,0,0,0.0117402264062232,0,0,0,0,0.0301469156624863,0,0,0.0803865877909461,0,0,0.0352422155983166,0,0,0,0.0309770303332251,0,0,0.0375721167420125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.000360380253063571,0,0,0,0,0,0
X000858.SZ,0.0489850757097765,0,0,0.026862295985519,0,0,0,0.109669855481798,0,0,0,0.160601214298972,0,0,0.263441193736761,0,0.0427050533768992,0,0.00339760860455401,0.0656748817845262,0,0,0.104761098001893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217143726654253,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0438583338067926,0,0,0,0,0.0619300575247922,0,0,0,0,0,0,0,0,0,0,0.129416991933133,0.0209289704445671,0,0,0.141559892017598,0,0,0.0616542571486366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184616435845758,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288506779355639,0,0,0,0,0,0.0737254164719304,0,0,0,0.0556642957538932,0,0,0.0469876124333012,0.00967720413711637,0,0,0,0,0,0,0,0,0,0.0803178709263579,0,0,0.0143407150863932,0,0,0,0,0,0.0578496904793624,0,0,-0.0336382712037135,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0891035571899445,0,0,0,0,0.0249636076688339,0.111820572005031,0.0650583274405762,0.0151573237345763,0,0,0.0100992486654064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0493000659741665,0,0,0,0,0,0,0.0149044166035702,-0.0171239095118021,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.155061026586272,0,0,0,0,0,0,0.0535833060704902,0,0,0,0,0,0,0,0,0,0.0791771037919305,0,0,0,0,0,0,0,0,0.192657444074294,0,0,0,0.0431734581706525,0.00503094985182111,0,0,0,0,0,0,0,0,0,0,0,-0.014805407020039,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0727371377582429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788317158347411,0,0,0.150575932390322,0,0,0.088520630407875,0.00877297740289923,0.0365792699892163,0,0,0.0448848233434802,0.0413992434435083,0,0,0,0,0,-0.0218774379659069,-0.0112560648423476,0,0,0,0,0,0,0
X002304.SZ,0,0.222898969296071,0,0,0,0,0,0,0,0,0,0.438674875676477,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0713666826551183,0.0448150172804776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228290094597052,0,0,0,0,0,0,0,0,-0.0081904281142502,0,0,0,0,0,0,0
X000661.SZ,0,0,0.0908518486518711,0.111470071336469,0,0,0,0,0,0,0,0,-0.0611773889016417,0,0.105516361745173,0,0,0,0,0,0.108702633144564,0,0,0,0,0,0,0.147038405902128,0,0,0,0,0,0,0,0,0,0,0,0.0648082111348469,0,0,0.00472112872477549,0,0,0,0,0.0474807778080363,-0.0805511385169795,0.0446638872914623,0,0.016665481424593,-0.0307978837016957,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0639221393788689,0,0,0,0,0.148563756659803,0.0218686140627463,0,0,0.0320132972928112,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.147943356638767,0,0,0,0,0,0,0,0,0.104873927042397,0,0,0,0.204873110300457,0,0,0.0187001589932396,-0.00947522488583994,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.138326872227306,0,0,0,0,0,0,0,0,0,0,0.266626543399055,0,0,0,0,0,0,0,0,0,0,0.183008563626153,0.00329635416996891,0,-0.0741419995732646,0,0,0,0,0,0,0,0,0,0,0,0.0550669937720342,0,0,0,0,0,0,0,0,0,-0.00327607870775863,-0.0244861337060781,0,0,0,0,0,0
X000568.SZ,0,0.610073326957195,0,0,0,0,0,0,0,0,0,0,0,0,0.156215236771805,0,0,0,0,0,0,0,0,0.0267775276910114,0,0,0.0256803886756071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215551179713422,0,0,-0.0616105654754591,0,0,0,0,0.00955695349481821,0,0.0107456164208207,-0.00784601228112196,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0701234856554431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231048421712305,0.0148977073544131,0,0.0564877187608368,0,0,0,0,0,0,0.0700398149098626,0,0,0,0,0,0,0,0,0,0,0,0,0.117124201204173,0,0,0.0123762011548922,-0.000840478459389968,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00473753182469312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531627213577122,0,0,0,0.0152137603563198,0,0,0.089714212034183,0,0,0,0.105588834793568,0.000593256189016429,0,0,0,0,0,0,0,0,0,0,0.0083126197165723,-0.00906918086407257,0,0,0,0,0,0
