,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X000338.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X600867.SH,X002456.SZ,X600809.SH,X000625.SZ,X600271.SH,X600487.SH,X600066.SH,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X300142.SZ,X000596.SZ,X000661.SZ,X300136.SZ,X002180.SZ,X000050.SZ,X002007.SZ,X002508.SZ,X600522.SH,X000157.SZ,X002038.SZ,X600498.SH,X000977.SZ,X002179.SZ,X002049.SZ,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.277197593620758,0,0,0.0289852118973564,0,0,0,0.0584582267041754,0,0,0,0,0,0,0,0,0,0,0,0,0.0361636566477942,0,0,0.0883165529400709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844803110165723,0,0,0,0,0,0,0,0.0109482283202096,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0921988783059798,0,0,0,0,0,0.078913664814755,0,0,0,0,0.123551349826641,0,0.0419054971401395,0,0,0,0,0,0.00895153375980355,0.155882095423457,0,0,0,0,0,0,0,0,0,0.0957174801407964,-0.127360361016204,0,0,0,0,0,-0.0859658151049267,-0.0657199358443013,0,0,0,0,0,0,-0.036700651407766,-0.0616427658149338,0,0,0,0,0,0
X002415.SZ,0.0989563698304958,0,0,0,0.0197774429949802,0,0,0,0,0,0,0,0,0,0.200620724578023,0,0,0,0,0,0,0,0,0,0,0,0.174662636804888,0,0,0,0.0830695604188,0,0.0970698521995866,0.0797945101921774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085302306676134,0,0,0,0,0,0
X000858.SZ,0.259300416933136,0,0,0,0.117553250594488,0,0,0,0,0.0314991458523054,0.418575303222553,0.0167244164220695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032946657103587,0,0,0,0,0,0.000220612243401616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849160646037537,-0.00583766629324158,0,0,0,0,0,0
X000651.SZ,0,0,0,0.181507529866637,0,0,0,0,0,0.581618060182988,0,0.083025002458688,0,0,0.0803839763044113,0,0,0,0,0,0,0.00824646287146479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924230079345382,0,5.42101086242752e-20,0,0,0,0,-0.131584380409553,0,0,0,0,0,0.0392990532300507,0.0743937314099322,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0820570400547375,0,0,0,0.0908766633256779,0,0,0,0.0493963775956811,0.190985504368518,0,0,0,0,0,0,0,0,0,-0.0822084839386401,0,0,0,0,0,0,0,0,0,0.0463091414658435,0,0,0,0,0,0.146303549131912,0,0,0,0,0,0.0526888600592474,0,0,0,-0.0101938087866672,0,0,0,0,0,0,0
X002304.SZ,0,0.0020183243716874,0.165865951092213,0,0,0,0,0,0,0,0,0,0.0232275605418123,0,-6.93889390390723e-18,0,0,0,0,0,0.00547736033788432,0,0,0.189369586796547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475996684870821,0,0,0,0,0,0,0,0,0,0,0.0126347341192425,-0.0281976490388441,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0843682526179139,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0860856012369829,0,0,0,0,0,0,0,0,0,0,0,0.0778900930419414,0.0262528679811816,0,0,0,0,0.0937825364742037,0,0,0,0.0943126213334155,-0.0633892585460707,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131321394160352,0.0301159295461852,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0480459289932914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620359539640173,0,0,0,0.0641737774245076,0,0,0,0,0,0.0237027263218504,0.0217428466421082,0.169541022516198,0,0,0,0,0,0.0147139287564492,0,0,0.0406637804954595,0,0,0,0.0326476251185635,-0.0042647119697274,0,0,0,0,0,0
X600690.SH,0,0,0,0.438709666953448,0.0235177520967049,0,0.0945334701658232,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711670010208646,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0101594587754215,0,0,0,0,0,0
