,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600271.SH,X600703.SH,X000100.SZ,X002236.SZ,X000625.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X600809.SH,X600487.SH,X000661.SZ,X600498.SH,X000596.SZ,X002007.SZ,X002456.SZ,X000157.SZ,X002179.SZ,X300142.SZ,X600566.SH,X300146.SZ,X600177.SH,X600089.SH,X600522.SH,X600066.SH,X002180.SZ,X600867.SH,X002506.SZ,X600372.SH,X002241.SZ,X002129.SZ,X000977.SZ,X000050.SZ,X300136.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.038421080413487,0.194682642846098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023384964642085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515418501465321,0,0,0,0,0,0,0,0,0,0,0,0,0.0556838038982799,0,0,-0.0230186217669786,0.0116244658526951,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.125960645344203,0,0,0,0.0452447884343019,0,0,0,0,0,0,0,0,0,0,0.0763796583286089,0,0,0,0,0.00498345181371284,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.273828238292311,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0297892015452958,0,0,0,0,0,0.0107814321926404,-0.0548973858171852,0,0,0,-0.00440751168087588,0,0
X002415.SZ,0,0,0,0,0,0,0.0230124364217223,0,0.102076074756577,-0.0526394442775952,0,0,0,0.250648960494384,0,0,0,0,0,0.511916392302816,0,0.00882339120946179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703008864646906,0,-0.0187597098934789,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0274465597760387,0,0,0,0,0,0.146097426806223,0,0,0,0,0,0,0,0,0,0.0382688446085811,0.0501308597176964,0.0215104327401371,0.0203269165898941,0,0,0,0.0123956603749265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00642439987586534,0.00182825466367092,0,0,0,0,0,0
X000858.SZ,0,0,0.0872594263763494,0,0,0.00246836696238515,0.114828331436647,0,0,0,0,0,0,0.267043447896022,0,0,0,0,0,0.0214387037338846,0,0.0011880237763071,0,0,0.0310884198502547,0,0.0774303906639097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671788560339279,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0338910392624089,0,0,0,0,0,0,0,0.104599171202341,0,0,0,0,0,0,0,0,0.0278173023760235,0,0,0,0.336421501989814,0,0,0.241244500659054,0,0,0,0,0,0,0,0,0,0.0919408131853124,0.0310559365980354,0,0,0.0555208874591077,0,0,0.0333285228751526,0,0,0,-0.202115632570828,0,0,0,0,0,0.00725254252989068,0.0517741744873134,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120148771804074,0,0,0,-0.0785025187254831,0,0,0,0.17217640577317,0,0,0,0,0,0,0.356122039387216,0,0,0,0,0,0,0.0931813477462748,0,0,0,0,0,0,0,0,0,-0.110572732823572,0,0,0,0.126969128940926,0,-0.022914637978249,0,0,0,0,-0.0610387845817697,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0559571191412874,0,0,0,0,-0.0455200876530032,0,0,0.0235855784049553,0.221529857865671,0.100441679566918,0,0,0,0,0,0,0,0,0,0,0.0069496451392587,0,0,0,0.0608644501253548,-0.0289277278437776,0,0,0,0,0,0,0,0,0.021526436646548,0,0,0.214700121762363,0,0,0,0.0019761719947215,0.0127495968663787,0,0,0,0,0,0
X600690.SH,0,0.0286013282868542,0,0,0,0.0968932233168118,0.0695813248398049,0,0,0,0,0,0,0,0,0,0,0,0,0.00405765463880216,0,0,0,0,0,0,0,0,0,0,0,0.079495476625063,0.0440544805226768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103868151505637,0,0,0.255518318770717,0,0.00896984005498895,-0.0317664897155008,0,0,0,0.00196002262949359,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583281968273216,0,0,0,0,0,0,0,0,0.259712761097155,0,0.224892356703968,0,0,0,0,0,0,0,0,0,0,0.0783140846181786,0,0,0,0,0,0,0,0,0,0.0487479753586229,0,0,0.00941007855929301,-0.0133907237377729,0,0,0,0.111555485957299,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459636659760819,0.0513380370736859,0,0,0,0.102529295638906,0,0.00106948282467918,0,0,0,0,0,0,0,0.115088483129807,0,0.0663403659216541,0,0,0.0717015133053378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687255856242952,0,0.00102903176189614,0.00615450381144123,0,0,0,0,0,0
X000338.SZ,0,0,0.0429440537283284,0,0,0,0.0356253349174721,0,0,0,0,0,0,0,0,0,0,0,0,0.0959812276462385,0,0.0365495089203561,0,0,0,0,0,0,0,0.0141563539170859,0.0236497061813272,0.0715249663669343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206050342075725,0,8.67361737988404e-19,0,0.0053868951333415,0.00734294068341892,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098083383383553,-0.137096704342383,0,0,0,0,0,0.0765231182047772,0,0,0,0.0286467577306172,0,0,0.0691006539591777,0,0,0,0.166017968742503,0,0.229000082256544,0,0,0,0,0,0.0265268344064174,0,0,0,0,0,0,0.197915563287452,0,0,-0.0146461313748713,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.306830336106785,0,0.0512696309463082,0,0,0,0,0,0,0,0,0.0181306342125525,0,0,0.0191798484997867,0,0,0,0,0,0.197952554819529,0,0,0,0,0,0,0,0,0,0,0.174384521852963,0,0,0,0,0,0.0771990750587218,0,0,0,0,0,0.00331041065473586,0,0,0,0.0110320209714277,0.0115224312152428,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.201607869073205,0,0,0,0,0,0,0,0,0,0,-0.0465313333103844,0.127611251838618,0,0,0,0,0,0,0,0.0870926429444635,0,0,-0.0135820745267296,0,0,0,0,0,0,0,0.0196984448470897,0,0,0,0,0,0,0.0522378924370234,0,0,0,0.0281993238389731,0,0,0,0.0127964814109477,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0388702400832748,0,0,0,0.0160174304405317,0,0,0,0,0,0.00871436889015247,0,0.0549387606871186,0.0930098841474049,0,0,0,0,0,0,0.0213961982410543,0,0,0,0,0.020165707348918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202030100435498,0,0,0.0074398708170597,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0.0197713242584003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100998901828294,0.0623434319611491,0,0,0,0,0,0,0,0,0.219118466420351,0,0,0,0,0.120715317525654,0,0.114763535999918,0,0,0,0,0,0.348373253666932,0.0286651714753244,0,0,0,0,-0.062385205920694,0.0248310731459632,0,0,0.0242490816137355,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.207010385470022,0,0,0,0,0,0,0,0,0,0,0.46801965999838,-0.19980188586122,0,0,0.267134211300906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127282198946932,0,0,0,0,0,0,0.154169284327757,0.247189210186162,0,0,0,0,0.011034774270348,0.104747511865637,0,0,0,-0.116596210862169,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129584835556994,0.0970813856692888,0,0,0,0,0,0,0,0,0.128984432033927,0,0,0,0,0,0,0,0,0,0,0,0,0.210220642661925,0,0,0,0,0,0,0,0,-0.00346885930903044,0,0,0,0,0,0
X002236.SZ,0,0,0.641563134254758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182236194363603,0,0,0.126388012307247,0,0,0,0.0206600911540304,0,0,0,0,0,0,0,0,0,0,0,0,0.116565751200245,0,0,0,0,-0.00520916397479474,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148122172000245,0.192756011715643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953797821009519,0,0,0.097240779422987,0.0154786367472755,0.0143718317725359,0,0.0539541361822554,0,0,0,-0.0166749331836615,0.0177747608770974,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.146733082071546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158517982404667,0,0,0,0,0,0.265049235491396,0,0,0,0,0.632362587481914,0,0,0,0,0,0,0.147971041321067,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0381161873759392,0,0,0,0.0234369728226119,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135994884269604,0,0,0,0,0.0718306045500532,0,0,0,0,0.0698565989449965,0,0,0,0,0,0.264265456000371,0,0,0,0.169560345509753,0.0768034858624619,0,0,0,0,0,0.0141257337472389,0,0,0,0,0,0,0.168842195472207,0,0.0109787867213667,0.00587555958309855,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.140817781494119,0,0,0,0.107141044874341,0,0,0,0,0,0,0.0911264781132942,0,0,0,0,0.0240603569306743,0,0,0,0,0,0,0.360648768541544,0,0,0,0,0.203195053092146,0,0,0,0,0,0,0,0,0,0,0,-0.0172637526662837,0,0.177142873887316,0,0,0,-0.0308836010792591,0.0675914230118241,0,0,0,0.0575764601198476,0,0
X600809.SH,0,0,0.0490501223734474,0,0.255684611654012,0,0,0,0.0427060360891073,0.0285563443620844,0,0,0,0.169030404236346,0,0,0.00930857870739092,0.0127147699661845,0,0,0.00803403670766905,0,0,0,0,0,0,0,0.010024138243608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778606351226747,0,0,0.00834347367268505,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0.297561478533265,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.261042108924916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180409201413849,0,0,0,0,0,0,0.059437889165569,0,0,-0.0107647708287995,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.318142462353499,0,0,0,0,0,0,0.0853773617668625,0,0,0,0,0,0,0,0,0,0.285761465585715,0,0,0,0,0,0,0.0310057252481138,0,0,0,0,0,0.0712527767462865,0,0,0,0,0,0,0,0,0,0,0,0,0.0209320781288578,0,0,-0.00373401063625105,0,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0,0.318194145082427,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.0475125206330451,0,0,0,0.178192889040686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486847968533649,0,0,0,0,0,0,0.0547063336111772,0,0,-0.0219200468024524,0,0,0,0,0,0,0
X000596.SZ,0.0587499241202066,0,0,0,0,0,0,0,0,0.0241553097235578,0,0,0,0.121597384185472,0.010486329653442,0,0,0,0,0,0,0,0,0.0701304038096549,0.377676498262713,0,0,0,0,0,0.0251880674576313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00873121193255555,0,0,0.0641486442803745,0,0,0,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0.0972944912391007,0,0,0,0,0,0.28284892487625,0,0,0,0,0,0.235626091953606,0,0,0,0,0,0,0,0,-0.0183043772628165,0,0,0.0969498630719854,0.369491485795823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125379944739462,-0.0108991949545114,0,0,0,-0.0235586455475025,0,0
X002456.SZ,0,0,0,0,0,-0.0130934791195726,0,0,0,0,0,0,0,0,0,0,0.172879360077964,0.226953145403636,0,-6.93889390390723e-18,0.15687568447369,0,0.472492308641528,0.043687781746179,0,0,-0.0207894335649336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00435966055378445,0.00501482337620638,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.0441356693882822,0,0,0.00441348028988865,0,0,0,0,0,0,0,0,0,0,0.112442357277521,0.100185891843147,0,0,0,0,0,0,0.00283547150327646,0,0,0,0,0.00226245365405316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10081814301946,0,0.00852525360186046,0.00495084552945483,0,0,0,0.0236693699223163,0,0
X002179.SZ,0,0,0.218606695654718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010697751864238,0,0.192169850969421,0.152731715915439,0,0,0,0.0560233898497912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110794317003828,0.0745610967572788,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547817791601099,0,0,0,0,0.0187873679923031,0,0,0,0,0,0,0,0,0,0,0,0,0.160028077483834,0,0,0,0,0,0,0.0838612896975945,0,0,0,0,0,0,0,0,0,0.0124573861262707,0,0,0,0,0.051658531428768,0,0
X600566.SH,0,0.077728037713443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113499363850376,0,0,0,0.0422604956423484,0,0,0,0,0,0,0,0.710089595207453,0,0,0,0,0,0,0,0,0,0,0,0.192889165989453,0,0,0,-0.215159597559071,0.0660873735674442,0,0,0,0,0.0028791984412608,-0.0633813001383192,0,0,0,0.0395688706846278,0,0
X300146.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.149861154817898,0.412485199308671,0,0,0,0,-0.0275464816924256,0,0,0,0,0,0,0,0.329992778640647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303395464357291,0.155995466393447,0,0,0,0.122239434495167,0,0,0,0,0,-0.0163704861423032,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101089020062218,0,0.0659766849098999,0.0104487985327442,0.0176569562956313,0,0,0,0,0.0200954757036747,0.0658114273351367,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030902420892092,0,0,-0.0109555184556887,0.0120203208767252,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.0387672383742927,0,0,0,0,0,0,0,0,0,0.0462462028966438,0,0.0729155749795626,0,0,0,0.113837342594809,0,0.0525414267263822,0,0,0,0,0,0,0.0459136367267657,0,0,0,0,0,0,0,0,0,0,0,0.0517983214855642,0.0787893948903664,0,0.0757035067222475,0,0,0,-0.00519660925476685,-0.00170771788922506,0,0,0,-0.0227806568028524,0,0
X600522.SH,0,0,0,0,0,0.0466933214152476,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.10869548271113,0.00524970400982382,0,0,0,0,0,0,0,0.151209491921386,0,0.29498194125264,0,0,0,0,0,0.0564085356397229,0,0,0,0,0,0,0,0.0887852899352248,0,0,0,0,0,0.0284867522547099,0,0,0,-0.00942263700099031,-0.00940679067918242,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106258205203962,0,0.172752507047883,0.109401354986272,0,0.0397110521259978,0,0,0,0,0,0,0,0.00985044071050202,0.0195454857407102,0,0,0.050128287422337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015351526384935,0,0,0,-0.0108416364309456,0.0681307975063524,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0.0455008085070752,0,0,0,0,0,0,0.015340918997481,0.0145670177618755,0,0,0,0,0,0,-0.0461277063370914,0,0,0,0,0,0,0,0,0,0,0.177342571100083,0,0,0,0,0,0.0654087087194053,0,0,0,0,0.129307168796389,0.139477653846345,0.0641398902347527,0,0,-0.00822962297767687,0,0,0,0,0.00845105321047286,0,0
X600867.SH,0.143572541737131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059822956019153,0,0,0,0,0,0,0,0.218425777070955,0,0.0687334685642786,0,0,0,0,0,0,0,0,0,0.647833694108084,0.0820383256102498,0,0,0,0,0,0,0,0,0,0,0,0.217452886059804,0,0,0,0,-0.0593282065378485,0,0.0729503418589202,0,-0.151915807518267,0,0
X002506.SZ,0,0,0,0,0,-0.00874826043697342,0,0.0388183153519261,0,0,0,0,0,0,0,0,0,0,0,0.142326124603657,0,0,0,0,-0.00967369376535003,0,0,0,0,-0.0710709802829796,0,0,0,0,0,0,0,0,0,0,0,-0.00904219116035174,0,0,0,0,0,0,0,0,0,-0.0224761576313555,0,0,0,0,0.0172081275129807,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127131211446771,0,0.103636637751071,0,0,0,0,0,0,0,0,0,0,0,0.0893629358092553,0,0,0,0,0,0,0,0,0,0,0,0.235105514322406,0,0.0346644232042984,0,0,0,0,0.0311062228622963,0.00653706725020872,0,0,0,0.0263738823137706,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872198266746139,0,0.245253859426426,0,0.0109196659413787,0,0,0,0,0,0.0984399171068192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776618592135539,0,0,0,0.0317149130789607,0.00217283531784326,0.0208409130998283,0,8.67361737988404e-19,4.33680868994202e-19,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314999766386453,0.0563185445324417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461994270794399,0,0,0,0,0,0,0,0,0,0,0.0453140446132067,0,0.0582792762102805,0,0,0.00948655917789522,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138065706491682,0.180024665144703,0.0209907961073629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623407291475413,0,0,0,0,0,0,0,0,0,0.130591936487617,0,0.0367992724465825,0,0,0.176352370386359,0.125045744388611,0,0.00862878873315837,-0.00869482090273387,0,0,0,0.0662021559472964,0,0
X000050.SZ,0,0,0,0,0,0,0,0.313893998344454,0,0,0,0,0,0,0,0,0,0.0170945924080276,0,0,0,0,0,0.240116791056188,0,0,0,0,0,0.0542015400145492,0,0,0,0,0,0,0,0,0,0,0.108452777614286,0.20208990751736,0,0,0,0,0,0,0.022191037298231,0.0265155190216354,0,0,0,0,0,0,-0.00858178940443402,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.290621038772218,0,0,0,0,0,0,0.246311306283144,0,0,0,0,0,0,0,0.198742251933608,0,0,0.216224641578718,0,0,0,0,0,0,0,0,0,0,0.0765723193990709,0,0,0,0,0,0,0,0,0,0.0600245640932861,-0.106040976787377,0,0,0,0,0,0
X002508.SZ,0.201236049851964,0,0,0,0,0.0181826400408926,0,0,0,0.0680614086054034,0,0,0,0,0,0,0.0272937715972251,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.17793287814639,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.124560899552124,0.122443075658483,0.00348658134909927,0,0,0,0,0.0589560646454012,0,0,0,0.0183400170730582,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09283099315223,0,0,0,0,0.128144476837167,0.00967645839903097,0,-0.00789619615103384,0,0,0.0854670188961324,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614291168440296,0,0,0.0329823048439712,-0.16193202033957,0,0,0,0,0,0
Slope,-0.922405483947689,0.839421807498297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.433152271308627,0.20094436348577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658947584942586,0,0,0,0,0,0,0.0932790196254244,0,0,0,0,0,0,0.574395965983774,0,1.02360253248058,0,0.920481958193901,0,0,0,-2.02100360919356,-4.29268487876261,0
TED,0,0,0.313010866130001,0,0,0,0,0.0443124494431441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.102033732861668,0,0,0,0.0470404061907139,0,0,0,0,0,0,0,0,0,0,0.23386290466934,0,0,0,0,0,0,-0.636285975222044,0,0,0.477939243649708,0,0,0,0,0.266898572248259,0,0
RealEstate_excess,0,0,0,0,0,0,0,0,0,0,0,0,0.0537659497586724,0,0,0,0.0474284795818596,0,0,-0.209629146820856,0.0222960526234136,0,0,0,0,0,0,0,0,-0.0165532299900913,0.0272666593699362,0,0,0.0404238119764103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663076315693127,0,0.010736313620198,0.00853803153013341,0,0.106727986350828,0,0.0489545240835594,0,0
MKreturn,0,0,0,0,0,0.0286314252503898,0,0,0,0,0,0,0.111024734780695,-0.0189251490447032,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457218638728338,0,-0.0662050627306541,0,0,0,0,0,0,0,0,0,0,0,0,0.0535535424892871,0,0,0,-0.00331920321094689,0,0,0.00186338764550194,0,0,-0.000112789348986416,0.0300601098356128,0,0,0,0.114332200340938,0,0
MKvol,0,0,0,0,0,-0.00141970085328508,0,-0.00346527311680867,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141018780211644,0,0,0,0,0,0,0,0,-0.00172092939203611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109682325470225,0,-0.00275490722784344,0,0,0,0,-0.00468671540078667,0.090422046941665,0
