,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X600031.SH,X002304.SZ,X600809.SH,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X003816.SZ,X600703.SH,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002129.SZ,X000157.SZ,X002007.SZ,X601877.SH,X002049.SZ,X002236.SZ,X002179.SZ,X600584.SH,X002414.SZ,X300142.SZ,X000799.SZ,X601799.SH,X600183.SH,X002074.SZ,X300003.SZ,X002008.SZ,X000066.SZ,X600089.SH,X000800.SZ,X600779.SH,X000977.SZ,X000050.SZ,X600118.SH,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0398989421782652,0,0,0.0498295506284994,0,0,0,0,0.151820459774847,0,0,0,0,0.0940967027792762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728684357269239,0,0,0,0,0,0,0.0589535595875261,0,0,0,0,0,0,0,0.0507770473365996,0,0,0,0,0,0,0.00503270438918274,0,0,0,-0.00985241004908218,0,0
X000858.SZ,0,0,0,0,0.218498931434555,0,0,0,0.0394464038594465,0.138210699769748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986146820174,0,0,0.00984202983172598,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458093704725116,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0506118979664952,0,0,0.0192306417823947,0,0,0,0,0,0,0,0,0,0,0,0,0.0243908869428442,0,0,0,0.0277783134064009,0.0506253505039359,2.16840434497101e-19,0,0,0.00209019440559845,0.187587802550003,0.116380612338042,0,0,0,0,0.0830824552290584,0,0,0,0,0,0,0,0,0.000203700840302277,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.127114571733868,0,0,0,0,0.0481579229117072,0,0,0.0624208955131932,-0.0174868661248448,0,0,0.0384311766533182,0,0,0,0,0,0,0,0,0,0,0,0,0.0119514488879886,0,0.00799869288859753,0,0,0,0,0,0,0.0708901553352508,0,0,-0.00796355351124198,0,0,0,0,0.00181479591376875,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.23043404734063,0.397310641835556,0,0,0,0,0,0,0,0,0,0,0,-0.0153307023126997,0,-0.0278692617600815,-0.0240995304316632,0,0,0,0,0,0,0,0,0,0,0,0.102862196017929,0,0,0,0,0,-0.0143047858095074,-0.00869860893397024,0,0.0903812496052137,0,0,0,0,0,0.00490879237941444,-0.020192390611093,0,0,0,-0.0044273826340357,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0720156685631743,0,0,0,0,0.139798960271296,0,0,0,0,0,0,0.00520217635689667,0,0.37611329705079,0,0,0,0,0,0,0,0,-0.0277835096688252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280840375378415,0,0,0,0,0.0140091880022058,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.189983474444452,0,0,-0.0392881675894683,0,0,0,0,0,0,0,0,0,0.0871984363891413,0,0,0,0.191878434834129,0,0,0,0,0,0.0721231202601955,0,0.0495333711534964,0,0,0,0.132819633433596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230702199403013,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0882932319754564,0.039260319443034,0.146636763408387,0,0,0,0,0,0,0,0,0,0.0339057677810151,0,0,0,0,0,0,0.220154831598141,0,0,0,0,0,0,0,0,0,0.0401031668990347,0,0.0931698031561037,0,0,0,0,0,0,0,0,0,0,0,-0.0213576982909393,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.24387608301955,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0343386214974305,0,0,0,0,0,0,0,0,0,0,0,0,0.146533306786865,0,0.0789160136334584,0,0,0,0,0,0.139478972990703,0,0,0,0,0,-0.03487933088176,0,0,0,0,0.0072848094047606,0,0
X600809.SH,0,0.258894719608881,0,0,0,0,0,0.068548850579779,0,0,0.160377999651464,0,0,0,0,0,0,0,0,0,0,0,0.175278843699739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637007303267238,0,0,0,0,0.0286948121948832,0,0,0,0.00818630604920418,0,0,0,0,0,-0.0172620930391263,0,0,0,0,0,0,0
X600690.SH,0,0,0.0485070494529793,0,0,0,0,0.0548575775652506,0,0.370666806322577,0,0.101861866780041,0,0,0,0.0102688413835122,0,0,0,0,0,0,0,0,0.0351110768584507,0,0,0,0,0,0,0,0.0191128196633986,0,0,-0.0581963978020014,0.0233838276512808,0,0,0,0,0,0,0,0,0.0390895569783775,0,0,0.0669651441234689,0,0,0,0.0418481437497363,0,0,0,-0.00797386921926724,0,0
