,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X300003.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X000100.SZ,X600183.SH,X002007.SZ,X300142.SZ,X000157.SZ,X300124.SZ,X000066.SZ,X300014.SZ,X000625.SZ,X002179.SZ,X600271.SH,X000977.SZ,X300136.SZ,X002008.SZ,X002463.SZ,X600177.SH,X002456.SZ,X600066.SH,X002371.SZ,X002506.SZ,X600584.SH,X002180.SZ,X600867.SH,X000050.SZ,X600487.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.310777439494885,0,0,0,0,0,0.127566645467768,0,0,0,0,0.1591605855138,0,0,0,6.93889390390723e-18,0,0.0451292101712321,0,0.00624400236371637,0,0,0,0,0,0,0,0,0,0,-0.0487535038121171,0,0,0,0,0,0,0,0,0.00516946516036373,0,0,0,0,0,0,0,0,-0.0299589035974899,0,0,0,0,0,0,-0.0232382519405092,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0685665235876234,0,0,0,0,0.515645309834975,0,0,0,0.057717467773995,0,0.0312975973628338,0.0105300935968394,0,0.0147647429208585,0,0,0,0,0,0,0,0,0.00552186119281271,0,0,0,0,0.0133355626298083,0,0,0,0,0.0204765485022335,0,0.0101362565382477,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201693872560474,0,0
X600276.SH,0,0.11101912575644,0,0,0,0,0,0.0157433579731745,0,0,0,0,0,0,0,0,0,0.264392744711541,0,0,0,0,0,0,0,0,0,0,0,0,0.00290907029172568,0,0,0,0,0,0,0.0331626909309377,0,0,0,0,0,0,0,0,0,0,0,0.0171960976519625,0,0.0132208393622285,-0.0162913042926242,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.00934978643256717,0,0.0344573875453717,0,-0.0276943980153181,0,0,0.129963495132655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140226708129323,0,0,0.123239787484476,0,0,0,0,-0.177212641021214,0,0,0,-0.0759141233836245,0,0,0,0,0,0.075259590668144,0.109914148217015,0,0,-0.0384760510603929,0,0,0,0.0328972968840703,0,0
X002415.SZ,0,0,0,0,0,0,-0.00805998790607871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506990362226581,0.0968510542553769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00590385907990709,0,0,0,0,0,0,0,0,0,0,0,0,0.0738894382537329,-0.096883772691108,0,0,0,-0.0292350995151495,0,0
X600104.SH,0,0,0,0,-0.000577150259278039,0,0,0,0,0.0376630667353582,0,0,0,0,0,0.216436125240299,0.0362630162643019,0,0.0513590512790187,0,0,0,0,0.0398639535424521,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861612691153139,0,0,0,0,0,-3.46944695195361e-18,-0.0139411609160589,0,0,0,0.0406643303049209,0,0.0055693892591314,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0959005720623049,0,0.0195076068048171,0,0,0.183628706743384,0,0,0,0,0,0,0,0,0,0,0.0911877299113676,0,0,0,0,0,-0.054249656790253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243698891497111,0,0,0.0624970532517858,0,0,0,0.0193206513950536,0,0,0,0,0,0,0
X002475.SZ,0,0.200059262160125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195697096264926,0,0,0,0,0,0,0,-0.0310224019404362,0,0.104471312904826,0,0,0,0,-0.0636961950518605,0.0422289074327538,0.352578222155979,0,0,0.0218582303073131,0,0,-0.0180722200442563,0,0,0,0,0,0,0,0,0.0291836174933984,0,0,0,0,0,0
X002304.SZ,0.165937528366685,0.0803289294889975,0.0499924568898345,0,0,0,0.128230262977466,0.0221475714445966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921885918481775,-0.000473113422581775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715323288037824,0,0,0,0,0,0.027004232550672,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0342907864159219,0,0,0,0.00638074639857044,0,0,0,0,0,0.0832878531006001,0,0,0,0.0852064807355541,0,0,0,0,0,0.0323710382806008,0,0,0,0.000265614442135696,0,0.0251930513171049,0,0,0,0,0,0,0,0.0743009769513193,0,0,0.147460985116321,0,0,0,0,0.0338280181946354,0,0,0,0,0,0
