,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X600703.SH,X000596.SZ,X000625.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X000799.SZ,X600741.SH,X002049.SZ,X000157.SZ,X002179.SZ,X600702.SH,X002007.SZ,X601877.SH,X002236.SZ,X300146.SZ,X600779.SH,X600584.SH,X002414.SZ,X601799.SH,X600460.SH,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0550322102143256,0.0340297404030456,0,0,0,0,0,0,0,0,0,0,0,0.0525635967010822,0.0114308073037218,0,0.0695196704621437,0,0,0,0.161043143715272,0,0,0,0,0,0.0204241515995356,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0420274356945295,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.428236198894044,0,0,0.0501766934344839,0,0,0,0,0.059401319076531,0.0409274182025497,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0106948113464835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444925920989331,0,0,0,0,0,0,0,0,0,0,-0.00966594918531769,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.140536643043556,0,0,0,0.0114357885290447,0,0,0,0,0,0,0,0,0.158950411645373,0,0.0201551188264778,0.0287636022201058,0,0.0645912962302788,0,0.0357761047413842,0,0,0,0,0,0,0,0,0,0,0,0.0854711621024332,0,0,0,0,0,0.0311198926257944,0,0,0,-0.0399331562939877,0,0,0,0,0.00148147048934451,0,0
X600276.SH,0,0,0,0,0,0,0,0.0197401673327465,0.174369711817998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582367900306868,0,0,0,8.67361737988404e-19,0,0,0,0,0.00761597598385274,0,0,-0.0192130997648934,0,0,0.0173240790671966,0.00138515231071096,0,0,0,0,0,0,0,0,0,0.100444110565497,0,0,0,0,0.00920792256381648,0,0
X600809.SH,0,0,0,0,0,0.237142371756213,0,0,0,0,0,0,0,0,0,0.166044682047806,0,0,0,0,0,0,0.0176809354328345,0,0,0,0,0.491333473378454,0,0,0,0,0.0384264127089555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133512348616385,0,0
X000568.SZ,0,0.651636658966585,0,0,0.0241783092729577,0,0,0.190429528902039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072219622329956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253480145667742,0,0,0,0.00452120800655438,0,0,0,0,0,0,0.00599353405329304,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0389554863688886,0,0.0479342889041681,0,0.0597238404599172,0,0,0,0.0377072987475628,0,0,0,0,0,0,0,0,0.151898625087344,-0.0198387819014855,0,0,0.0863947433697678,0,0,0,0.0100112610776602,0,0,0,0,0.013684970936687,0,0,-0.0196963606822023,-0.0375019951132391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.253310808094599,0,0,0,0,-0.13889693770868,0,0,-0.0169842494498985,0,0,0,0,0,0,0.373315074464923,0,0,0,0,0.0285130540150659,0,0,0,0,0,0,0,0,0,0,0.282087971809487,0,0,0,0,0,0,0,0,0,0,0,0,0.171798701881659,0,-0.0698982293511158,0,0,0,0,-0.00869790502709224,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187631912833239,0.0333742658946198,0.0770512538293383,0,0,0,0.21045552301959,0.317323784400882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268122484740716,0,0
X600690.SH,0,0,0.207319142377772,0,0,0.0426375564413471,0,0,0,0,0,0,0.232678454061657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319345166706542,0,0,0,0,0,0,0.133165288956189,0,0,0,0,0,0,0.0340304322911126,0,0,0,0,0,0,0,0.10412504435826,0,0,0,0,0,0,0.020187441571091,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.132739832091023,0,0,0.00923335156750929,0,0.00915989355700499,0,0.0449796320393886,0,0,0,0,0,-0.0713530292266664,0.0841572690312607,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0882848085128085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448167648587188,0,0,0,0,0.0126135080235651,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256170612019286,0,0.386451444390575,0,0,0.0493878447425719,0,0,0,0,0,0,0,0,0.0989804230421268,0.0232515092368269,0.0734578693181555,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0401681352563871,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.000571568614585403,0,0,0,0,0,0,0.0256208100215129,0,0,0,0,0,0,0,0.0111942739453733,0,0.443479073135385,0,0,0,0,0,0,0,0,0.0748168986850338,0,0,0,0.0391273156091863,0,0,0,0,0,0,0,0,0,-0.0307002100422674,0,-0.0286873663792308,0,0,0,0,0,0,0,0,0
