,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600031.SH,X000651.SZ,X002475.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000100.SZ,X600703.SH,X000596.SZ,X002241.SZ,X000625.SZ,X000157.SZ,X600741.SH,X002371.SZ,X002007.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002236.SZ,X002049.SZ,X300142.SZ,X600584.SH,X002414.SZ,X000799.SZ,X601799.SH,X300003.SZ,X000800.SZ,X600183.SH,X600089.SH,X000066.SZ,X002008.SZ,X002074.SZ,X600779.SH,X000977.SZ,X000050.SZ,X002294.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.153498730883781,0,0,-1.38777878078145e-17,0,0,0,0.166257845593163,0,0,0,0,0,0,0,0,0,0,0.0564497621765803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590176506830232,0,0,0,0,0,0,0,0,0.00950979333481094,0,0,0.0437891864437597,0,0,0,0.00230920113960805,0,0,0,0.000222888720997845,0,0
X000858.SZ,0,0,0,0,0.230670088302718,0,0,0,0.112176663836607,0.0778541565826761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153404106525129,0,0,0,0,0,0,0,0.0419471045637102,0,0,0,0,0,0,-0.0161831897532538,-0.00784782157954964,0,0,0,0.00716416633701968,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0624217027290773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357451236242975,0,0,0.518218021151523,0.0178325359528496,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.031243335234251,0.00663565379240397,0,0,0,0,0,-0.00762795293449646,0,0,0,0,-0.0153622886476636,0,0
X600276.SH,0,0,0.0603816595194798,0,0,0,0,0,0,0,0,0,0,0,0.127047828970217,0,0.0124579950046003,0,0,0,0.0566308198061872,0,0,0,4.33680868994202e-19,0,0,0,0,0.00715853410533379,0,0,0.0130070459840474,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.000402207051776054,0,0,0,0,0,-0.0106273616742225,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.239429716611863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1817035878647,0,0,0,0,0,0,0,0.0218756397949333,0.0781235844001979,0,0,0,0,0,-0.0140561718358347,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.115894308178026,0,0,0,0,0,0,0,0,0.0497550415882536,0,0,0,0,0.171080852209974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109587113680864,0.0795198276223851,0,0,0,0,0,-0.0288161021494394,0,0,0,0,-0.00370001279051527,0,0
X000651.SZ,0,0,0,0,0.0296161738599728,0,0,0,0,0,0.147406696036227,0,0,-0.107611040343788,0,0,0,0,0,0,0,0,0,0,0.212138183588326,0,-1.73472347597681e-18,0,0.0667232839235375,0,0,0,0,0.0592847389690668,0.00914286054830343,0.0260971473508598,0,0,0,0,0.0534972293154824,0,0,0,0.102491204592519,0,0,0,-0.0744280297465842,0,0,-0.00178185494816476,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0820257037400001,0,0,0,0,0,0.0117244536247775,0,0,0,0,0,0,0,0,0.125642941370442,0,0.438986366027715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167293508600983,-0.151725834930957,0,0,0,0,0,0,0,0,0,-0.0216325381998279,0,0,0,0,0.0089347555949609,0,0
X600809.SH,0,0.141319160749202,0,0,0,0,0,0,0,0,0.146352281187227,0,0,0,0,0,0,0,0,0,0,0,0,-0.048846175920175,0,0,0,0,0,0,0,0,0,0,-0.176694560323229,0,0,0,0.0581618951803415,0,0,0,0,0,0,0.187814725080087,0,0,0,0,0,-0.0361747527843585,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.301040254349155,0,0,0,0,0,0,-0.00165149927095611,0,0,0,0,0,0.0462849956704837,0,-0.0539860958094302,0,0,0,0,0,0,0,0,0,0,0,0,0.0426819696106553,0.228367933325394,0.104546195518324,-0.0225819370593679,0,0,0,0,0,0,0,0,0,0,0,-0.0403460385337791,0,0,0,0,0.0107358343706783,0,0
X600690.SH,0,0,0.029652609243663,0,0,0.104506697580062,0,0,0.322392848577201,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0857716204606527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129655371576374,0,0,0,0,0,-0.0125948226306047,0.0605559588552312,0,0,0,-0.00272927964908139,0,0
X600104.SH,0,0,0,0,0,0,0,0.08264565603658,0,0,0,0,0,0,0,0,0,0,0,0.0183876970754067,0.0118772655712346,0,0,0.18426809743871,0,0.145639971225189,0,0,0,0,0,0,0,0.0111584422341577,0,0,-0.0374027045351902,0,0,0.194303496513594,0.00779895463627523,0,0,0,0.219015862210104,0,0,0,0,0,0,-0.00258978189231056,0,0,0,0,0,0,0
X000725.SZ,0,0,0.139749658303307,0,0,0,0,0.134466460083556,0,0,0,0,0,0,0,0,0,0,0,0.296234924152996,-3.46944695195361e-18,0,0.04506260969098,0.0878879744728453,0,0,0.0504001055809525,0,0.106047428243596,0,0,0,0,0,0.0631702469421182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223300837125902,0,0,0,0,-0.0022978174968008,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145490791210321,0,0,0,0,0,0,-0.0818551533519712,0,0,0,0,0.168193723448391,0,0,0,0,0,0.103026415528776,0,0,0,0.0562963772761819,0.00206896344514991,0,0,0,0.295849127601526,0,0,0,0,0,0.0622210399319836,0,-0.0159274641957195,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0365985960853358,0,0,0,0,0,0,0,0.0685128629196414,0,0,0,0,0,0.0354080517574158,0.0244194781289581,0,0,0.0118257168190627,0.0723298918541725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075207355947135,6.93889390390723e-18,0.072543502845462,0,0,0,0,0,-0.022053130397225,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0463599598429258,-0.211143798163852,0,0,0,0,0,0,0,0.17425814496325,0,0,0,0,0,0.0494817843061313,0,0,0,0,0,0,0.0145871687831991,0,0,0.105265022051525,0,0.118125346894168,0,0,0,0,0.133932193128334,0,0,0,0,0,0,0,-0.000864738261908909,0.0400513800406888,0,0,0,-0.0176769625296618,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.0350045304384077,0.0168004549834682,0,0.125348300063767,0,0,0,0,0,0,0,0,0,0,0,0.128962938386155,0,0,0.0892134057403583,0,0,0,0,0,0.232480138324278,0,0,0.192870069833118,0,0,0,0,0.226468576928413,0,0.202517368500918,0,0,0,0,0,0,-0.0529443062800096,0.023896642345258,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0296911815973072,0,0,0,0,0,0,0,0,0.0614386620598336,0,0,0,0,0,0,0,0.095943276896628,0,0,0,0,0,-0.0222534555002366,0,0,0,0,0.0287324359637551,0.116252845120104,0,0,0,0,0,0,0,0.246430484604188,0,0,0,0,0,0,0,0,0,0.00150278807730305,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0487141324092762,0,0,0,0,0,0.010226842516009,0,0,0.0369547144565411,0,0,0,0,0,-0.0228697784921046,0,0.017553222504093,0,0,0,0,0,0,0,0,0.0147502855943029,0,0.0201570361927284,0,0,0,0,0,0,0,0,0,0,0.00666616891118447,0,0,0,0,0,1.6940658945086e-21,0,0,0,-0.00332217705827698,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.595294196845505,0.0764459831981174,0,0,-0.127333088132749,0,0,0,0.170037703907946,0,0,0,0.0622378728272277,0,0,0,0.187135029382829,0,0,0.0416781032340903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509584562955372,0.032376681038779,0,0,0,-0.0158251886011498,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.285737471959007,0,0,0,0,0,0,-0.0504046052945853,0,0.0461482768972416,0,0,0.141457401279276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126751696670372,0,0,-0.00865650484262549,0.0195283982508582,0,0,0,0,0,0.506116504892487,0,0,0,0,0,0,0,0.00312352532847724,0,0,0,0,-0.0506942839655377,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.0976099138792876,0,0,0,0,0.0994085634121384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308477283549565,0,0,0,0,0,0,0,0,0.0435382008563347,0,0,0.168272286042327,0.0494367234702089,-0.00676665757898136,0,0,0,0,-0.025643322370248,0,0,0,0,0.0010988175197734,0,0
X002241.SZ,0,0,0,0,0,0,0,0.263019811196131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04526906679149,0,0.000928148832949983,0,0.0269319755853958,0,0,0,0,0,0,0,0,0,0,0.0790344674472547,0,0,0,0,0,-0.0500354970995038,0.111080402712478,0,0,0,0.0140632299966315,0,0
X000625.SZ,0,0,-0.21395876056195,0,0,0,0,0,0,0,0,0,0,0.157843739077546,0,0,0,0,0,0,0,0,0,0,0.298667376766093,0.173952746869173,0,0,0,0,0,0,0,0.0415502824006671,0.159683868666792,0,0,0,0,0.0916192193391701,0,0,0,0,0,0,0,0,0,0,0,0.019087408397686,-0.0479186203404778,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0.325428863901226,0,0,0.087692257159487,0,0,0,0,0,0.0162935775132084,0,0,0,0,0,0,0,0,0.0111388577506337,0,0,0,0,0.182891189499863,0,0,0,0,0,-0.0247531305078536,0,0.22684320261886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00384528663145501,-0.0195270022360783,0,0,0,-0.0282618099037773,0,0
