,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X300003.SZ,X600183.SH,X002371.SZ,X002007.SZ,X000596.SZ,X600741.SH,X300014.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X000157.SZ,X002236.SZ,X002463.SZ,X000800.SZ,X002129.SZ,X000625.SZ,X600118.SH,X002456.SZ,X600498.SH,X300136.SZ,X002179.SZ,X002223.SZ,X002049.SZ,X600271.SH,X600584.SH,X000066.SZ,X002414.SZ,X600522.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.199866724261644,0,0,0,0,0,0,0,0,0.11592117715751,0,0,0.292114352929168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252908829096324,0.0172060634433044,0,0,0,0,0,0,0,0,0,0,-0.0205036209797893,0,0,0.0147718234251892,0.00926681325494958,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.185790125490667,0,0,0,0,0,0,0.362182062453712,0,0,0.0270849077574856,0,0,0,0,0,0,0,0.0327554765439569,0.0185558491090803,0.014644795258426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145128148786905,0.012337650238951,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00332790561423863,0,0,0,0.032078699216319,0,0,0,0,0,0,0,0.0132062859502137,0,0,0,0.0723911778022614,0,0,0.127596661559561,0,0,0,0,0,0.0734546603263237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790285122673917,0,0,0,0,0,0,0
X000651.SZ,0,0.26498972899307,0,0,0,0.0517822680956364,0.0236494759808188,0,0.0225217324208451,0,0,0,0,0,0.0647681266509097,0,0,0,0,0,0,0,0,0,0.0276428577126867,0,0,0.0709753988890578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238328116882644,0,0,0,0,0,0,0,0,0.0102353226466457,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895463244514591,0,0,0,0,0,0,0,0,0,0,0.0605849806700005,0,0,0,0,0,0,0,0,0,0,0,0.127303588243841,0,0,0,0.0197708117682907,0,0,0.0523690415626945,0,0.0525139740202789,0,0,0,0,0,0.0208972766790202,0.0225871486445062,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179981463236072,0.271854509383743,0.0694834361033669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151371713365676,0,0,0,0,0,0,0,0,0,0,0.034273403280144,-0.00108637713129498,0,0,0,0,0,0
X600104.SH,0,0.10306540272664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536495975424169,0,0,0,0.0892161357350177,0.0450500990509036,0,0,0,0,0.0367412055407058,0,0,0,0,0,0.0756722492535553,0.0150502662096584,0.277784210644015,0,0,0,0,0,0,0,0,0,0.0753881197627954,0,0.0189636037583515,0,0,0.0190610049382094,0.0197791725802032,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0378585317832984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22071904711571,0,0,0,0,0.00976809313115808,0,0,0,0,0,0,0,0,0,0,0,0.308473251502537,0.0343076164584843,0,0.2010753951022,0.10913693641964,0,0.0881767817253657,0,0,0,0,0,0,0,0,0.0258779688369553,0.0145083291670954,0,0,0,0,0,0
X600031.SH,0,0.0868672620056975,0,0,0,0.0156245440099882,0,0,0,0,0,0,0.0373301495769446,0,0,0,0,0,0,0,0,0,0,0,0.0740250182512271,0,0,0,0,0,0,0.511452558860833,0,0,0,0,0,0.00591555963182278,0,0,0,0,0,0.0182878723511447,0,0,0,0,0,0,0,0.0216951837104887,0.016474442682598,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321505697512935,0,0,0,0,0,0,0,0,0.057688719219052,0,0,0,0.0636424448163107,0,0.000994639059578178,0,0,0,0,0,0.0108809739653461,0,0,0,0.0015858742622692,0,0,0,0,0,0,0,0.150369159769428,0,0.0405050081826474,0,0,0.00384121621284317,-0.0111639466526879,0,0,0,0,0,0
