,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300003.SZ,X600177.SH,X600089.SH,X300136.SZ,X600271.SH,X002085.SZ,X600522.SH,X002294.SZ,X000157.SZ,X002008.SZ,X002007.SZ,X600118.SH,X600487.SH,X000981.SZ,X600809.SH,X600566.SH,X600867.SH,X600699.SH,X600372.SH,X002074.SZ,X000559.SZ,X000623.SZ,X300115.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00573076244905319,0,0,0,0,0,0,0.178792710334818,0,0.0628560497145691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678688860369221,0.0179712572137405,0,0.120589428617468,0,0,0,0.0364303671482384,0,0,0,0,0.173138652305625,0,0,0,0,0,0,0,0,0.212331555909524,0,0.0140634849578314,-0.0163852855829791,0,0,0,0,0,0
X600104.SH,0,0,0,0.00633752231767914,0,0,0,0.0661864082587285,0,0.167601218518714,0,0.374768273242476,0,0.135761437118592,0,0,-0.162270770761434,0,0,0,0,0,0,0.104088534438798,0,0,0,0,0,-0.0659758974985013,0,0,0,0,0,0,0,0,0,0,0.0472045320017711,0,0,0,0,0,0,0,-0.0393192414388998,0,0.0150961028962469,-0.0146879094933744,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.126292446766345,0,0.0945782195419849,0,0,0,0,0.125194730166905,0,0,0.38291553308438,0,0,0,0,0,0,0,0,0.182267981272067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141433015260241,0,0,0,0,0,-0.175471612849315,0,0,0,0,-1.0842021724855e-19,0.00104392352109545,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0390035082124737,0,0.0381475662014878,0.195368612068182,-3.46944695195361e-18,0,0.10552773975914,0,0.0843556659626935,0,0,0,0.0569253116013012,0,0,0,0,0.152956179192323,0.117097353159596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073651283431691,0,0,0,0,0,0,0,-0.0107519966363624,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0181722183065644,0,0,0,0,0,0.600910041908263,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0937688335947719,0,0,0,0,0,0.0459668715801161,0,0,0,0,0,0,0,0,0,0,0.085768757792038,0,0,0,0,0,0,0,0,0,0,0.00988260393434385,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.106986694343713,0,0,0,0,0,0,0.28197653083156,0,0,0,0,0,-0.174233464679434,0,0,0,0,0,0,0,0,0,0,0,-0.139728143812883,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0513874753403697,-0.0922157680743279,0,0,0.0469953006038957,-0.0063916141841619,0.00322049660786172,0.0070965201076741,0,0,0,0,0,0
X000725.SZ,0,0,0.159622449732884,0,0,0,0,0,0,0,0,0,0.148047659657926,0,0,-0.201719298130197,0,0,0,0.195480710256834,0,0,0,0,0,0,0,0.166589393133552,0,0.394782294204981,0.283923284313846,0,0,0,0,0,0,0.0539412880448348,0,0.00169538298299713,0,0.084237820216464,0,0.189107985069072,0,0,0,0,0,0,0,0.0442216298363068,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.419515057908632,0,0,0,0,0.059449062534617,0,0,0,0,0,0,0,0,0,0,0,0,0.0423223201527011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056497296280536,0,0.126002434496117,0,0,0,0,0,0,0,-0.174290197193306,0.178524381566645,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0632760118160866,-0.02486096490554,0,-0.0183560168919791,0,0.0478614568721209,0,0,0,0,0,0.090235202183528,0,0,0.291500174007031,0,0,0,0.164269186329794,0,0,0,0,0,-0.0629355255063891,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0121069765173075,0,0,0,0.101658545651832,0,0,-0.0132806851818104,-0.0103888624063297,0,0,0,0,0,0
X600690.SH,0,0.206780158009983,0,0,0,0,0,0.061489670042575,0,0,0,0.255674237934732,0,0,0.119090705387026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213673192073882,0,0,0,0,0,0,0
