,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600276.SH,X600104.SH,X000725.SZ,X003816.SZ,X300124.SZ,X600031.SH,X002371.SZ,X002129.SZ,X000063.SZ,X300014.SZ,X002049.SZ,X000596.SZ,X002241.SZ,X000338.SZ,X300142.SZ,X600703.SH,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X600741.SH,X600460.SH,X600522.SH,X000157.SZ,X002180.SZ,X002236.SZ,X600702.SH,X000733.SZ,X000799.SZ,X600884.SH,X002074.SZ,X600584.SH,X002432.SZ,X000800.SZ,X600183.SH,X000977.SZ,X002414.SZ,X600779.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.303660166058683,0,0.0621555359758274,0,0,0,0,0,0,0,0,0,0,0.0415181321194149,0,0,0.103739995758168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155446565915832,-0.0115729962427895,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0187647457119304,0.194438883136951,0,0.111492887175549,0,0,0,0,0,0,0,0,0,0,0.0902704262673237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259303130456914,0,0,0.0400770726587805,0,0,0,0,0,0,0,0,0,0,-0.0271704372304732,0,0,0,0,0,0,0
X002415.SZ,0,0.0730420831820356,0,0.0296346043343211,0,0,0.0104606926799003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054545416351566,0,0,0,0,0,0.00894356539193222,0,0.0700603560057435,0,0.211409704388432,0,0,0,0.0489932055951106,0,0,0,0,0.2274381996395,0,0,0,0.0775445078157428,0,0.00214249846797346,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.643431620392312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104732631613837,0,0,0,0,0,0.0568470197614163,0,0,0,0,0,0,0,0,0,0,0,0.195893661668484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013680589894716,-0.00519541529768853,0,0,0,0,0,0
X000568.SZ,0.217059230230308,0.244538907404025,0,0.0587554559734814,0,0,0,0,0,0,0,0,0,0,0,0.0501887853996111,0,0.0199524115036453,0,0,0.167683773560588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287545404330614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00511032306795022,0.0502293242437927,0,0,0,0,0,0
X600690.SH,0,0.349352728484043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0155887644295049,0,0,0,0.0854689035969732,0,0,0,0,0,0,0,0,0.160182092476516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244219934499379,0,0,0,-0.0375000206985726,-0.00514175957107196,0,0,0,0,0,0
X002304.SZ,0.0407730725211194,0,0,0.0389951005380926,0.0322980796473885,0,0,0,0,0,0,0,0.053758987970006,0.0586439390179045,0,0,0.0227791779534405,0,0,0,0.268164172627938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413710599145601,0,0,0,0,0.163602003657463,0,0,0,0.00615414894751347,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210747179764021,0,0,0.304236777428987,0,0,0,0,0.0605469612522239,0.429076432092228,0,0,0,0,0,0,0,0,-0.0226497740551415,0,0,0,-0.0174564190266521,0,0,0,0,0,0,-0.0695369424116764,0,0,0,0,0,0,0.0336325873401493,0,0,-0.0442755116167834,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.140658508789154,0,0,0,0,0,0,8.67361737988404e-19,0.213352002864967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717855824426528,0,0,0,0,0,0,0.0225688735908131,0.0562029196355852,0,0.0525390080869428,-1.73472347597681e-18,0,0.0275537971013401,0,0,-0.0297611070335018,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568768414520138,0,0,0,0,0,0,0,0,0,0.0465508371803525,0,0,0,0,0,0.0451993369837292,0,0,0,0,0.0458322112501006,0,0,0,0,0.188325656410777,0,0,0.159283368143711,0,0,0,0,0.116930206579395,0,0,-0.00214785266432497,0,0,0,0,0,0,0
