,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X000157.SZ,X002292.SZ,X000559.SZ,X300124.SZ,X600372.SH,X002007.SZ,X600867.SH,X300003.SZ,X002294.SZ,X002506.SZ,X002074.SZ,X002180.SZ,X600498.SH,X600089.SH,X601877.SH,X600522.SH,X000981.SZ,X002426.SZ,X002508.SZ,X002465.SZ,X000050.SZ,X000550.SZ,X600566.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.153289653883344,0,0,0.19721534041959,0,0,0,0,0,0,0,0,0,0.0229208883704333,0,0,0.125299455807544,0,0,0,0,0.0310614004087534,0,0,0,0,0,0,0,0.0214824826962619,0.119242439070481,0,0,0,0,0,0,0,0,0.155312851458698,0,-0.102936280298062,0,0,0,0,-0.0464128431817579,0,0,0.0445687437931605,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367322271171601,0,0,0.0667565071913929,0,0,0,0,0,0,0,0,0,0,0.145052516387092,0,0.0139512761836584,0,0,0,0.0227604333565351,0,0,0,0.132744427933019,0,0.0671723387606994,0,0,-0.0722560158105886,-0.110203756723193,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.0219501093247616,0,0,0,0,0,0,0,0.1571571245708,0,0,-0.0096691071674745,0,0,0.0158212984984489,0,0,0,0.111488905074341,0,0,0,0.0583771182795925,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0838669572169273,0.0681943445026276,0.478792077030117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505882152033528,0,0.0162802856522487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118613849354474,0,0,0.0229597324701902,0,0.122001716596937,0,0.0436218724240239,0,0,0,-0.0713261827490331,0.101033385202597,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0865856740804516,0,0,0,0.253169888323065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116049055672905,0.189866985487336,0.104848407424299,0,0,0,0.131953508687003,0,0,0,0,0.0221010546113639,0.0217326292339244,0,0,0,0,0,0,0,0,0,0.00265734039784901,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306768935249172,0,-0.0188717344390029,-2.16840434497101e-19,0,0.00767178540021175,0,0,0.01188486256593,0,0,0,0,0,0,0,0,0,0,0.121743620853156,0,0.116705105195157,0,0,0,0.104336679200727,0,0,0,0,0,0,-0.018487045937763,0.0809462554809976,0,0,0,-0.00698253414968563,0,0,0,0,0,0
X002304.SZ,0.341788307676288,0,0,-0.0103857880052842,0.140060289841358,0,0,-0.0345931779793306,0,0,0,0,0,0,0.067834849441828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045417445289258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000262337585336145,0,0.19328466436092,0,-0.00495339860988923,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0165867714809164,0,0,0,0,0,0,0.0675230902150515,0,0,0,0,0,0,0,0.0829773252452113,0,0,0.0328120057983624,0,0,0,0,0,0,0,0,0.0575851862219239,0,0,0,0,0,0.0822362420149052,0,0,0,0.0144259194565138,0,0,0,0,0.139546120485164,0,0,0,-0.00502160302420336,-0.0245973453026263,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.107822083753408,0,0,0,0,0,0,0,0,0,0,0.0389585875142545,0.0541385120250502,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0456466157800682,0,0,0,0,0,0,0,0,-0.0698899630519128,0.026853676517611,0,0.0570162664258872,0,0.0553776888731088,0.208096450877866,0,0,0,0,0,0,0,0.044698800699553,-0.00537152515778852,0,0,0,0,0,0
X000063.SZ,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0920847270747406,0.0417676880452953,0,0,0.0707158567749763,0,0,0.0069531298652915,0,0,0,0.0743656550075672,0,0,0,0,0,0,0,0,0,0.0744121794195739,0,0,0,0,0,0.0451314788735791,0,0,0.0932069606470303,-0.0527996059553411,0,0,0,0,0.130659002896164,0,0,0,-0.0519194089218519,0,0,0,0,0,0,0
