,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X000661.SZ,X600809.SH,X600741.SH,X600183.SH,X000100.SZ,X300003.SZ,X002371.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X000977.SZ,X000625.SZ,X002007.SZ,X002236.SZ,X601877.SH,X002129.SZ,X002463.SZ,X300124.SZ,X300142.SZ,X600498.SH,X000157.SZ,X002456.SZ,X600118.SH,X300136.SZ,X002179.SZ,X600487.SH,X600584.SH,X600271.SH,X000066.SZ,X002180.SZ,X002414.SZ,X002185.SZ,X002008.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185057669211164,0,0,0,0.00861190662699996,0,0,0.277434430429931,0,0,0,0,0,0,0,0,0,0.0094563298806568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00256877492304737,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0153309928274672,0,0.318286901739568,0,0,0,0,0,0,0,0,0,0,0.0475450070018711,0,0,0,0,0,0.0389375109829846,0,0,0,0,0,0,0.110085031935568,0.00691899915586566,0,0.00372678858684007,0,0,0,0,0,0,0,0,0,0,0,0,0.0158103689809978,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28728159045483,0,0,0,0,0,0,0.0243226068402351,0.0366672779554535,0,0.00292734860099284,0.0275906222807202,0,0,0,0,0,0.014903714269017,0,0,0,0.01907665563369,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.00172718080588374,0,0,0,-0.00902100948980247,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0247668675409339,0,0,0.0773025276299961,0,0,0,0,0,0,0,0,0.00173374082064357,0,0,0,0,0.0591850415519973,0,0.0414396625186839,0,0.00682768366358149,0,0,0,0,0.042917701076349,0,0,0,0,0,0,0,0,0.055465777786664,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.00898836852320552,0,0.12110244780376,0,0.110005195653207,0,0,0,0,0,0,0,0.033260667272729,0,0.0279120693059081,0,0,0,0.136799556105893,0,0,0,0,0,0,0,0,0.0266728788381418,0,0,0,0.0316404161492525,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0805167104518706,0.0362360316310703,0.090981467168594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104985059087752,0,0,0,0,0,0,0,0.00601540215986753,0.25227358737346,0,0,0,0,0.0809379681623056,0,0,0.154507638836204,0,0,0,0,0,0,0,-0.00200795647099397,0,0,0,0.00478902434536768,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408989818794974,0.0683828221213476,0,0,0.0251213640797131,0,0,0,0.0783681881423187,0,0,0,0.033796448633961,0,0,0,0.0440943531942913,0,0,0,0,0,0.0226517323673608,0,0,0,0,0,0.288411827288851,0,0,0,0,0.0138578074627234,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0214493645152732,0,0,0,0.0634062506359907,0,0,0,0,0.0828255403229849,0,0,0.0474101743468118,0,0,0,0,0,0,0,0,0.364350476074735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890068423673427,0,0,0,0,0,0,0,0,0.154750564486319,0,0,0,0,0,0,0,0.0120633257642714,0,0
X000725.SZ,0,0,0,0,0,0,0.0256195719383121,0,0,0,0,0,0,0,0,0,0.0444819867270703,0,0,0,0.446077719620087,0.0195845155617782,0,0.0365062350814493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420830779942694,0.00888984013066338,0.16558314606273,0,0,0,0,0,0,0,0,0,0,0,0.00233978341087748,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0143851713892279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375906363341919,0,0,0,0,0,0,0,0.0200775670793671,0,0,0,0,0,0,0,0,0.0946270064220529,0,0,0.1207225107845,0.0314461991996371,0,0,0.0120719330692355,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.145810603818566,0,0.0458011490351182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171280586094957,0,0,0,0,0,0,0,0.0274930863851469,0.404100096805153,0,0,0,0,0,0,0,0.0213689692271416,0,0,0,0,0,0,0.0241348136814937,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0619013517536293,0,0.246374966556408,0.0996340034305643,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00281566260678321,0,0,0,0.043340570921384,0,0
X000568.SZ,0,0.410062568217451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330728155976095,0,0,0,0,0,0,0,0,0.0124755759210938,0.00996243955966691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120690087090597,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0194554382657638,0,-0.024849426563298,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0979766863980162,0,0.305358956861704,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0253252508257982,0,0,0,0,0,0,0,0.080170858079231,0,0.130082556053913,0,0,0,0,0.00635332250321954,0,0,0,0.0583122130018753,0,0,0,0,0,0,-0.0112825941363581,0,0,0,0,0,0
X600690.SH,0,0.165218667374974,0,0,0,0,0,0,0,0,0.115908381685331,0,0,0,0,0,0,0,0,0,0,0,0,0.130051008972391,0.00845095253140062,0,0,0,0,0,0,0,0,0,0,0,0.117414087935362,0,0.0167428159172984,0,0,0,0,0,0,0,0,0,0.0145271909273071,0,0,-0.00792773490420083,-4.33680868994202e-19,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002084623926829,0.10024484974946,0,0.0627716381127497,0,0,0,0,0,0.122400178311127,0,0,0,0,0,0.137292286275348,0,0,0,0,0.454345479873773,0,0,0,0,0,0,0,0,0,0.0111896907651417,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0157607843880812,0,0.0146497085838017,0.17973329766853,0,0,0.113180785483674,0,0,0,0.0771563420236144,0,0,0.190912205210908,0,0,0.116802094413163,0,0,0,0,0,0,0.0539528328081463,0,0,0,0.109517223262648,0,0,0,0,0,0,0,0,0,0,0,0,0.0170066738700769,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.579150909612875,0,0,0.0797830923030783,0,0,0,0,0,0,0,0,0.106186194005819,0,0,0,0.0223754402685725,0,0,0.00115739650287849,0,0,0,0,0,0.0570482334667419,0,0,0,0,0,0,0,0,0,0.0140742241035469,0,0.0194444103104114,0.038587820930171,0.00341795435704673,0.00721957381596937,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.251209367829159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219594777873567,0,0,0,0,-0.0207974757621413,0,0,0,0,0,0,0.17864942523574,0,0.039739350936426,0,0,0,0,0,0,0,0,0,0,0,0,0.108526922215825,0,0,0.0390499390115821,0.00690285988070436,0,0,0,0.118199788617747,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536809506049243,0,0,0,0,0,0,0.140317410581661,0,0,0,0.0325954213437988,0.00314841847401549,0,0,0,0,0.434759591465683,0,0,0.181377646578981,0,0,0,0,0,0,0.138542134865169,0,0,0,0,0,0,0,0,0.0206724715089775,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.348881302728474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257430554338116,0.0466217111894938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102500535374903,0,0,0,0,0,0,0,0,0.0629365781525422,0,0,0,0,0.0244240763671694,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0.124263210564724,0,0,0,0,0.0493879380353327,0,0,0,0.015832711344949,0,0,0,0,0,0.0942039302557704,0,0,0,0.0220624652828798,0,0,0.0926660179745493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191797529208681,0.0335814375795386,0,0.0761708476883492,0,0,0,0.0307518785904946,0,0,0,0,0,0
