,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X000338.SZ,X002241.SZ,X600690.SH,X600703.SH,X300142.SZ,X002007.SZ,X300014.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X300003.SZ,X002049.SZ,X600584.SH,X601877.SH,X002129.SZ,X600741.SH,X600183.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002414.SZ,X000977.SZ,X000625.SZ,X000066.SZ,X002456.SZ,X002179.SZ,X300136.SZ,X002185.SZ,X600118.SH,X002463.SZ,X002008.SZ,X601799.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.136549364007203,0,0,0,0,0,0.053436104524821,0,0,0,0.0144106146516758,0,0,0,0,0.0440146765683838,0,0,0.0562252300100753,0,0,0.0921793693941485,0,0,0,0,0.0397990205929446,0.023780225365871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00286020458909372,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.100414929888842,0,0,0,0.2038755744079,0,0.250603694685852,0,0,0.0687372238240211,0,0,0.0344624290730141,0,0,0.0598475028036055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791355970789664,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0448456594912019,0.0515260442953624,0,0,0,0,0.0168829675113,0,0,0,0,0,0.078260279826999,0.0420403527853872,0,0,0.118794090566436,0,0,0.108698468478664,0.0784111425320548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018722221763588,-8.67361737988404e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313180852824323,0.0212279955342876,0,0,0.0289709566120755,0,0.0839639573941186,0,0,0,0,0.0504025270480625,0.0789875744260058,0,0.0144080895596284,0,0,0,0,0,0,0,0,0,0.0902204498999985,0,0.0389280859206107,0,0,0,0,0,0,0,0,-0.00362385475456355,-0.0294947873200823,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.185565422586563,0,0,0,0,0,0.0319933147182349,0,0,0,0,0,0,0,0,0,0,0.0563557942342778,0,0,0,0,0,0,0.223107949392335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218605077892696,0.082836339082274,0,-0.000724508668496083,-0.00714030760081093,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294011193762263,0.0253346483667739,0,0,0.0857843218136244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330245910524213,0,0,0,0,0,0,0,0,0,0,0.0294629689098958,-0.0308387834977421,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0437099520559592,0,0,0,0,0,0,0.00543472278626609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184450883257868,0.0800006174645555,0,0,0.0802709091196294,0,0.0496896038625748,0,0,0.0401835726690375,0,0,0.0583830903738605,0,0,0,-0.0133562114577543,-0.0101911326669964,0,0,0,0,0,0,0
X002304.SZ,0,0.241631176030907,0,0,0,0,0,0,0,0,0,0.416260885278529,0,0,0,0,0,0,0,0,0,0,0.0684033428207913,0.0419241390467668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00863653407324817,0.00217910504112778,0,0,0,0,0,0
X000661.SZ,0,0,0,0.198653329940506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207819113780653,0,0,0,0,0,0.13901996660559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132025651964567,0,0,0,0,0.0121504687510809,-0.0219914951615562,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0226984512862558,0,0.0160996036659071,-0.0684041961892834,0,0,0,0,0,0,0.248439320042015,0,0,0,0,0,0,0.130243419791419,0,0,0,0,0.193632641933187,-0.0729582339159199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00871124649889789,-0.0252357420830591,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0402655674265606,0,0,0,0,0,0,0,0.249076741720528,0,0,0,0,0,0.110650378677856,0,0,0.0301305723187368,0,0,0,0,0,0,0,0,0,0,0,0,0.0073041751492881,0,0,0,0,0.0416984248665623,0,0,0,0,0,0,0,0,0.148504913481975,0,0,0.0137034779896275,0,0,0,0,0,0,0
X000568.SZ,0,0.633398790075716,0,0,0,0,0,0,0,0,0,0,0,0.137760025022506,0,0,0,0,0,0,0,0,0,0.0390558067597459,0,0,0,0.0250294824217294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0443628884669389,0,0,0,0,0.0109894061818051,-0.0067411288877923,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0628104993957705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217463291573075,0,0,0,0,0,0.0575901452999859,0,0,0.140747836222812,0,0,0,0,0.0162100157627688,0,0,0,0,0,0,0,0,0.12824438287474,0,0,0.0137693521123715,0.000810620357261887,0,0,0,0,0,0
X600809.SH,0,0.38578730693798,0,0,0,0,0,0,0.030419256443169,0,0,0,0,0,0,0,0,0,0,0,0.127403777250281,0,0.214763435782501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00554589692875808,-0.021934855612091,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0333235115551917,0,0,0,0,0,0.0114480408754985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342575965111288,0,0,0.0734698450618833,0.00703221237973838,0,0,0,0.103930182174943,0.00411415766914373,0,0,0,0.00640057436435637,0,0,0,0,0,0,0.00638603487646673,-0.00515481121604645,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0567925596596154,0,0.0824999159873785,0,0,0,0,0.0277942603275072,0,0,0,0.0177582882081073,0,0,0,0,0,0,0,0,0.031501458026829,0,0.0292507921434213,0,0,0,0,0,0,0,0,0,0,0,0.047024086850351,0,0,0,0,0,0,0,0,0,0.0295438569144487,0,0.00248758283732795,-0.0094470531926919,0,0,0,0,0,0
X002241.SZ,0,0,0,0.270930598158811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159209240519539,0,0,0.051317052519314,0,0,0,0,0,0.0217970771489103,0.0384664929013952,0,0,0,0.0451873449662656,0,0,0,0,0,0,0,0.047054188386769,0,0.0904173362193958,0,0,0,0,0,0,0,0,-0.01985210788279,-0.000376936853867345,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0334078743765179,0,0.196118875774125,0,0,0,0.100622948766739,0.039706821709525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434421341751056,0,0,0,0,0,-0.0447132610001332,0.0859084333504324,0,0,0,0,0.0794562147407444,0,0,0,0,0.0485541267531531,0,0.00756821744901042,-0.0180594410354245,0,0,0,0,0,0
