,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X300003.SZ,X600487.SH,X600498.SH,X600809.SH,X000661.SZ,X002008.SZ,X002007.SZ,X300142.SZ,X000596.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600089.SH,X600566.SH,X600177.SH,X002180.SZ,X600867.SH,X600522.SH,X300146.SZ,X002506.SZ,X600372.SH,X002456.SZ,X002241.SZ,X002508.SZ,X600118.SH,X002294.SZ,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.478254627430253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032778894155817,0,0,0,0,0.157669951495446,0,0,0.0840717408591821,0,0,0,0,0.0168981980636304,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380807237912532,0.027750774243608,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,3.46944695195361e-18,0,0,0.198300149839453,0,0,0.152768653931952,0,0,0,0,0,0,0,0,0,-0.000569841163526671,0,0,0,0,-0.0453895764058049,0,0,0,0,0,0.061737348407885,0,-0.00634557662322077,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519528151979736,0,0,0,0.706060669713763,0,0,0,0,0,0,0,0,-0.00916241378460903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684309756388591,0,0,0,0,0,0,-0.077105315953395,-0.0112588904732826,0,0,0,0,0,0,0
X000651.SZ,0.0716525627493803,0,0.0583436829593375,0,0,0,0.0326129988375255,0.20335471637798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203634086563335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00267936061811321,0,0,0,0,0,0,0
X600276.SH,0.113866766517554,0,0.0120232699613684,0,0,0,0,0,0,0,0,0,0.00424100960006166,0,0,0,0,0,0,0,0,0,0.301456025542498,0,0,0,0.0280296260039239,0,0,0,0,0,0,0,0,0,0,0,0.0467726488271061,0,0.00409522391578077,0,0,0,0,0,0,0.155033245133792,0,0,0,0.0208391984026878,0.0393516305297346,0,0,0,0,0,0
X000858.SZ,0.349995223659085,0,0,0,0,0,0.252605108318015,0,0,0,0,0,0,0,0.0909290447799955,0,0,0,0,0,0,0,0,0,0,0.0566043558957096,0,0,0.00470197510652387,0,0,0,0,0,0,0,0,0,-0.00157497396435082,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0187895467813182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141890335619497,0,0,0.266031565040097,0,0,0,0,0.396742690835944,0,0,0,0,0,0,0,0,0,0.166332417516024,0,0,0,0,0,0,0,0,0,0,-0.0149314856165114,0.0269015297260312,0,0,0,0,0,0
X600690.SH,0,0,0,0.0402652787938941,0,0,0.252982412632979,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00132266581425571,0,0,0,0,0,0,0,0.041817025824682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113273670481097,0,0.0392042000287858,0,0.237728498866744,0,-0.0112580548354524,-0.0174354941840747,0,0,0,0,0,0
X000725.SZ,0,0,0.045526156088787,0,0,0,0,0,0,0.140719677391331,0,0,0,0,0,0,0,0,0,0.0441485966925999,0,0.0345660425080001,0,0.0600727147033386,0,0,0,0,0,0,0,0,0,0,0,0.0469755098050302,0,0,0,0,0,0,0.123586362197229,0.0487047636227598,0.0351613160255747,0,0,0,0,0,0,0,0.0191427409877531,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101430564964725,0,0.00898573284288129,0,0,0,0,0.128429116627493,0.289064394892452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167407904840746,0.0112081805313183,0,0,0.0439241262280026,0,0.0319888066637212,0,0,0,0,0,0.0279882154265668,-0.0354157767255545,0,0,0,0.100670634295323,0,0
X600031.SH,0,0,0,0,0,0,0.151714715936465,0,0,0,0,0,0,0,0,0.0656577825285813,0,0,0,0.087598666690027,0,0,0.0315132010477858,0,0,0,-0.0529765327645132,0,0.0303213961467239,0,0.00385562534083738,0,0,0,0,0.110553522135323,0,0,0,0,0,0,0,0,0,0.0408012797209154,0,0.00942019785709729,0,0,0,0.00432425326908719,0.00258937058876372,0,0,0,0,0,0
X000338.SZ,0,0,0.0400344991978617,0,0,0,0.0236286318038939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014095010488214,0,0,0.0433981462938482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113315375825756,0,0,0,0,0,-0.00651436536262456,0.00773991669502251,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156980264976235,0,0,0,0,-0.144707557572168,0,0,0,0,0,0,0.2210134201898,0,0.0455852462103417,0,0,0,0,0,0,0,0,0,0,0,0.196309033986361,0,0,0.455774901740193,0,0,0,0,0,0,0.00998077575042045,-0.0538133982425761,-0.0191045338772394,0,0,0,-0.175113333191848,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051501034447843,0.133052201831345,-0.0673876853388733,0,0,0,0.297593848069069,0,0,0.0201432607225836,0,0,0,0,0.0650293758545159,0,0,0,0,0,0,0.123954634579912,0,0,0,0,0,0.0168482368186098,0.00121027052381087,0,0,0,0.0691025122856027,0,0
X000568.SZ,0,0,0,0,0.0854866688853628,0,0.2079823395522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292001188466976,0,0.0310595315622126,0,0,0.00324853473436467,0,0,0,0,0,0,0,0.0709595091980514,0,0.11160193428758,0,0,0,0,0,0,0,0,0,0,-0.0106475242837478,0.0353103650326275,0,0,0,0,0,0
