,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000625.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X000661.SZ,X002049.SZ,X002241.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002180.SZ,X601799.SH,X002074.SZ,X600183.SH,X600418.SH,X300142.SZ,X002463.SZ,X002028.SZ,X000066.SZ,X000733.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.394143183851299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427586418003067,0,0,0,0,0,0,0,0,0,0,0,0.0387726980950386,0,0,0,0,-0.00254688490409509,-0.00826697847490077,0,0,0,0,0,0
X000858.SZ,0.325190302240896,0,0,0,0,0,0,0,0,0,0.00894161768387795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461187257707981,0,0,0,0,0,0.0780387769634999,0,0,-0.0108047932237034,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110634838131576,0,0,0,0,0.0274228154178833,0,0,0,0,0,0,0,0,0,0,0.107116279175359,0,0,0,0,0,0,0,0,0.0622001996133381,0,0.00129915062389264,0,0,0,0,0,-0.000825377598756166,0,0,0,0,0,0,0
X000568.SZ,0.293679493532721,0,0,0,0,0.255573960860517,0,0,0,0.19474102283013,0,0,0.0334020460960218,0,0,0.102306684629517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00589987074051272,0,0,0,0,0,0
X600276.SH,0,0,0,0.0691682507535225,0,0,0.112729948230111,0,0,0,0.00675478953948941,0,0,0,0,0,0,0,0,-0.0589164310472894,0,0,0,0,0,0,0.0384554936260807,0,0.186132709463932,0,0,0,0,0,-0.0209424442907146,0,0,0.00687859440394772,0,0,0.00906656019574943,0,0,0,0,0,0,-0.0382888706243187,0,0.211913366559874,0,0.00819785126769056,-4.33680868994202e-19,0,0,0,0,0,0
X600809.SH,0.176948252753316,0,0,0.457491784567035,0,0,0.0085508906415525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629634273094257,0,0.0185616707862969,0.029418018217112,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701062009162315,0,0,0,0.162809385763507,0,0.0559460020346766,0,0,0,0,0,0,0,0,0,0,0.0745920930914618,0,0.17450705013225,0,0.00536236350232383,0,0.180605218727173,0,-0.0452581915092557,0.0531041809324948,0,0,0,-0.171219476383363,0,0
X600690.SH,0.225223315363923,0,0,0,0,0,0,0,0,0,0.000188040506245213,0,0.0329700997188137,0,0,0,0.0295825037002224,0,0,0.064784024864216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119885253168825,0,0,0,0.0145541219183149,0,0
X000651.SZ,0.00324355017958005,0,0,0,0,0,0,0.21361109562482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105250822938463,0,0,0,0,0.0248129332003938,0,0.0511541189617694,0,0,0,0.019072003578363,0,0,0,0.0852219390645194,0,0,0,0,0,0,0.0222381013454757,-0.0565639307394568,0,0,0,0,0,0
X002304.SZ,0,0.118613204584628,0,0,0,0.253623755014397,0,0,0,0,0.0473690072354239,0,0,0,0,0,0,0,0,0.0394993822989524,0.0632529618910102,0.00186027997505049,0,0.0105617282252985,0,0,0,0,0,0.0555848602432381,-0.0290962920403923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405980884107149,0,0,-0.0191874147339365,0,0,0,0,0,0
