,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X300003.SZ,X300124.SZ,X000625.SZ,X601877.SH,X600487.SH,X600066.SH,X000100.SZ,X600809.SH,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X300136.SZ,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000157.SZ,X000981.SZ,X002179.SZ,X600177.SH,X000596.SZ,X600498.SH,X000661.SZ,X300142.SZ,X002049.SZ,X600707.SH,X600584.SH,X600699.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.499613401167121,0,0.0291438140692359,0,0,0,0,0,0,0,0,0,0,0,-0.0208175747877543,0,0,0,0.0411468906848236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150565124401448,0,0,0.0945341262596314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0438448979433878,0.0300402228014562,0,0,0.136775876769079,0.0938371733828307,0.00901363726419248,0,0,0,-0.301660065515661,0,0,0,0,0,0,0,0,0,-0.0811072684508483,0,0,0,0,0,0.114014666694478,0,0,0,0,0,0,-0.0170471596972993,0,0,0.207685285564925,0,0,0,0.0738605308332425,0,0,0.00661792715017437,-0.0100404441593649,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0709159175027784,0.0929821043898172,0,0,0,0,0,0,0,0,0.170543230170299,0.0969151476764825,0,0.00729057620686912,0,0,0,0,0,0.330180732710258,0,0,0,0,0,0,0,0.0930681554142072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015513212001619,0.0250436907152919,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.234278639279517,0,0,0,0,0.189999813373105,0,0,0,0,0.0768949322375725,0,0.0692960536386787,0.0965679058705808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14440480632292,0,0,0,0,0,0,0,0,0,0,0.184185992301989,-0.0190059734588007,-0.0537142051144616,0,-0.0741950415433409,0,0,0,-0.011877917541371,0,0,0,0,0,0
X000858.SZ,0.162118882417606,0,0,0.179352617176844,0,0,0,0,0,0,0,0.592806292595219,0,0,0.0133334464118173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012404809157417,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0317405905470687,0,0,0,0,0.169893132554139,0,0,0,0,0.0254702220171494,0,0,0,0,0,0,0,0,0.2642203158749,0,0,0,0,0,0.0620373312269805,0,0,0,0.112514199328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329134454781337,0.00701380130372277,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.41005675648376,0,0,0,0,0,0,0,0,0,0,0.0550083549508484,0,0,0,0.187492714456832,0,0,0,0,0,0.0141203596567012,0,0,0,0.00550586423112461,0,0.102415149018089,0,0,0,0,0,0,0,0,0,0,0,0.0911514072606889,0,0,0,-0.00627376058302924,0,0,0,0,0,0,0
X002304.SZ,0.15637076641158,0,0,0,0.0521862902649047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401307650910849,0,0,0,0,0,0.00633401453125039,0,0.207015391165443,0,0,0,0.00747389158079428,0,0,0.0580719208690816,0,0,0,-0.0109044172425165,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622303660142923,0,0,0,0,0,0,0.166729295576852,0,0,0,0,0,0,0,0,0,0,0.131163411947764,0.0295702108927606,0,0,0,0,0,0,0,0,0.00898824504165602,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.16401139260989,0.305528541482476,0.137926745316326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967381229939108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771169419770013,0,0.0116250616126751,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121716960635253,0,0,0.0886111724273432,0,0,0,0,0.291853099187454,0,0,0,0,0,0,0,0,0.497829813059306,0,0,0,0,0,0,0,0,0,0,0,0.144327774875571,0.0396457814807382,0,0.223513289768466,0,0,0,-0.0557323441329549,0.0587959331666744,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.509465106601235,0,0,0,0,0,0,0,0,0,0,0.0650556782089265,0,0,0,0,0,0,-0.0404746495410738,-0.0102740592797349,0,0,0.0456773187160597,0,0,0,0,0.0340218509564095,0,0,0,0.0697844046478583,0,0,0,0,0,0.317094967999637,0,0.0631427501682366,0,0,0,-0.0871489936418293,0,0,0,0,0.00168949853506225,0,0,0,0,0,0
X600741.SH,0,0.157121820838322,0,0,0,0,0,0.0812302857578032,0,0,0,0,0,0,0,0.097319322681644,0.0585984344192207,-0.0902861855865417,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221561932797278,0,0.0556244548735046,0,0,0,0,0,0,0,0,0,0.0450034303201991,0,0.0928049739246714,0,0,0,0,0,-0.013309769810254,2.16840434497101e-19,-0.0969997206939682,0,0,0,0,0
X002475.SZ,0,0,-0.0113754016924684,0,0,0,0,0,0,0,0,0,0,0,0.0181401690502874,0,0,0,0.298496962868034,0,0,0,0.137732535229609,0,0,0,0,0.0965841294055942,0,0,-0.0220737441635029,0,0,0,0,0,0,0,0,0,0,0,0,0.0962582217306204,0.0539777161005164,0,0,0.00137942369970163,0.0563382382977353,0,0,0.00422087771653927,0,0,0,0,0,0,0
X002236.SZ,0,0,0.444991576011521,0,0.139687870700924,0,0,0,0,0,0.109445031285656,0.0779240432917994,0,0,0,0,0,0.255063629414616,0.130079102275248,0,0,0,0,0,0,0,0,0,0,0,0,0.00482600385950665,0,0,0,0,0,0,0,0,0,0,0,0.0701819797619929,0,0.0105877661095739,0,0,0,0,0,0,-0.00542812014454929,0,0,0,0,0,0
X000338.SZ,0,0,0.0316500408303234,0,0,0,0.0845685478852435,0,0,0.032631861769787,0,0.0790266117655156,0,0,0.0772686283042665,0,0.331136400534157,0,0,0,0.0246834118773358,0,0,0,0,0,0,0,0,0,0,0,0,0.0472649226849884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826164331669151,0,-0.0113268442518028,0.0071741060255323,0,0,0,0,0,0
X600031.SH,0.0403322237152288,0,0,0.0186198002812788,0,0,0,0,0.174586177476824,0,0,0,0.17375032272193,0,0.0357994413895266,0.321336777589602,0,0,0,0,0,0,0.0785854201147271,0,0,0,0,0,0,0,0,0,0,0.116009222303014,0,0,0,0,-0.084722394692454,0,0.0529114514417091,0,0,-0.0804772472487098,0,0,0,0,0,0,0,-0.02926070486992,0.0441826484519503,0.163306773527098,0.0693823820774268,0,0,0,0
X002008.SZ,0,0,0,0,0.0307660465356355,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0982743740329656,0,0,0,0,-0.119699694377443,0,0,0,0.248125347807586,0,0.112516284822253,0.0212669729287675,0,0,0,0.166602515540729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125741674605197,0,0,0,0.203633498848549,0,0,0,0.00564587596855417,0,0,0,0,0,0
X002456.SZ,0,0,0.0617620057490706,0,0,0,0,0,0,0,0,0,0,0.278279540247515,0,0,0,0,0,0,0.0211020404310659,0,0,0,0,0,0,0,0,0.0603439835549146,0,0.0416767800763583,0,0,0.202384764074054,0,0,0,0,0,0,0,0,0,0,0.144519138818217,0,0,0,0,0,-0.0233204397790416,0.0195877105485065,0,0,0,0,0,0
X300003.SZ,0,0,0.209872395555884,0,0,0,0.185648482065755,0,0,0,0,0,0,0,0,0.169137528051349,0,0,0,0,0,0,0,0,0,0,0.112148372543968,0,0,0,0,0,0,8.67361737988404e-19,0,0.0767745885808951,0,0,0,0,0,0,0,0,0,0.0328985279325256,0,0.00882124259631762,0,0.0540027297215661,0,0.0149769520083099,0.0219138622626264,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.0514382384983677,0,0,0,0,0,0,0,0,0.104656756396917,0.0679623273181338,0.222337095565531,0,0,0,0,0.085951792344822,0,0,0.0326757678070534,0,0,0,0,0.0014518156955511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838112232477841,0,0,0,-0.00943096943831748,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0878591124152532,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.174392128163653,0,0,0,0,0,0,0,0,0,0,0.0656876812299511,0,0,0.116584742625553,0,0,0,0,0,0,0,0,0,0.045872973305724,0,0,0,0,0.0463841354920939,0,0,0,0,0,0.0152986934215687,-0.018090185617665,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,-0.0281320527838436,0,0,0,0,0,0,0,0,0,0,-0.134220098698162,0,0,0,0,0.165586901048903,0,0,0,0,0.166398514261073,0,0.0833838972838909,0,0,0,0.0451460098184187,0,0,0,0,0,0,0,0,0,0,0.0896825821626227,0,0,0,0,0,-0.0116701604892302,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0.522439127482639,0,0.25776481011701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316980966827268,0,0,0,0,0,0.300400576746955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00543141125575123,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467539630504927,0,0,0,0,0,0,0,0.0331817918543986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113009707671047,0,0,0,-0.0035734662132996,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0207559460866012,0,0,0.0927258696737283,0,0.201581213483285,0,0,0,0,0,0,0,0,0.0967750119523011,0,0,0,0,0,0.00958207487675333,0,0,0,0,0,0.0809371802416439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234719897862511,0.0438792050117262,0,0,0,0,0,0,-4.33680868994202e-19,-0.00344156127039801,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.232437350294399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873478581984309,0,0,0,0.0992995661855142,0,0,0,0,0,0,0,0,0,0.111357016925684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00841058661163989,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.098183600159552,0,0,0,0.0315152695577109,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14950921227555,0,0,0.114206057281571,0,0,0,0,0,0,0.085029136486275,0.148891487836404,0.0964931869348815,0.192773395837743,0,0,0,0,0,-0.00330157624584112,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0.122809985022866,0.111500728757156,0,0,0.255977036762988,0,0,0,0.0441733775387222,0,0.0845301217639713,0,-0.172193992610746,0.0435918704243535,0,0.123658306791757,0,0,0,0,0,0,0,0,0,0,0,0.00817624992913543,0,0,0,-0.199994980346601,0,0,0,0,0,0,0,0,-0.0992834072500134,0.0713927015721973,0,0,0,0,0,-0.00827303777892137,0,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0.100191066043547,0,0,0.0134288439904291,0,0,0,0,0,0,0,0,0,0.0774255716145074,0,0,0.315074859178352,0,0,0,0,0,0,0,0,0,0.235165744244485,0,0,0,0,0,0,0,0,0,0.18203184689724,0,0,0,0,-0.0313493156222038,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0.161696318202074,0,0.133473722557634,0,0,0,0,0,0.0744646129009253,0,0,0,0,0,0,0,0.176259334372592,0,0,0.00267033025655283,0,0,0,0,0,-0.143841014072643,0,0,0.137449552964815,0,0,0,0,0,0,0,0.0768615748874388,0,0,0,0,0,0.0913127498090102,0,0,-0.0209247583129997,0.0606566486209073,-0.162222143004833,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00714916833423749,0,0.116104387939185,0.00997527339163866,0,0,0,0.67049857254574,0,0,0,0.0236397672344158,0,0,0,0,0,0,0,-0.253349510049255,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.133507440670721,0,0,0,-0.0565607047739117,0,0,0,-0.110862086622316,0.144460935007831,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0.177184912889436,0,0,0.171865652457691,0,0.0952204667535448,0,0,0,0,0.157259443083868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344954796535602,0,0,0,0,0,0.0127620243951062,0,0,0,0,0,0.0910455756313287,0.101617381069414,0,0,1.73472347597681e-18,0.0045482446863107,0,0,0,0,0,0
X002508.SZ,0,0,0,0,0,0.0670194300282448,0,0.032603669486925,0,0,0,0,0,0,0,0,0,0,0,0.0217302113681066,0,0,0.0716674274217062,0,0,0,0.235887525028463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0218644157129595,0,0,0,0,0,0
X600566.SH,0.0534092463112294,0,0,0,0,0,0,0,0.148488070375658,0,0,0,0,0,0,0,0,0,0,0.165913630994093,0.0251209289601761,0,0,0,0,0,0,0,0,0,0.0737571870545653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156896899710765,0,0,0,0,0,0,-0.014893219630279,1.0842021724855e-19,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0.227046570366136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989458312466372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526783642748857,0,0.334463339930206,0,0,0.147059349983353,0,0,0,0,0,0.0209758908461183,0.022906256901342,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191907950698047,0,0,0,0.0555984472096495,0,0,0,0.187159878331174,0,0,0,0,0,0,0.0183471682893186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202586138622819,0,0.0146411187797009,0,0.133898229967242,0,-0.010928091092872,0,0,0,0,0,0,0
