,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X002371.SZ,X000063.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X002049.SZ,X002179.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X600702.SH,X002241.SZ,X000977.SZ,X000157.SZ,X002180.SZ,X601877.SH,X600741.SH,X300142.SZ,X600522.SH,X600584.SH,X002074.SZ,X000733.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X000800.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.279141421843051,0,0,0,0.0229800275178909,0,0,0,0,0.00747944351153672,0,0,0,0,0,0.101118675224511,0,0,0.0593250839470946,0.0261735430361848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250968452740878,0,0,0,0,-0.0101379988486445,0.0106408113042826,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0789795243626819,0,0.00600053751267139,0.252955540568718,0,0,0,0,0,0,0,0,0,0.0843619821886237,0.0628528879447868,0,0,0,0,0,0,0,0,0.0478994807205032,0,0,0,0,-0.0440589832516105,-9.86485738765997e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315593649275122,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0783408204076886,0,0,0,0,0,0,0.0397730048359418,0,0,0,0,0,0,0,0.0655421251970977,0,0,0,0,0,0,0.178782567663254,0,0,0,0,0,0,0,0.217550064463372,0,0,0.191837364356732,0,0,-6.93889390390723e-18,0,0.00637595116063161,0,0.0354543707836118,0,0,0,0,0,0,0,-0.0393985996623471,0,0,0,0,0,0
X000568.SZ,0,0.601089659878243,0,0,0,0,0.120597683633293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104363039553774,0,0,0,0,0,0,0,0,0,0,0,-0.00721721541501891,0,0,0,0,0,0,0,0.0304700273112086,0,0,0,0,-0.0174590731971916,-0.0274500729595003,0,0,0,0,0,0
X600276.SH,0,0,0,0.0373268330319776,0,0,0.0174273853043664,0,0,0,0,0,0,0,0,0,0,0.0257115640380625,0,0,0,0.0363580838830201,0,0,0.1539429472727,0,0,0,0,0.0695518251697215,0.197531699771331,0,-0.0377611600437106,0.00722520908514654,0.0739409679075482,0,0,0,0,0.0649271754080081,0,0,0,0,0,0,0,0.094682468405843,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600809.SH,0,0.584462822318705,0,0,0,0,0.090464071923369,0,0,0,-0.0256598144040716,0,0,0,0,0,0.113883990244016,0,0,0,0,0,0,0,0,0,0.0348508047981476,0,0,0,0,0,-0.0236454237403033,0,0.0342777437315502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169970855219284,0,0,0,0,0,0
X002304.SZ,0,0.203368154739467,0,0.214545317447458,0,0,0,0.102869028480588,0,0,0,-0.055054215677231,0,0,0,0,0,0,0,-0.0285869151804169,0,0,0,0,0,0,-0.0673634495051268,-0.117183870032264,0,0.0435769204680584,0.00948429546771533,0,0.017369930722291,0,0,0,0,0,0,0.0166702813313026,0,0,0,0,0,0,0,0,0,0,0,-0.0416512499986356,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.10403432517932,0,0,0,0,0.202497553980171,0,0,0,0,0.142600102550501,0,0,0,0.196254238690271,0,0,0,0,0,0,0,0,-0.121828666177836,0.00175756401726676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308353229557799,0.100444276175581,0.0153858457491694,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292940589876528,0,0,0,0.00688023562053201,0,0,0,0,0,0.0350275531029698,0,0,0,0,0,0.0149107995810341,0.0181678555148135,0,0,0,0,0,0.0159449374555918,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200671527149053,0,0,0,0,0,0.0216292370169804,0,0.0466386689396404,0,0,0,0,0,0.0719074091307562,0,0,0,0,0,0,0.0647735720661818,0,0,0.110771791751569,0,0,0.0631703443756354,-0.19458482289642,0,0,0,0,0.0197000052441984,0.0290846284188694,0,0,0,0,0,0
