,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X002475.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X600177.SH,X000157.SZ,X300124.SZ,X600372.SH,X600522.SH,X002085.SZ,X002007.SZ,X600089.SH,X000981.SZ,X300003.SZ,X002294.SZ,X002508.SZ,X600867.SH,X600699.SH,X000559.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X600498.SH,X300136.SZ,X000623.SZ,X002426.SZ,X002074.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.102251626194004,0.0448400427140557,0.000299204712800025,0,0,0,0,0,0,-0.0177291216297357,0,0.239765200830355,0,0,0,0,0,0.226818860454528,0,0,-0.0554540686157761,0,0,0,0,0,0,0,0,0.0239063759244432,0,0,0,0,0,0,0,0,0,0,0,0.0223969742041848,0,0,0,0,0,0,-9.45600303402273e-05,0,0,0,0,0,0
X600104.SH,0,0,-0.0509014869807811,0,0,0,-0.0115841067048551,0,0,0,0,0,0,0.611394130052378,0,0,0,0,0,0,0,0,0,0.0931354867604273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036844873422145,0,-0.16343256961552,0,0,0,0,-0.039191735198463,-0.00442603116307816,0,0,0,0,0,0,0
X002415.SZ,0.00461956447265253,0,0,0.0914808723993876,0,0,0,0,0,0,0,0,0.0462917496032385,0,0,0,0.121656024225972,0,0,0,0.0923633960877063,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181564687553598,0,0,0,0,0,0,0,0,0.124747020768953,0,0,0,0,0,0,0,-0.007072891957033,0.00530829484599691,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0476829480899012,0,0,-0.0628994276578518,0,0,0,0,0,0,0,0,0,0,0.0480030261079625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149280965097867,0,0,0.167952225934594,0,0.500617033109057,0,0,0,-0.109472201192382,0.00152989242459092,0.0181363128876679,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0584524697751936,0,0,0.0282911378588049,0.0481241921561112,0,0.280513443967969,0,0,0,0,0,0,0,0,0,0.157589896420385,0,0,0,0,0,0,0,0,-0.0411630820151447,0,0,0,0,0,0,0,0,0,0,0.0329655435532508,0,0,0,0,0,0,0.00606290314806386,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0831373734088996,0,0,0.00445446835416113,0.235437175880034,0.253999399745294,0,0,0,0,0,0,0,0,0.0392532075825393,0,0,0,0,0,0,0,0,0,0,0.0165551308222406,0,0,0,0,0,0,0.059558485710962,0,0,0,0,0,0,0,0,0.0130916133841063,-0.00644000522778904,0,0,0,0,0,0
X000725.SZ,0,0,0,0.129583185245859,0,0,0,0,0,0.0321514809008946,0,0,0,0,0.0146382341531855,-0.280548852228376,0,0.194352622956622,0.103326852865677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584309160399477,0,0,0,0,0,0,0,-0.0617930195020796,0,0,0,0.0293509441026403,0,0,0.131479245043386,0,0,-0.0140551642252262,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0376385605646827,0.044396517778889,0,0,0,0,0,0.176123612253254,-0.0397427861605298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483400517140309,0,0,-1.0842021724855e-19,0,-3.46944695195361e-18,0.0293779248840981,0,-0.070799258029432,-0.00505049375451034,0,0,0,0,-0.109722497997419,0.0212506746656223,-0.00212677775926781,0,0,0,0,0,0
X000625.SZ,0,0,0,0.105197894180804,0,0,0,0,0,0.0093168245654102,0,0,0.0822847678060253,0.318192046392381,0,0,0,0,0,0,0.00255410421026692,0.0366157491555074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465248593470549,0,0,0,0,-0.00970974012485222,0.00345179768268182,0,0,0,0,0,0
X000063.SZ,0.0568178483380929,0,0,0.0803950050955482,0,0,0,0,0,0,0,0,0,0,0,0,0.0523098303629639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841276293991149,0,0,0,0,0,0.190074355311347,0,0,0,0,-0.0165363267851559,0.0167214915131007,0,0,0,0,0,0
