,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000596.SZ,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X601877.SH,X600702.SH,X300142.SZ,X600741.SH,X000157.SZ,X000977.SZ,X000733.SZ,X600522.SH,X002074.SZ,X600584.SH,X000799.SZ,X600460.SH,X300003.SZ,X000066.SZ,X600779.SH,X600884.SH,X601799.SH,X002236.SZ,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.13923785103621,0,0.196358554905074,0,0.107253080378915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609343499581741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085301611015429,0,0,0,0,0,0,0
X000858.SZ,0,0,0.155053176878607,0.066736683295361,0.29791653036844,0,0.37724401505133,0,0,0.0196144825989715,0,0,0.0533592806055193,0,0,0,0,0,0,0.0283126928628214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435050282601061,0.0214692660450958,0,0,0,0,0,0
X000568.SZ,0,0.333532283386601,0,0,0,0,0.380631900631103,0.173582449092102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,3.46944695195361e-18,0,0,0,0,0,-0.070975469912017,0,0,0,0,0,0,0.0056561951809657,0,0,0,0,0.143992619836802,0,0.0254511456306745,-0.0305925621000209,0,0,0,0,0,0
X002415.SZ,0,0.0663801887684178,0,0,0,0.167780633829762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114379756681652,0,0,0.0313913919290957,0,0,0,0,0,0,0,0,0,0,0,0.0593192156651407,0,-0.00652665515228935,0,0,0,0,0,0,0,0,0,0,0.018774090308419,0,0,0,-0.017920885096728,0,0,0,0,0,0
X600809.SH,0,0.0281984660435141,0.065848439599926,0,0,0,0.199806612798368,0.139625199532119,0,0,0,0,0.02007669688278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810043282853549,0,0,0.273874361386745,0,0,0,0,0,0,0,0,0,0,0.00588834280870991,0,0,0,0,0,0,0
X600276.SH,0,0,0.11760937865222,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0833706304729149,0,0,0,0,0,0,0,0,0,0.0762714315104965,0,0,0,0,0,0.0626111789916537,0.103713144936509,0,0.0944393720135284,0.0524494987720323,0,0,0.0179732732883102,0,0,0,0.0565066953152934,0,0,0,0,0,0,0,-0.00740096259260991,0,0,0,0,0,0,0
X002304.SZ,0,0.34292522871031,0.290751517626541,0,0,0,0,0,0,0,0,0,0,0,0,0.150547880341036,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00847286664033346,0,0,0,0,0,0.0489959005964168,0,-0.0207072053715035,0,0,0,0,0,-0.0668925411329646,0.064806718292333,0,0,0,0,0,0,-0.00682645520279183,0,0,0,0,0,0,0
X600690.SH,0,0,0.11341728822732,0,0.0174579967783366,0,0,0,0,0,0,0,0.215706943389004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140995992991111,0,0,0,0.0315452213357697,0,0.0324950343026945,0,0,0,0,0,0.0044715466041159,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0616594593981731,0,0.0761073445716882,0,0,0,0.0612006040997955,0,0,0,0.115626808506803,0,0,0,0,0,0.127464263597073,0,-4.33680868994202e-19,0.130829723521973,0,0,0,0,0,0.0159655564748968,0.0211349391386542,0,0.000646916921489333,0,0,0,0,0.0574328865017357,0.159118409640722,0,0,0,0,0,0.0447184586591108,0,0,0,0,0,0,-0.0136622591863717,-0.000958157071862466,0,0,0,0,0,0
X000651.SZ,0,0.209450070646031,0.0531277115346868,0,0,0,0,0.0431735062415723,0,0,0,0,0.0481990514870577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144446191532567,0,0,-0.01659863758465,0,0,0,0,0,0,0,0,0.017679123309722,0,-0.020968702585246,0,0,0,0,0.00115224496517995,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.000564852038207149,0,0,0.118905942871526,0,0,0,0,0,0.0653210407305842,0,0,0,0,0,-0.0397436325514416,0,0,0,0,0,0,-0.0233460056747846,0.173256346804096,0.104249091777121,0,0.0535596472272616,-0.0392308062494119,0,0,0,0,0.0132511214145541,0,0,0,0,-0.0703858798033062,0,0,0,0,0,0.333513901726028,0,0,-0.0258760261826058,0.00245107903662578,0,0,0,0,0,0
X600104.SH,0,0,0.0718623333129307,0,0,0,0,0.0810583643656579,0,0,0,0,0.0661539636705814,0.101894778544925,0,0,0,0,0,0.0766871825661093,-0.0395186748425618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565534772568077,0,0,0,0,0,-0.0649751147537158,0,0,0,0.0036645623786807,0,0,4.33680868994202e-19,0.0231263719693567,-0.00193837557672515,0,0,0,0,0,0
X600031.SH,0,0.0563335530697516,0,0,0.149977720174619,0,0.0946215510897274,0.0733740634884674,0,0,0,0,0,0,0,0,0,0,0,0.0350975943541977,0,0.0448513860159269,0,0,0,0,0,0,0,0,0,0,0,0,0.225808934153454,0,0,0,0,0,0,0,0,0,0.00776099780913208,0,0,0,0.0997506463976801,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440519618889573,0,0,0.0563772233056872,0,0,0,0.0680420818426357,0,0,0,0.0257160922205467,0,0,0,0,0.060489974795428,0,0,0,0,0,0,0,0.129814372907255,0.0818301195368214,0.0329325512550634,0,-0.0038522232277362,0.00360709560985826,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914333777970198,0,0,0,0,0.166463725596807,0,0,0,0,0,0,0,0,0,0,0,0,0.0161043911042731,0.340811955453421,-0.224857631041327,0,0,0,0,0,0,0,0,0.00219691387794923,0,0,0.0655385172147316,-0.0711333644196443,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.326213658039366,0,0,0,0,0,0.0264223906706568,0,0,0,0.111219423466722,0,0,0,0,0,0,0,0,0,0.0603398452608368,0,0,0,0,0,0,0,0,0.083582820296554,0,0,0,0,0.0962185448660309,0,0,0,0.0334916616857008,0,0,0,0,0,0,-0.00249387329434343,0.000911921759207263,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0410708140551862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12502426872657,0,-0.0303424442689196,0,0,0,0,0.0162512626671097,0,0,0,0,0.147927939894321,0,0,0,0,-0.00262047749919715,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169756872330003,0,0,0,0,0,0,0,0.0328112837521442,0.00967335937263329,0.0387390980047474,0,0,0,0,0.0840519947537943,0,0.353427268345733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192586528516887,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053997096098122,0,0,0,0,0,-0.0387506438568177,0,0.0227852277419026,0,0,0,0,0,0,0,0.00521649911775066,0.00502147207554474,0,0,0,0,0.0165072858309828,0,0,0,0,0,0,0,0.00579612695717371,0,0,0,0,0,0.0445951293381194,0,0,0.00894691299428415,0,0,0,0,0,0
X000625.SZ,0,0.0749864092702526,0,0,0,0,0,0,0,0,0,0,0,0,0.17464717568255,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930464155524944,0.0328253889538011,0,0,0,0.336917208604063,0.264412943049392,0,0,0.0227482908836339,0.188108260967721,0.0491791620948905,0,0,-0.101695874079444,0,0,0,0.0485472960779428,0,0,0,0,0.0323564361229611,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.0139132949243538,0,0,0,0,0,0,0,0.0752230283385306,0.068204032288493,0,0,0,0,0,0.220057435718635,0,0,0,0,0.0361990297256892,0,0,0,0,0,0,0.0241179104125975,0,0,0,0,0,0.0563720067581014,0,0,0,0,0.0607575205275875,0,0,0.15585796037352,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0907418031909607,0,0,0,0,-0.0203260614949403,0,0,0.00984747097942373,0,0,0.0188015191219156,0,0,0.0101461374875374,0,0,0,0,0,0,0,0.239269690309892,0,0,-0.0105001584542254,0,0,0,0,0,0.0234816856992037,0,0,0,0,0,0,-0.226603676452435,0.023891101380574,0,0,0,0,0,0,0
X600703.SH,0,0.0375594336269067,0,0,0,0,0,0,0,0,0.00250335831618625,0,0,0,0,0,0.00903017245689364,0,0,0.0109376955144416,0,0,0,0,0.159577499987214,0,0,0,0,0,0.192723615269006,0,0,0,0,0,0,0,0,0.0220138361698991,0,0.143637012162619,0,0.200497794404333,0,0,0,0,0.0407857412129166,0.0334243549852927,0,0.0222663484034441,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.147075799993439,0,0,0,-0.148834670852172,0,0,0,0,0,0,0,0.0906956907845237,0,0,0,0.114010371923994,0,0,0,0,0.167255087650835,0,0,-0.117809732209532,0,0,-0.00617039273350327,0.194328263120827,0,0,0,0,0,0.145308111210568,0,-0.0929924331731315,0,0,0,-0.0182039019692126,0,0,-0.030603054425054,-0.015328965723339,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0.0626271063327513,0,0,0,0.128415795122071,-0.070341795313845,0,0,0,0.0465260239772599,0,0,0,0.0535836485360913,0,0,0,0,0.00585413131450327,0,-0.00679933590010416,0,0,0,0,0,0.480800025404782,0,0,0,0,0,0,0.020982562421998,0,0,0,0,0,0,0,0,-0.00427317241691295,0,0,0,0,0,0
X600089.SH,0,0,0,0.0172712605748115,0,0,0,0.0705321232210693,0,0,0,0,0,0,0.0212859724374677,0,0,0.145259617273147,0,0,0,0,0,0,0,0,0,0,0,0,0.157388567483812,0,0,0.120853614888306,0.149611562242617,0,0,0,0.0505170520914333,0,0,0,0.0278455788140225,0.0194483536062144,-0.132525800294567,0,0,0,0,0,0,0.0190599260051829,-0.00703430074946507,0,0,0,0,0,0
X000661.SZ,0,0,0.0377475848458124,0,0,0.245286299518275,0,0,0,0,0,0,0,0,0,0.0351348295832245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185965750194747,0,0.147266745904092,0,0,0,0,0,0,0,0,0.0212085049931181,0,0,0,0.0615641384893501,0,0,0,0.157026373921176,0,0,0,0.000491041603048337,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.00922138248860866,0,0,0,0.00902996320100622,0,0,0,0.159441447648651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870296899466934,0,0,0,0,0.0565047790975377,0,0.0366434952930867,0,0.00966012106870188,0,0.0173675459206603,0,0,0,0,0,0,0,0,0,0,0.0398381724290544,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105085483038695,0,0,0,-0.0281367601236651,0.229679223322664,0,0,0,0,0,0.0365762526666474,0,0,0,0,-0.113818979208048,0,-0.00169330421511267,-0.146876632715157,0,0,-0.121651955294404,0,0,0,0.133540845391028,0,0.181520678880896,0,0,0,-0.15738533922857,0.0863693508642831,0,0,-0.0699602863283475,0.0199221684103246,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134344491175404,0,0,0,0,0.0713620124483384,0,0,0,0,0,0,0,0,0,0,0,0,0.0734752617921294,0,0.301867764882407,0,0,0,0.0635323936827749,0,0,0,0,0,0,0,-0.0056309765659678,-0.0230371918986071,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24698804564115,0,0,0,0,0,0,0,0.0669577033906183,0.205097889170455,0,-0.0918908642665139,0.0598971556026688,0,0,0,0,0,0,0,0.0915591268287475,0,0,0,0,0.0596472686360603,0,0,0,0,0,0,0,0
X600702.SH,0,0,0.0715745725499289,0,0.059963016601799,0.0396842221989823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0776441816757031,0,0,0.0569044747427742,0,0,0.0525748490602344,0,0,0,0,0,0,0,0,0,0,0.507127141885138,0,-0.208015486547814,0.0381948953771733,0,0,0.00271957723870515,0,0.134210119102277,0,0,0.0159210830825224,1.73472347597681e-18,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0.151340439188966,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209988523528592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157988297114452,0,0,0,0.235555065808708,0,0,-0.0222706226729347,0.078916300046604,0,0,0,0,0,0
X600741.SH,0,0.0933756509281078,0,0,0,0.095883436398532,0,0,0.13761180553893,0,0,0,0.00625025985794777,0,0,0,0,0,0,0.099293520677294,0,0,0,0,0,0.0367640815891789,0,0,0,0.0256828321272343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900983488456608,0,0,0,0,0.00799061418717157,-0.0117856737561203,0,0,0,0,0,0
