,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X000100.SZ,X600741.SH,X600066.SH,X600031.SH,X600118.SH,X002236.SZ,X002506.SZ,X000559.SZ,X002241.SZ,X002475.SZ,X000157.SZ,X000568.SZ,X600372.SH,X600177.SH,X000338.SZ,X002074.SZ,X300003.SZ,X300124.SZ,X002085.SZ,X002294.SZ,X600089.SH,X600867.SH,X002465.SZ,X002049.SZ,X000981.SZ,X002456.SZ,X600498.SH,X601877.SH,X002180.SZ,X300001.SZ,X002007.SZ,X000869.SZ,X600699.SH,X600582.SH,X000623.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0939608866911547,0,0,0.215199892565897,0,0,0,0,0,0,0,0.0423456389605906,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.00876683785243478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.0876695778978178,0.108886204138556,0,0,0,0,0,0,0,0,0,0,0.389813703154789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576769993266477,0,0,0,0,0,0,0,0,-0.00468258074835132,-0.0119662611140541,0,0,0,0,0,0
X002415.SZ,0,0.0700092310141236,0,0,0,0,0,0,0,0,0,0,0,0.0299786600376058,0,0,0,0,0,0,0,0,0,0,0,0,0.00666594379047286,0,0,0,0,0,0,0,0.074304278408081,0,0,0,0.164621505333599,0,0,0,0,0,0,0,0,0.407865190909275,0,0,0.0191672114725008,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0851205472331833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732258221762403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699295822725262,0.00846117154420394,0,0,0,0.0538431267456239,0,0,0,0.0487813636743231,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.033321561174739,0,0,0.0438330805283757,0,0.081855918048725,0,0,0,0,0,0,0,0,0.0972879096418163,0,0,0,0,0.224372787908603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373460192277913,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0110079099126041,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0371150207773772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319308948608422,0,0,0,0,0,0,0,0.046447508431719,0,0,0,0,0,0,0.0469117880348437,0.0146208110655023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415443118832479,0,0,0,0,0,0,0,0,0,0,0.276296216427258,0,0.00883331800079126,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.026709818703697,0,0,0,0,0,0,0.0674199230233749,0,0,0,-0.00841234447262442,0.021563174206941,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147799592050306,0,0,0,0,0,0.0390513321426743,0.13771406465599,0,0,0,0,0,0.132033839359943,0,0,0,0.102108120729956,0,0,0,0,0,0,0,0,0.105719117396124,0.0150341137565103,0,0,0,0,0,0,0.0475889541200292,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0973781957171876,0,0,0,0,0,0,0,0.0875298008723405,1.38777878078145e-17,0,0,0,0,0.226161589505018,0,0,0,0,0.020225478473341,0,0,0,0,0,0,0.108212775026889,0,0,0,0.031008354994499,0.0113521452278154,0,0,0.0435153863071175,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.240221107933884,0.07867638385163,0,0,0,0,0,0,0.0467469506432009,0,0,0,0.071366724233217,0,0,0.0538925468656076,0.10014641296448,0.194220776779088,0,0,0,0,0,0,-0.00106591038833948,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248151641502572,0.052580912111065,0,0,0,0,0,0,0,0,0.306892913456499,0,0,0,0,0,0,0,0,0,0,0,0.0906688102896933,0,0.566147158670816,0,0,0,0,0,0,0,0.0187548038773782,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.0146487541014295,0,0,0,0,0,0,0,0,0,0,0,0,0.0628859811022998,0,0,0,0,0,0,0.167747333067018,0,0,0,0,0,0,0,0,0,0,0,0.32065261802735,0,0,0,0.0128591736009589,0,0,0,0,0,0,0,0,0,0,0,-0.101057061098626,0,0,0,0,0,0
