,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X002371.SZ,X002241.SZ,X002129.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600741.SH,X000100.SZ,X000661.SZ,X600089.SH,X300142.SZ,X002074.SZ,X002180.SZ,X600702.SH,X600884.SH,X000157.SZ,X600522.SH,X000733.SZ,X002236.SZ,X000799.SZ,X002414.SZ,X002008.SZ,X000977.SZ,X600584.SH,X600779.SH,X600563.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.539244667220147,0,0,0.0748219892917374,0,0,0,0,0,0,0,0,0,0,0.00517369643650011,0,0.0304685090204872,0,0,0,0,0,0.0287614676532568,0,0,0,0,0,0,0,0,0,0,0,0.105775891503578,0,0,0,0,0,0,0,0,0,0,0.00150842818393845,-0.00121312451927712,0,0,0,0,0,0,0,0,0.0255984070164113,0,0
X000858.SZ,0.0188982516610808,0,0,0,0.228562175676161,0.0520427967507962,0,0.0241063783915003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157729635792223,0.0215975764249967,0,0,0,0,0,0,0,0,0,0,0,0.0879286204820701,0,0,0,0,0,0.092740632953508,0,0,0,0,0,0,0,0,0,0.0111157604753222,0,0,0,0,2.16840434497101e-19,0,0
X002415.SZ,0,0,0,0,0,0.0477744839177189,0,0,0,0,0,0,0,0,0,0.0920399554271363,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0264928402396932,0,0,0,0,0,0,0.129425589575593,0,0,0,0,0.16579144637264,0,0,-0.0339017858534971,0,0,0,0.00101572940599431,0.00234035661995569,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.125411956672565,0,0,0,0,0,0,0,0,0,0,0.00829777158295021,0,0,0,0,-0.214365226724264,0.0922848781318381,0,0,0,-0.126212354589594,0,0,0,0,0,0,-0.164493930952418,-0.0299727415916697,0,0,0,0,-0.0266565759527957,0,0,0.276673987996066,0,0,0,0,0.112408469630319,0,0,0,0.0732898528038314,0.00420477285410477,0,0,0,0,0,0,0
X000568.SZ,0.209236031997478,0,0,0.0690555565466161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121070256501499,0,0,0,0,0,0,0.0444431534677524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367788190346439,0,0.266864706763806,0,0,0,0,0,0.0163342694837771,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00262035598530127,0.338331887819049,0.272624677232562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402539246689085,0,0,0,-0.0376371487230535,0,0,0,0,0.0277467989805131,0,0,0,0,0,0,0,0,-0.0408451212304051,0,0,0,0,0,0,0
X600276.SH,0.014598427769758,0,0.0422968714349544,0,0,0,0,0,0.217706182949744,0,0,0,0,0,-0.0384670926818113,0,0,0,0,0.340862812077418,0,0,0,0,0,0,0,0,-0.0916185180494308,0,0.0218809707948036,0,0,0,0.0970956882785335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199104028376714,0,0,0,-0.0221685992250866,0,0
X002304.SZ,0,0.172787247510881,0.0351954558641718,0,0,0,0,0,0,0,0,0,0,0,0,0.157390051236288,0,0,0,0,0,0.0436528506423242,0,0.0975982583407386,0,0,0,0,0,0,-0.11702770013089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554031546738848,0,0,0,0,0,0,-0.00290981693987558,0.0672003772123852,0,0,0,0.0997633063058952,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.149914443794786,0.0645000195262636,0,0,0,0,0,0,0.148187413935749,0,0,0.0258578529115849,0,0,0,0,0,0,0,0,0,0.142961923451708,0,0,-0.0167456034233735,0,0.0966582865176415,0,0,0.101061588312301,0,0,0,0,0.0874757903229113,0,0,0,0,0,-0.00400792808877368,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0421090401818041,0,0,0.0221414711523003,0,0,0,0,0.153159062589876,0.143549567531047,0,0,0,0,0,0,0,0,0,0.0282109408589457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017161041430992,0,0,0,0,0.00940030309741864,0,0
X600104.SH,0,0,0,0,0,0.0233074321322558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642783911338924,0,0,0.200498708295529,0,0,-0.0313628781952337,0,0,0,0,0.116437779079275,0,7.71012609929162e-05,0,0,0,0,0,0,0,0,0,0,0,-0.00803493562553713,0.0133206298598056,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0098207425748262,0,0.0467896001265056,0,0,0,0,0,0,0,0,0,0,0,0.0068655996718708,0,0,0,0,0,0.106897989100609,0,0,0.260709413528918,0,0,0,0,0,0,-0.00920529235724252,0,0,0,0,0,0,0,0.0443170449277835,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0883775026945567,0.118276528399794,0,0,0,0.0341665338098445,0,0,0,0,0,0,0.264479339763622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00666818851547806,0,0,0,0.187725811127965,0,0,0,0,0,0,0,0,0.0143996530881311,-0.035801367992413,0,0,0,0.00124303727625274,0,0
X300124.SZ,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.115036229206071,0,0,0,0.0207700874934258,0,0,0,0,0,0,0,0,0,0,0,0.0806746488658736,0,0,0,0.176540320774473,0,0,-0.0503757093038402,0,0,0,0.0677885209360462,0,0,0,0,0,0,0.0733511008502972,0,0.00953854460241239,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0863264497681557,0,0,0,0,0,0,0,0,0,0.00930803392691315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188908540751417,0,0,0.39198698782469,-0.0184936416836054,0,0.0537568792843687,0,0.119119772559583,-0.0305004452037995,0,0.384900373310826,0,0,-0.0615313531259471,0,0,0,0,0,0.030268974441786,0,-0.02091046106245,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13751961430448,0,0.115125514364453,0,0,0,0.53659419360108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182645729397247,0,0,0,0.0884235191264258,0,0,0.166302773651105,-0.0568258332138142,-0.0527410713496879,0,0,0,-0.180483148574931,0,0
