,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X600741.SH,X600703.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X600487.SH,X002008.SZ,X300124.SZ,X600809.SH,X000661.SZ,X002456.SZ,X000596.SZ,X000100.SZ,X600867.SH,X000977.SZ,X002179.SZ,X002007.SZ,X600498.SH,X000625.SZ,X300142.SZ,X600066.SH,X600566.SH,X002294.SZ,X000157.SZ,X300136.SZ,X002241.SZ,X002180.SZ,X300146.SZ,X600522.SH,X600089.SH,X600177.SH,X000869.SZ,X600372.SH,X002506.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.30290443291632,0,0,0,0,0,0,0,0,0,0,0,0.0906220024751224,0,0,0,0,0.0942097311781008,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0846611795031023,0,0,0,0,0,0.0466728241234147,0,0,0,0,0,0,0,0,0,0,0.0023418977980067,0.00353994683987878,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.141085626665552,-3.46944695195361e-18,0,0,0,0,0,0,0.363679160503961,0,0.216862162047448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060437908231388,0,0,-0.0320090167167535,0,0,0,0,0,0,0,0.0156283893551002,0,0,0,0,0,0,0,0,0.012063118010217,0.00379631270315489,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0472980477954867,0,0,0,0,0.0953621945766511,0,0,0,0.273266873961218,0.0129538795410005,0.1674041560197,0,0,0,0,0,0,0,0.087553347013749,0,-0.00348683876324154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713569479571018,0.0138599446766417,0.0379537972434923,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502074321138562,0,0,0,0,0,0,0.281416272596753,0,0.0889427238304213,0,0,0,0,0,0,0,0,0,0,0.406262242949829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190532089761547,0.0180205781191972,0,0,0,0,0,0
X000858.SZ,0.0839477754319946,0,0,0,0,0,0.21627002514836,0,0.0574247545165857,0,0,0,0,0,0,0.299561392771562,0,0,0.033709095812249,0,0,0.00651977134784649,0,0,0,0,0.0343514958394571,0,0,0,0,0,0,0,0.0364801185476055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715567378077651,0,0,0,0,0,0,0
X000651.SZ,0.0205314153270363,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.293937832540073,0,0,0,0.00979078536790216,0,0.209516730509968,0.0263271860472523,0,0,0,0,0,0,0,0,0,0,0,0,0.0145891817239169,0,0,0,0.00626058258914761,0,0,0,0,0,0,0,0.0143874470907582,0,0,0,0.0125430260687887,0.0230545265807529,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.494654279019224,0,0,0,0,0,0,0,0,0,0,0.325751867298904,0.0380216708894513,0,0,0,0,0,0,0.146053075101654,0,0,0.0421751524918679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492150865622168,0,0,0,0,0,0,0,0,0.217011374297694,0,0.127590877318066,0,0,0.114642732133145,0,0.00125522335911692,0,0,0,0,0.024329940206655,0,0,0,0.416586686368982,0,0,0.022220354927109,0,0,0,0,0.0129705074001002,0.0235577335823703,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.18922866127974,0,0,0,0,0,0,0.105059421272939,0,0,0,0,0,0,0.00717647884005663,0.128789506884907,0,0,0,0,0,0,0,0,0.142447694748594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210544645990303,0.0149888809905433,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.221122827812651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536385889113687,0,0,0,0,0,0,0,0,0,0,0,0.0441862161828939,-0.0538897958169439,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0830026958218363,0,0,0,0,0,0,0,0,0,0,0.102987384425812,0,0,0.122604675340732,0,0,0,0,0,0,0,0,0.00683959701231258,0,0,0,0,0,0,0,0,0,0,0,0.0164281314037357,0,0.197223346617835,0,0,0,0,0.189912228795195,0,0,0.00798170829452229,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0283347729664167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966973224966081,0.475677413210171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132681431852735,0,0,0,0,0,0,0,0,0,0,0,0.0215587869180956,0.0416883073294515,0,0,0,0,0,0
X600741.SH,0,0,0.0128998730833605,0,0,0,0,0,0,0.0299639140609916,0.0797568084318808,0.0904644108492918,0,0,0,0,0,0,0,0,0,0.0844705327486518,0,0,0,0.0355024468143076,0.155160873029487,0,0,0,0,0,0,0,0,0.0958302282827423,0,0,0,0.0229661635539348,0,0,0,0,0,0,0,0,0,0,0,0.0133956585622015,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.117097071472267,0.0397900463285572,0,0,0,0,0.0858464597395927,0,0,0,0.184225026303154,0,0,0,0,0,0.170330723365468,0,0,0,0,0,0,0.126014665419899,0,0.0713186896997016,0,0,0,0,-0.0203488790131268,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0137921340398998,-0.00898877956505587,0,0,0,0,0,0
X000338.SZ,0,0.0311552400328338,0,0,0,0.295260425871009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177793676104331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117881637587153,0,0,0.0264713893264981,0,0,0,0.0925442712347925,0,0,0,0.0179507006000429,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.324670825616555,0,0.0818115878719667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248515601261211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118709465147805,0,0,0,0,0,0,0,0,0,0.00841651524457217,-4.33680868994202e-19,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089437801839064,0,0,0.211245866838756,0,0,0,0.249686048193262,0.13600452192804,0,0,0,0,0.178622672204159,0,0,0,0,0,0,0,-0.0898499226465027,0,0,0,0,0,0,0,0,-0.00834236634453076,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104057118565163,0.244446297554949,0,0,0,0,0,0,0,0,0.185419325825903,0,0.0216531938589034,0.0376091892615454,0,0.0974829619406452,0,0.0233082746661798,0,0,0,0,0,0,0,0.257541751243343,0,0,0,0,0,0,-0.0174656990489219,-0.0219729204722563,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0.174234164427179,0,0,0,0,0,0,0,0,0,0.0573017067015569,0,0,0,0,0,0,0.0269686551013589,0,0,0,0,0,0,0,0.0588490498693787,0,0,0,0,0,0,0,0,0,0,0.00554826815181644,0,0,0,0.00407319262595135,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.108647365728247,0,0.427888475253415,0,0,0,0,0,0,0.324785091361694,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539567116760042,0,0.0422647491436723,0,0,0,0.101562689952252,0,0,0,0,0,0,0.00255929036537051,0.29578084679253,0,0,0.0283443827759641,0.0292942459331248,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0.0258267162317844,0,0,0,0,0,0,0,0.187485590727841,0,0.247116404013047,0,0,0,0,0,0.216120979894167,-0.0681302748278874,0,0,0,0,0,0.166499301136196,0,0,0,0,0,0,0,0,0,0,0.296984588229584,0,0,0,0,0.0363301439762617,0,0,0,0,0,0,0,0,0,0
X002008.SZ,0,0.132071400429112,0.172831096355408,0,0,0.0101629102307422,0,0.0461611429684994,0,0.0145195737785195,0,0.147658873351093,0.067352671121789,0,0,0.0417222327567703,0.197235010383378,0,0,0.190051376347842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223019996962549,0,0,0,0,0,0
