,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000596.SZ,X000625.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000157.SZ,X601877.SH,X002241.SZ,X600584.SH,X000661.SZ,X600522.SH,X002180.SZ,X600702.SH,X002074.SZ,X000733.SZ,X300142.SZ,X002463.SZ,X002007.SZ,X000800.SZ,X601799.SH,X000066.SZ,X600460.SH,X002028.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.388505513706185,0,0,0,0.0405752573552708,0,0,0,0,0.0108984013449291,-0.0206598078060612,0,0,0,0,0,0,0,0.110964625520876,0.000417319753245708,0,0,-0.0110156047395813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684779921986274,0,0,0,-0.0300249567495501,0,0,0,0,0,0,0,0,-0.0130995311384808,0,0,0,0,0,0,0
X000858.SZ,0,0,0.738474973066678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436132992189367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105459217680056,0,0,0.0324743946052952,-0.00797469082262107,0,0,0,0,0,0,0
X000568.SZ,0,0.626759637317679,0,0,0,0,0,0,0,0,-0.0495567319433572,-0.0118549000286793,0,0,0,0,0.240476013207768,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0452660135124174,0.00219470941771228,0,0,0,0,0,0,0,0,0.15281935962987,0,0,0,0,0,0,0,0,0,0,0,0,0.00345970828368999,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.310368125983735,0,0.00613032288995804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143855507965121,0,0,0,0,0.332329984229284,-0.0105862505099129,0,0,0,0,0,0,-0.349719550127181,0.310203876967461,0,0,0,0,-0.106737759702114,0,0,0,0,0,0,0,0,0,-0.0236553212625251,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.219384783804257,0,0,-0.0230226638327904,0,0,0,0,0,0.0136375236300435,0.276527916222327,0,0,0,0,0,0,0,0,0,0,0.0281477744108101,0,0,0,0,0,0,0,-0.0585654444319509,0.1363995356562,0,0,0,0,0,0,0,0,0,0,0,0,0.106724252574945,0.0890030069729389,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.158500160801316,0,0,0,-0.0460693572474656,0,-0.0576399814743793,0,0,0,0,0,-0.173404345190826,0,0,-0.0738216415815773,0,-0.00169660247646999,0,0,0,0,0,0,0.130125748681322,0,0,0,0,0,0,-0.115199329920949,0,0,0,0,0,0,0,0,-0.0612576436466075,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096029543769525,0,0.140276022806689,0,0,0,0,0.152106343739234,0.0267911743253468,0,0,0,0.00903920568208707,0,0,0,0.0623790647251212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.140918461275596,0,0,0,0,0,0,0,0.0827810706987654,0,0,0,0,0.0473168114239546,0,0,0,0.00958013409241425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981844942718778,0,0,0,-0.00373153586574154,0,0,0,0,0,-0.0090251352233358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.311124777120691,0.203291923683131,0,0.00557211785278406,0,0,0,0,0,0,0,0,0,0,0,0,0.0460005827637876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056862264465249,0,0,0,0.023631935778688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.196624838352597,0,0,0,0,0,0,0.29843656040676,0,0,0,0,0,0,0,0,0,0.0566730437972258,0,0,0.0410480868539958,0,0,0,0,0,0,0,-0.0497600589016795,-0.0420914199999491,0,0,0,-0.00280964238802139,0,0,0,0.010928471108018,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00641011445115231,0,-0.0150299162516438,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.0411462339055341,0,0,0,0,0.00723391393855587,0,0,0,0,0,0.256343197929096,0.00800478511629523,0,0,0,0,-0.0463307609354638,0,0,0,0,0.135813887688319,0,0,0.08529187052585,0,0,0,0,-0.0861097777891125,0.0361143852551939,0,0,0,-0.0311804509142773,0,0,0,0,0,0,0,0,0,0,-0.0376263989867892,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0987120871910384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20676032331779,0,0,0,0,0,0,0,0,0.16108904330632,0,0,0,0,0,0,0,0,0,0,0,0,0.20298902759163,0,0,0,0.0479052770724332,0,0,0.294547572972418,0,-0.0353409463956923,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162392251257083,0.200133476103191,0,0,0,0,0,0,0.0219330302911639,0,0,0,-0.00601928157550358,0,0,0,0,0,0,0,0,0,0,0,0.0560160573312942,0,0,0,0,0,0,0,0,0,-0.0100606919440759,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0310377652854911,0,0,0.158295867970061,0,0,0.101272462031948,0,0,0,0,0,0,0,0,0,0,0,0.0460798275677182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282059829826259,0.000363340669156761,0,0,0,0.0725119962269581,0.0322091044615009,0,0,0,0,0,0,0
