,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600372.SH,X000157.SZ,X000661.SZ,X002236.SZ,X600741.SH,X002049.SZ,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X002463.SZ,X600183.SH,X600522.SH,X000800.SZ,X002007.SZ,X002074.SZ,X300142.SZ,X600460.SH,X601799.SH,X002223.SZ,X600066.SH,X002294.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.199963076849012,0.291611609797288,0,0.0501104263221287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527746550689994,0,0.0157687070651291,0,0,0,-0.0112258614019779,0.00999918482269215,0,0,0,0,0,0
X000858.SZ,0.119457334652074,0,0,0,0,0.411062795962538,0,0.075983361026285,0,0,0,0,0,0,0,0,0,0,0.0425042814868003,0,0.0253666607151896,0.0303814210506528,0,0,0,0,0.0883380773145093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560455699521434,0,0,0,-0.0249397030603358,0,0.0251787379572576,0,-0.00613213038444578,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0455357504031004,0.0254254825460299,0,0,0,0,0,0,0.176810796885265,0,0,0,0.088023481745985,0,0.169335934427514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580245162795738,0,0,0,0,0,0,0,0,-0.0083076533852274,0,0,0,-0.030733433929189,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126114613683463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214085689895658,0,0,0,0,0,-0.0172541167715294,0,0,0,0,0.0947904918169325,0,0,0,0,0,0,0.00125526604416546,0.168918750594841,0,0,0.0180241540126577,-0.0197862674005292,0,0,0,0,0,0
X600809.SH,0.150099147921301,0,0,0,0,0.422284132801113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283938688415558,0.0546554804167653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724775474960894,0,0,0,0,0,0,0,0,0,0,-0.000430014201486255,0,0,0,0,0,0,0
X000568.SZ,0,0.511391782291672,0,0,0.484432762647422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05405726146792,0,0,0.0539230447823225,0,0,0,0,0,0,0,0,0,0,0,-0.00832906344262991,0,0,0,0,0,0,0,0,0,0,0,0,0.0193824044637748,-0.00897328446280999,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178281613633559,0,0,0,0,0,0,0,0,0,-0.0603724251122185,0,0,0.113494340135625,0.146191466321199,0.123105950908695,0,0,0,0,0,0,0,0,0,0,-0.0351257043715911,0,0,0,0,0,0,0
X600690.SH,0.0530124320539272,0,0,0,0.0247906177379138,0.300948833853289,0,0,0.045679432308401,0,0,0,0,0,0,0.0335868290684537,0,0,0,0,0,0,0,-0.0210954806172517,0,-0.0159760706519633,0,0,0,0.0107311126926394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613324514136722,0,0,0.0193174411939477,0,0,0,0,0,0
X000651.SZ,0.026500886778865,0,0,0,0,0,0,0.181000986861799,0,0,0,0,0,0.019418168225355,0,0.0532112951770884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250260062396047,0,0,0,0,0,0,0,0,0,0.0791423130694997,0,0,0,0,0,-0.00725156132316079,0,0,0,0,0.0328357270231019,0,0
X003816.SZ,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0270515261855159,0,0,0,0,0,0,0,0,0,0,0,-0.0204320487242737,-0.0716362284334722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124982628517483,-0.0167546880882244,0.0159264434530023,0,0,0,0.0719746351863358,0,0
X600104.SH,0.189191917081498,0,0,0,0,0,0,0,0,0,0,0,0,0.0706364215385668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943895366692754,0,-0.0211717244629061,0.0330796669279221,0,0,0,0,0,0
X300124.SZ,0,0,0.0462947502852715,0,0,0,0,0,0,0,0,0,0,0.114222050721793,0,0,0,0,0,0,-0.162731693647794,0,0,0,0,0.160410706852074,0,0,0,0,0,0,0,0,0,0.0643544183057237,0,0.0502786777782384,0,0,0,0,-0.151622817453781,0.106008792906996,0,0.117306216630068,0,-1.73472347597681e-18,0,0,0,0.0220985193897479,0,0,0,0,-0.0208114783832367,0,0
X002304.SZ,0,0,0,0,0,0.339982341934021,0,0,0,0,0,0,0,0.064368793377553,0,0,0,0,0,0,0.0896965048058126,0,0,0,0,0,0.157063347670321,0,0,0,0,0,-1.35525271560688e-20,0,0,0.01953065513466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00816295559027974,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.09097000162106,0,0,0,0,0,0,0,0,0,0.393022629975411,0,0,0,0,0.272066159455211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105767366694562,0,0,0,-0.145565707902315,0,0,0,0,0,0,0.00065980458376522,-0.0155601824553035,0,0,0,0,0,0
X000725.SZ,-0.0925249016170424,0,0,0,0,0,0,0,0,0,0,-0.0451689346683754,0,0,0,0,0,0,0,0,0,0.685458891650493,0,0.0778603649193083,0,0,0,0,0,0,0,0,0,0.0583885700731171,0,0.0131754168643927,0,0,0,0,0.0115423060996912,0,0,0,0,0,0,0.132644985545367,0,0,0,-0.0100872633113188,0.00439396981240625,0,0,0,-0.0858070409037199,0,0
X000338.SZ,0,0,0,0,0,0,0.0577481451615589,0,0,0,0,0,0,0.184034625827394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447577549467205,0,0,0,0,-0.00635121430621304,0,0,0.0390471326321744,-0.0193738477889408,0.0369858850458792,0,0,0.0189498587174225,0,0,0,-0.0553999976027477,0,0,0.117015441305933,0,0.0215097138268978,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449089506666717,0,0,0,0.0245983763677338,0,0,0,0,0,0,0,0.0349491133280842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114290520999931,0,0,0,0,0,0,0.00265555110961759,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155735632734575,0,0,0,0,0,0,0,0,0,0.234142682857235,0,0.350786143904674,0,0.0881278684546629,0.060437486322947,0,0,0,0,0,0,0.0633596004602695,0,0,0,0,0,0,0,0,-0.0579530241706319,0,0,0,0,0.0253290914002644,0,0
X600031.SH,0,0,0,0,0,0,0.0690842750185624,0,0,0,0,0,0,0,0.0283197486305144,0,0,0,0,0,0.166128264762742,0,0,0,0,0,0.0797987498081892,0,0,0,0,0,0,0,0,0.0409760416987324,0,0,0,0,0.0882824362163735,0,0,0,0,0,0,0,0,0,0,-0.00395259655883591,0.0145414311057735,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.290791958356975,0.224156143317638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00782233780901559,0,0,0,-0.0391290271471828,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0286036933911844,0,0,0,0.0205561357227901,0,0,0,0,0,0,0,0,0,0.413733641332199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369143274139,0,0,0,0,0.107480610929958,0,0,0,-0.00858639881128104,0.000160812981978251,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683707481140094,-0.00373666585054818,0,0,0.0366884903066828,0,0,0,0,-0.11185443558802,0,0,0.00616193880648424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346445558378811,0,0,0,0,0,0,0,-0.0223165852420341,0.014364875431262,0,0,0,0,0,0
