,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600584.SH,X000157.SZ,X002241.SZ,X601877.SH,X000661.SZ,X600741.SH,X600522.SH,X000733.SZ,X002074.SZ,X002180.SZ,X002463.SZ,X600702.SH,X600460.SH,X000800.SZ,X300142.SZ,X000988.SZ,X300003.SZ,X002007.SZ,X002028.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.228573422601739,0.128327772898169,0,0.0387918975320132,0,0,0,0,0,0,0,0,0,0,0.0538585365514275,0,0,0,0,0,0,0,-0.0376229276735813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170797476741763,-3.46944695195361e-18,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.000493484860290845,0,0,0,0,0,0,0
X000858.SZ,0,0,0.479312769925056,0,0,0.0129230751367392,0,0,0,0.0890433440505402,0,0,0,0,0,0,0.0130391401778619,0,0.0489246466441432,0,0,0,0,0,0,0,0,0,0,-0.00739015811540483,0,0,0,0,0,0,0,0,0,0,0,0.124793757259436,0,0,0,0,0,0,0,0,0.0564854159259687,0,0,0,0,0,0,0,0
X000568.SZ,0.0664001592205847,0.389419771905651,0,0,0,0,0,0.0317228743036511,0,0.15559638953886,0,0,0,0,0,0.083204004756819,0,0,0.0897942766988165,0,0,0,0,-0.0527324311599015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26055977843717,0,0,0,-0.0129434004144529,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0656205256082158,0,0,0,0,0,0,0,0,-0.151725434558606,0,0,0,0,0.269814387202821,0,0,0.173381925367647,0,0,0,0,0.183469526007099,0,0.0668291746969311,0,0,0,0,0,0,0,0,0.0697648696494796,-0.0272747645021861,0,0,0,0,-0.0404842201414755,0,0,0,0.00737191083111325,0,0.00872156252046146,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.00084540078039875,0,0,0,0,0,0,0.0354150350208317,0,0,0,0,0,0,0.0852822231557371,0,0,0,0,0,-0.188801286847866,0,0,0.0898269832628084,0,0.0162826591416045,0,0,0,0,0,0,0,0.16634406617513,0,0,0,-0.217474720890594,0,0,0,0,0.0990235479556521,0,0,0.0404028793463472,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0515012672361594,0,0,-0.00536561092946912,0,0,0,0.0554060713071501,0,0,0,0,0.0782472225779035,-0.0264125314813496,0,0,0,0,0,0,-0.0237034724349727,0,0,0,0,0,0,0,0,0,0,-0.0408948849543057,0.0929633132032388,0.0272188070795313,0,0,0,0,0,-0.28792179149899,0,0,0,0,0.0506510465835706,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202114352647521,0,0,0,0,0.0482808299546843,0,0.203858946493072,0,0.360770063708053,0,0,0,0,0,0,0,0,0.0257038922502143,0,0,0,0.0229691838160074,0,0,0,0,0,-0.0189187027278653,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0693854322000515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857380848410223,0,0,0,0,0,0,0.0160715675604136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418441717315438,0,0,0,0,0,0,0
X000651.SZ,0,0.214083314139843,0,0,0,0,0,0.0588209179361553,0,0,0.0703665448884282,0,0,0,0,0,0,0,0,0,0,-0.111097135744362,0,-0.00907040767290127,0,0,0.00383392332283958,0,-0.011688279712721,-0.0522827672154231,0,0,0,-0.0604524365091378,0,0,0,0,0,0,0,0.0699614002680693,0,0,0,0,0,0,0,0.0138947025624221,0,0.0119244585384486,0,0,0,0,0,0,0
X002304.SZ,0,0.128130343574326,0.338306520742634,0,0,0.0496122466034427,0,0,0,0,0,0,0,0,0,-0.00523974633874916,0,0,0,0,0,-0.0913565161746215,0,0,0,0,0,0,0,-0.0125761486198558,0,0,0,0,0,0,0,0,0,0,0,0.0423517336760668,0,0,0,0,0,0,0,0,0.0550336231529657,0.0136109914584598,0,0,0,0,0,0,0
