,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X002236.SZ,X600118.SH,X002506.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X600177.SH,X002074.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X600089.SH,X002294.SZ,X002456.SZ,X600867.SH,X002465.SZ,X002426.SZ,X600498.SH,X600699.SH,X601877.SH,X000050.SZ,X002007.SZ,X002049.SZ,X300001.SZ,X000869.SZ,X002180.SZ,X000977.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0418075293228236,0,0,0.425643002132456,0,0,0,0,0,-0.0368616207455634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00212164787887559,0,0,0,0,0,-0.0120169247891707,0,0.0297423824147861,0,0,0,0,0,0,0,0,0,0,0,0,0.0845855198379112,0,0,0,0,0,0
X600104.SH,0,0,0.0377141583453123,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.130414649698454,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.184987197305014,0,0,0,0.0189551602700071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863487870478557,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299774158481319,0,0,0,0,0,0,0,0.179552607441731,0,0,0.00544781149825732,0,0,0,0.126440526086304,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.208910989125945,0,0.0397691414660556,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0319355826457465,0.101078198952094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126861602322959,0,0,0,0.0254693748314382,0,0.100885943457985,0,0.00553426607177769,0,0.0604185408990774,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.089590600511448,0,0,0,0,0,0,0,0.0767173061372951,0,0.0154974568371916,0,0,0,0,0,0,0,0,0,0,0,0,0.0381783784690478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1986118142061,0,0.00567275228342832,0,0,0,0,0,0,0
X002304.SZ,0.122982529025223,0.209366376025759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141090109537768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635631931344852,0,0,0,0,0,0.0166406679994614,0,0.149916341206844,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0560672003256863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481990500036097,0,0,0,0,0,0,0.0587881019224011,0,0,0.017970528385736,0.12523843581185,0,0,0,0.0295305547501063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144885765861931,0,0,0,0,0.0135460452623134,0,0,0,0,0,0,0,0.0366496272266167,0,0,0,0.195356722705857,0,0,0.0415855131277371,0,0,0,0,0,0,0.218632784095691,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.0433471550601668,0,0,0.0594597645791447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225678644690797,0,0,0,0.00716168751022224,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.0950222089825084,0.144420802683748,0,0.0811872827231558,0,0,0,0,0,5.21023333592367e-05,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.119664163586137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434666749523253,0,0,0,0.0763631382957418,0,0,0,0.0615516561581923,0,0,0,0,0,0,0,0,0,0.0234766108908684,0,0,0,0.0962515225412535,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0377847498445438,0,0,0,0.32164493781811,0,0,0,0,-0.0480406793044282,0,0,0,0,0,0.0431675061034423,0,0,0,0,0,0,0,0,0.27537409325232,0,-6.93889390390723e-18,0,-0.0883215902499357,0,0,0,0.065564332563417,0,-0.0588457068107186,0,0,0,0.0500247050099254,-0.233069369159399,0,0,0,0,0,0
