,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X600066.SH,X300003.SZ,X300124.SZ,X600487.SH,X601877.SH,X000100.SZ,X600809.SH,X002241.SZ,X002294.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000157.SZ,X000981.SZ,X600177.SH,X600498.SH,X000596.SZ,X002179.SZ,X600707.SH,X600699.SH,X300142.SZ,X000661.SZ,X002180.SZ,X002049.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00842159099033066,0.475051726496282,8.67361737988404e-19,0,0.026746045056085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021379971502067,0,0,0,0,0,0,0.179817824258392,0,0,0,0.0759463909263427,0,0,0,0,0,0,-0.00693547873423791,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0138573793246445,0,0,0.241452365258013,0,0,0.186381452035523,0,0,0,0,0,0,0,0,-0.0379000411402146,0,0,-0.000415536101996316,0,-0.0661798767252033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079274067244251,0,0,0,0,0,0,-0.00681388756616928,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0712734580677139,0,0.126286189321067,0,0,0,0,0.149538889422672,0,0,0.191680427217093,0,0,0,0.0635270238841037,0,0,0,0,0,0.0790355095591078,0,0,0,0,0,0,0.0771082999394221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00936924472185952,-0.0133206745288129,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.217120940004938,0,0,0,0,0.202480255016197,0,0,0,0.0879450918746621,0,0.00966137134150575,0.00802888130786863,0.158301241576071,0,0,0,0,0,0,-0.0258602350030272,0,0,0,0,0,0,0,0,0.209639168243915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109287561061168,0,0,0,0,0,0
X000858.SZ,0.00529153310596488,0,0,0.295225598914154,0,0,0,0.178137366497219,0,0,0.000841515197010366,0,0.547503686304303,0.0323786283689014,0,0,0,0,0,0,0,0,0,0.0075022067032666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152058962853219,0,0,0,0,0,0
X600276.SH,0,0,0.128505763180789,0,0.0785300486823987,0,0,0,0,0.0486362948818828,0,0,0,0.0232480239421197,0,0,0,0,0,0,0,0,0,0.238346678086857,0,0,0.0791634579530859,0,0,0.0557359284122105,0,0,0,0.0692189898008225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137876070635573,0,0,0,0.00601259495407541,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.3631222174615,0,0,0,0,0,0,0,0,0,0,0,0,0.055823227898637,0,0.124858249354656,0,0,0,0,0,0.11860028449947,0,0.0239402304634065,0,0,0.0199243122569164,0.0625283957456045,0,0,0,0,0,0,0,0,0,0,0.0464535057271605,0,0,0.146616457217574,0,-0.00231792674789368,0,0,0,0,0,0,0
X002304.SZ,0.0194864107901071,0,0,0,0.160554799131177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463164204633603,0,0,0,0,0.409165858380006,0,0,0,0,0,0,0,0.161846016752685,0,0,0,0,0,0,0.0481405125579673,0,0,0,-0.0146397462992348,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.184419405981274,0,0,0,0,0,0,0,0,-0.0924422443674391,0,0,0,0,0,0,0,0.554877588726036,0,0.197657692357646,0,0,0,0,0,0.126968830489946,0,0,0,0,0,0,0,0,0,0.0802268836328301,0,0,0,0,0,0,0.0683061459214766,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.314105117380401,0.147053691395359,0.00874252755746878,0,0.0856047457164693,0,0,0,0.258016775159837,0,0,0,0,0,0,0,0,0,0,0,-0.00469793978418883,0,0,0,0,0,0.0445625647102193,0,0,0,0.0560735495416276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639536949011148,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180219395937617,0,-0.212781272773481,0,0,0,0,0,0,0,0.237144198779392,0,0,0,0,0,0,0,0,0.198294863308253,0,0,0,0,0,0,0,0.0145527220368986,0,0,0,0,0.112743659243181,0,0,-2.16840434497101e-19,0.424634851375552,0,-0.00438231080549795,-0.0147431720257638,0,0,0,0,0,0
X600741.SH,0,0.682407825666142,0,0,0,0,0,0,0.030578084637249,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281737247818334,0,0,0,0,0,0,0,0,0,0,0,0.0082931558639315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053384318624259,0,4.33680868994202e-19,-0.00954261370742902,0,-0.0165852400079861,0,0,0,0,0
X000568.SZ,0,0,0,0,0.503156410137957,0,0,0,0,0,0,0,0,0,0,0.0517641503683855,0,0,0,0,0,0,0,0,-0.0247190472705893,0,0.0624852389597636,0,0,0,0.0148669741593146,0,0,0,0,0,0,0,0,0,0,0.305453084727821,0,0,0,0,0,0,0,-0.0459004321442819,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0.284775099860318,0,0.245757902059444,0,0,0,0,0,0.00809724267007781,0,0,0,0,0,0,0.167285531516642,0.25315103424392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860644502567286,0,0,0,0.00165606375909072,0,0,0,0,0,0,0
X002475.SZ,0,0.0576238734175021,0,-0.0337024920087202,0,0,0,0,0,0,0.0399833043136512,0,0,0,0,0,0,0,0.371895543874471,0,0,0,0,0,0.113989246562958,0,0,0,0,0,0.0591077585318471,-0.109034478936821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130269820436952,0,0,0,0.0525377351871431,0,0.0299140182052782,-0.0432172124471742,0,0,0,0,0,0
