,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X600031.SH,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X600703.SH,X002241.SZ,X002129.SZ,X000157.SZ,X600372.SH,X002236.SZ,X600741.SH,X002049.SZ,X000661.SZ,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X600522.SH,X600183.SH,X002463.SZ,X000800.SZ,X601799.SH,X002074.SZ,X002007.SZ,X600066.SH,X600460.SH,X300142.SZ,X002223.SZ,X000921.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.189065804368753,0.267890122260089,0,0.0707442331578486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294796046256492,0,0,0,0,0,0.126624590535513,0,0,0,0,0.0456696772647399,0.0106049192983341,0,0,0,0,0,0,0,0,-0.00281165223638241,0,0,0,0,0,0,0
X000858.SZ,0.23606075033189,0,0,0,0,0.420796544928115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895534062275679,0.00789240257880529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128238514150073,0,0.0101164637574012,0,0,0,0,0,0,-0.0612856815909045,0,0.025476910907648,0,0.0205686809282776,0,0,0,5.42101086242752e-20,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0339561842473422,0,0,0,0,0,0.234525038153212,0,0.00767007764618152,0,0,0.103827597686933,0,0.181428679277659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130706429614037,0,0.0384448869880253,0,0,0,0,0,-0.00724520424523666,0,0,0,-0.0228128369720913,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0468359298613126,0,0,0,0.126058678007016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221588358602303,0,0,-0.0642811572399983,0,0,0.0617931547427732,0,0.0344469435331134,0.0269020836400857,0,0.124244257836547,0.0656928998187427,0,0,0.10420896361654,0,0.0452628975153135,0,0,-0.0055274247895852,0,0,0,0,0,0
X600809.SH,0.124506941901937,0,0,0,0,0.447871536509321,0,0,0,0,0,0,0,0,0,0,0,0,0.313400373118615,0,0.0346563097494686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0728595716949823,0,0,0,0,0,0,0,0,0,0,-0.00411627977617977,0.00228894108833647,0,0,0,0,0,0
X000568.SZ,0,0.635858919227934,0,0,0.383796733176605,0,0,0,0,0,0,0.0318550147291187,0,0,0,0,0,0,0,0,0,0,0,-0.0783299110391181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173687705474465,0,0,0,0,0,0,0,0.0672079789203974,0,0,0,0,0.0228256219270908,-0.0114624711184432,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00295123121448685,0,0,0,0,0.015143370247608,0,0.0163231290444562,0,0,0,0,0,0,0.145438447294,0,0,0,0,0,0,0,0.0999840926260278,0,-0.0464008760421943,0,0.0705181949416313,0.0381365235491131,0,0.118255834637748,0,0,0,-0.0731000635077503,0,0,0,0,0,0,-0.0726509640526467,0.0492023349322381,0,0,0,0,0,0
X600690.SH,0.0114108150981742,0.00100464012585929,0,0,0,0.318422476829785,0,0,0.158489858010176,0,0,0,0,0,0,0.0500930493974493,0,0,0,0,0,0,0,0,0,-0.0256268604966927,0,0,0,0,0,0,0.0106098476097305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593143403073275,0,0,0,0.0213368908247391,0,0,0,0,0,0
X000651.SZ,0.0407601823792761,0,0,0,0,0,0,0.195684203680333,0,0,0,0.0293863770291407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539887834147738,0,0,0,0,0,0,0,0,0,0,0.00103303922748288,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249995357368404,-0.0492227655977366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760248803211164,-0.00720771868105928,0.00502394084791418,0,0,0,0.114630584969732,0,0
X600104.SH,0.184349978084803,0,0,0,0,0,0,0,0,0,0,0.0719911341331578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108134067716204,0,0,-0.0221119892642219,0.034269841073635,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0125892325133866,0,0,0,0,0,0,0,0,0,0.484559744260706,0,0,0,0,0.274094843022079,0,0,0.0534092574426726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125710885968103,0,-3.46944695195361e-18,0,0,0,0.19204851583891,0,0,0,0,0.0094017401098425,-0.0240275247088478,0,0,0,0,0,0
X300124.SZ,0,0,0.115332405546247,0,0,0,0,0,0,0,0.124609666418307,0.120809688694062,0,0,0,0,0,0,0,0,0,0,0.061731306689799,0.0636988753515403,0,0.167852082662898,-0.0679996647053693,0,0,0,0,0,0,0,0,0.0322690534930845,0,0,0,0.0284556697831446,0,0.22627724703706,-0.257092535893137,0,0,0,0.0512593116685231,0,0,0,0,0.00115176419322132,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.323343999462743,0,0,0,0,0,0.0450038193772895,0,0,0,0,0,0,0,0,0.135242238957104,0,0,0,0,0.0149319542723506,0.111254998170524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500849175881764,-0.0156268900046185,0,0,0,0,0,0
