,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600066.SH,X600271.SH,X000157.SZ,X600118.SH,X002236.SZ,X600089.SH,X000559.SZ,X000338.SZ,X600741.SH,X600372.SH,X002241.SZ,X002475.SZ,X002292.SZ,X000568.SZ,X600177.SH,X000066.SZ,X600839.SH,X300124.SZ,X002294.SZ,X002465.SZ,X600312.SH,X000800.SZ,X600867.SH,X000869.SZ,X300003.SZ,X000016.SZ,X002074.SZ,X002129.SZ,X600582.SH,X000977.SZ,X600525.SH,X000581.SZ,X000550.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.266893080903933,0,0,0,0,0.176590739932138,0,0,0,0,0,0,0,0,0,0,0,0,0.113601842734557,0,0,0,0,0,0.00719798981336211,0,0.0123247378749086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211905211981505,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.166863617343508,0,0.221290979142007,0.190509401015575,0,0,0,0,0,0,-0.0430362838300521,0,0,0,0,0,0,0.1548541318987,0,0,0,0,0,0,0,0.0514878109816891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101019837252894,-0.00432780821937451,0,0,0,0,0
X002415.SZ,0,0,0,0,0.230988523220849,0,0,0,0,0,0,0,0,0,0,-0.0126054773336905,0,0,0,0,0.0951996073105417,0,0,0,0.0898247523232287,0,0.0157870358227012,0,0,0,0.00662482150897203,0,0,0.0301522343764077,0,0,0,0,-0.0104611573169516,0,0.132862681995163,0,0,0,0,0,0,0,0,0,-0.00668925579360154,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.198801756649224,0,0,0,0,0,0.0938118324663036,0,0,0.223404831293145,0,0,0,0,0,0.0588999221072046,-0.0214038831334308,0,0,0,0,0,0,0,0,0,-0.000727314709690829,0,0.0101395272612543,0,0,0,0,0.164335987685878,0,0.12700520470064,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0113867499128288,0,0.102240484398549,0.00812466772746055,0,0.192046278843557,0,0,0,0.000878373522289295,0,0,0,0,0,0,0.328766209551413,0,0,0.0705809145957108,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0606619560719303,0,-0.0211093740534016,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.00733230833334948,0,0.153795060873321,0.204084661540448,0,0,0,0,0,0,0,-0.0532194460285021,0.0359113354870402,0,-0.0653097979580343,0,0,0,0,0,0,0,0,0.403814970274813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04383178302165,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0780617463728484,0,0,0,0,0,0,0.0527472424875741,0,0,0,0.086481223052765,0,0.06396106645029,0,0,0,0.0014237872562254,0.238692207745899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171056430493433,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.220365880623456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117597265586762,0,0,0,0,0.0953711609285775,0,0,0,0.197632465031955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375936621603758,0,0.065427861865925,0,0.38437070261849,0.147881603456032,0,0,0,0,0,0.0743491965757909,0,0,0,0,0,0,0.0507124632272303,0,0,0,0,0,0,0.00472475570268755,0,0.0455865864020068,0.0942492747915575,0,0.0361541551258332,0,0,0,0.0251137714015505,-0.028519513246703,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18134023936182,0,0,0,0,0,0,0.0189372226046861,0.222327141448273,0.194142042361182,0.0437322519569604,0,0,0,0.0855526209093569,0,0,0,0,0,0,0,0,0,0.00673097889216155,0,0,0,0,0,0,0,0,0,0,0,0.00523177982132653,0,0,0,0,0,0,0
