,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X000625.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X600066.SH,X600809.SH,X300124.SZ,X600487.SH,X601877.SH,X002008.SZ,X002085.SZ,X000100.SZ,X600522.SH,X300136.SZ,X002508.SZ,X300003.SZ,X600089.SH,X600498.SH,X600271.SH,X600177.SH,X000157.SZ,X000559.SZ,X600118.SH,X002294.SZ,X600699.SH,X600867.SH,X000050.SZ,X300115.SZ,X000596.SZ,X600566.SH,X002179.SZ,X000981.SZ,X600372.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.15478381401072,0,0,0.0568518125407804,0,0,0,0.0450147619632089,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014461918937136,0,0,0,0,0.00112174558857245,0,0,0,0,0,0,0,0,0.0238380829544015,0,0,0,0,0.113214689677503,0,0,0,0,0,0,0,-0.00330543874302276,0,0,0,0,0,0
X600104.SH,0,0,0.029099728715074,0,0,0,0,0,0,0.00774845091168326,0,0.0214650100675088,0.378502954015994,0.0278956464572428,0,0.00464913716793103,0,0,0,0,0,0,0.0785567329648379,0,0,0,0,0,0,0,0,0,-0.0321615636062909,0,0,0,0,0,0,0,0,0,0,0,0.0477273506571939,0,0,0,0,0,0,-0.0413912167550839,0.0351251109994788,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0293444069968359,0,0.0546073818287771,0,0,0.157055110525578,0,0,0.0543468722658525,0,0,0,0,0,0.0567750147811067,0,0,0,0,0,0,0.0139205007845899,0,0.132781910730427,0,0,0,0,0,0,0,0,0,0,0,0.104815341058776,0.0593364889246739,0,0,0,0,0,0,0.0407370209098279,0,0.0205230171519163,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00440343851388381,0,-0.0191989451040811,0,0,0,0.323673435891628,0.0515815699873919,0,0.0914784868186939,0,0,0,0,0,0.0653429193006534,0,0,0,0,0,0,0,0,0,0,0.192540091832613,0,0,0,0,0,0,0,0,0,0,0,-0.0586780749292248,0,0,0,0,0,0,-0.027123285698231,0,0.00649821023005498,0.00832257941380981,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0666631820278307,0,0,0,0,0,0,0,0.508206429377656,0,0.0253998766150489,0,0,0,0,0,0,0,0.05137461139611,0,0,0,0,0.0155998716677513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668513081531556,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.00170444605016201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375187952079074,-0.0928854786717416,0,0,0,0,0,0.10624988612921,0,0,0,0,0,0,0,0.00210688436060319,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.00753455945786035,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0314148916822484,0,0,0.102729990870517,0.247445353321036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452906062761405,0,0,0,0.176230238296916,0,0,0,0.122279230256849,0,0,0,0,0,0,0,0,0.00751523903493037,0,0,0,0,-0.0487955948762047,0.0474477408186178,0,0,0,0,0,0
X002304.SZ,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0257127019444234,0,0.262402401702707,0.148279918576916,0,0,0,0,0,0,0.147829185572643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464078979019135,0.0357651722997177,0,0,0,0,-0.0977567762325808,0,-0.0383375262190632,0.022680878021737,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0686058813483911,0.148945157880015,0,0,0,0,0,0,0,0,0,0.0417811763983472,0.185416081292188,0.0794526501503809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437410157957906,0.0204460522197507,0,0,0,0.110401572170307,0,0.0212715244441969,0,0.0350206114716765,-0.0663072977402553,0.015498105088739,0,0.044463115929918,0,0,0,0,0,0
X600703.SH,0,0.228478719844237,0,0,0,0.145260812781496,0,0,0,0,0,0,0.0126573336278312,0,0,0,0,-0.10312896778337,0,0,0,0,0,-0.145265243496507,0,0,0,0,0,0,0,0,0,0.276495673204406,0,0,0,0,0,0,0,0.119920273861691,0,0.0454689528313959,0.0527060457813194,0,0,0,-0.0790735113367537,-0.331101534651887,0,0.0153770975158463,0,0,0,0,0,0,0
X600690.SH,0,0,0.0412629654127763,0.401616908244795,0,0,0,0,0,0,0,0,0,0.129343584466838,0,0,0,0,0,0,0,0,0,0,0,-0.0252070079618738,0,0,0.0506322163872916,0.0408572876527094,0,0,0,0,0,0,0,-0.101734843400782,0,0.0246662424280094,0,0,0,0,-0.00323939664503293,0,0,0,0,0.0368297235425326,0,0,-0.000742524453305281,0,0,0,0,0,0
X000568.SZ,0,0,0,0.153680410571286,0.480729732513499,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.100132683596941,0,0,0,0,0,0,0,0.123354013576414,0,0,0,0,0,0,0,0,0,0,0,0.0815667430572945,0,-0.0121784823587375,-0.0156287385726208,0,0,0,0,0,0
X600741.SH,0,0.535824118761339,0,0,0,0,0.0275540555894578,0,0.0119663790372244,0.134411030941465,0,0,0,0,0,0,0,0,-0.0513461613144309,0,0,0,0,0,0,0.0576752952128071,0,-0.0740618872833762,0,0.0950676681745549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210057884899025,-3.46944695195361e-18,0,0,0,0,0,0
X002236.SZ,0,0,0.299961587420525,0,0,0,-0.173336566393836,0,0.153752962479658,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244438961335001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660302560878872,0,0,0,-0.34150038363568,0,0.374254777286699,0,0,0.0342279855708583,0,0,0,0,-0.0474280894804931,0.0606304890107037,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0957816822158576,0,0,0,0,0,0,0,0,0,0,0.171568669286789,0,0,0,0,0,-0.00864054408849913,0,0,0,0,0.000993603818259818,0,0,0,0,0.0725153198014794,0,0,0,0,0,0,0.114071006742976,0.0581037997758745,0,0,0,0,0.087130037700954,0,0,0,0.00649738938416958,0,0,0,0,0,0
X002475.SZ,0,0,0,0,-0.0328642410626,0,0.0895315269021541,-0.047095268000889,0.0796386356725415,0,0,0,0,0,0,0,0,0,0.039768769875133,0,0,0,0,0,0,0,-0.0516057111303379,0,0,0.343835254047987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306817167649961,0,0,0.0130698886151434,0,0,0,0,-0.0314160666254934,-0.00547249999725438,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0738134903725823,0,0,0,0,0,0,0.396034982561255,0,0,-0.0275855028163044,0.0728603298414004,0,0,0.0905144502719579,0,0,0,0,0,0.00152924704653401,0,0,0,0,0,0,0,0,0,0,0,0.11897984482978,0,0,0,0,0,0,0,0,-0.0112178107185151,0,0,0,0,0,0
X000338.SZ,0,0,-0.105623592735783,0,0,0,0,0.11738916901736,0.0189097852948446,-0.0675410618480956,0,0,0,0,0,-0.0485033342241788,0,0,0,0.16956263552123,0,0.0339271946126472,0,0,0.0606510245983596,0,0,0,0,0,0,0,0,0,0,0,0.119690054642189,0.0290636773176265,0,0,0.259990488858674,-0.0517137209399632,0,0.0313463417559125,0.0126943281274043,0,0,0,0,0,0,0.0330696823852654,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180541755698865,0,0,0.242649205162788,0,0,-0.0359136541812953,0,0,0,0,0,0.160081084197949,0,0,0,0,0,0,0,0.0776722003567278,0,0,0,0,0,0,0,0,0.160051785710635,0,0,0,0,0,-0.000573242995194027,0.095084281622435,0,0.0125829024016824,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0687561400935385,0.0401987985425934,0,0,0,0,0,0.0669612974815998,0,0,0,0,0,0,0,0,0,0.265849654254355,0,0,0,0,0,0,0,0,0,0,0,0.637338253653798,0,0,0,0,0,0.0362125378878566,-0.100683097168741,0,0.161432658047077,0,0,0,-0.0431286321283328,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,-0.148863552791268,0,0.0929345838207778,0,0,0,0,0,0,-0.0281155912261572,0,0,0,0.067158839785736,0.150096682124883,-0.00878394545248368,0,0,0.0159263528908395,0,0,0,-0.13554863057181,0,0,0.0369689795061861,0,0,0,0,0,0,0,0,0,0,0,0.0441837900672408,0,0,0,-0.0434896443739618,-0.0706072817383336,-1.89278419194859e-05,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.197019318356097,0,0,0,0,0.534336269280029,0,0,0,0,0,0,0.0460884821899876,0,0,0,0,0,0,0,0,0,0.00499941351279215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913109268008864,0,0,0,0,0,0,0,-0.021861492083038,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18553064225429,0,0,0,0,0,0,0,0,0.0782007395588517,0,0,0,0.0902651988138331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676164093411008,0,0,0.106733106943717,0,0,0.0211496722887653,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201379714467376,0,0,0,0.0312533552436734,0.0615112164884421,0,0.533103880075718,0,0,0.0190404112158964,0,0.0377587919772372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182631712515819,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,-0.0521449641906563,0,0.112294618611945,0,0,0,0,0,0,0,0,0,0,0.0441149906984374,0,0,0,0,0,0,0,0,0.224394150389532,0,0,0,0.153000277360815,0,0,0,0,0,0,0,0.0255862451640515,0,0,0.0152802980366199,0.0226425973262812,0,0,0,0,0,0,-0.0148557582932779,0.0382025279097759,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.0519071327942483,0,0,0,0.125892207157986,0,0,0,0,0,0.27004508497878,0,0,0,0,0,0,0,0,0,0,0.0488771040411947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00944130318689205,0,0,0,0,0,0,0
X002085.SZ,0,0,0.0427980645753419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359103242935831,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0193667689862094,0,0,0,0,-0.0253827995524463,0,0,0,0.0265308089147011,0,0.13783315967363,0,0,0,0,-0.0193378766129405,0,0.0422090680398854,0.0230435793779393,0,0,0,0,0,0
X000100.SZ,0,-0.0326932314947899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026833230466724,0.00214903399536954,0.0180115649192906,0,0,0,0,0.030503996468228,0,0,0,0,0,0,0,0.116636818190599,0,0,0,0,0,0,0,0.0260106795803019,0,0.0379059455203045,0,0,0,0,0,-0.039740084629562,0,0,-0.0416921672017164,0.0240850060549752,0,0,0,0,0,0
X600522.SH,0,0,0.180680592671434,0,0,0,0,0,0,0.0270959066693632,0,-1.73472347597681e-18,0,0.0100041914880547,0,0,0,0,0,0,0,0,0,0.329907944268203,0,0,0,0,0,0,0,0,0.247856022878845,0,0,0,0,0,0.0553061711750705,0,0,0,0.0636393664421789,0,0,0,0,0,0.0229524353257026,0,0,0.0255883249511631,-0.0182102390722504,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0.0223792500513093,0,0,0,0,0,0.129896784501356,0.0847942312708657,0,0,0.309979792429088,0,0,0,0,0,-0.0138625447100584,0,0,0,0.124804887514005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167930299083888,0,0,0.11652160071441,0,0,0,0,0,0,0,0.046145458341494,0.00268646904854042,0,0,0,0,0,0
X002508.SZ,0,0,0,0.571128971067809,0,0.0213839185637548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499420297582894,0,0,-0.0723963145148165,0,0,0.0519991556366046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277020118789757,0,0,0,0,0,0,0
X300003.SZ,0,0,0.191388576168875,0,0,0,0,0,0,0,0,0.0343551979206838,0,0,0,0,0.421769114473505,0,0,0,0,0.114059952537214,0,0,0,0,0,0,0,0,0,0,0,0.104745424715966,0,0,0,0,0.0930819234467485,0,-0.108256880820682,0,0,0,0,0,0,0,0,0.0684380218629709,0,0,-0.0162664681449554,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.0380700140562032,0,0,0,0,0,0,0,0,0,0,0,0,0.0890990748739309,0,0.0501437665530995,0,0.0588130162154289,0,0,0.00493055012073864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145567678666306,-0.0137538601637376,0,0,0,0,0.0645193040313107,0.140698523197779,0,-0.0345005687257274,0.0424884723810826,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0.0886649489953461,0,0,0,-0.0697272378184447,0,0,0,0,0,0.0104590823339034,0.0865124869808501,0,0,0,0.177369442062233,0,0,0,0,0,0,0,0.0667337628546542,0,0,0,0,0,0.112342719610719,0,0,0,0.0625793051239807,0,0,0,0,0,0,0,0,0,0.0183501607635016,-0.0118453289684728,0,0,0,0,0,0
