,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002236.SZ,X601877.SH,X600118.SH,X600271.SH,X002456.SZ,X300124.SZ,X000157.SZ,X600177.SH,X600372.SH,X600089.SH,X002007.SZ,X600522.SH,X002085.SZ,X000066.SZ,X300136.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X600867.SH,X600699.SH,X002294.SZ,X002074.SZ,X000559.SZ,X002292.SZ,X002180.SZ,X600498.SH,X002008.SZ,X000596.SZ,X600809.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0459288490073704,0,0,0,0,0,0,0.0333624266882481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610046657752965,0,0,0,0,0,0.178526507451109,0.101861508099144,0,-0.0138488360593728,0.00599802191855688,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540771402798482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164621268231713,0,0,0,-0.102646612847031,0,0,0,-0.0905588851587136,0,-0.0764580056568071,0,0,0,-0.0399290140486063,0,0,-0.0246639233060616,0,0,0,-0.069000236142037,-0.0238110233751383,0.0113407224299211,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0409266156939866,0,0,0,0,0,0,0,0.0452215058480201,0,0,0,0,0,0.154411461530373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604846487411908,0,0,0,0,0.109436586207766,0,0,0,0,0,0.0544967861790227,-0.0180184535029674,0,-0.0177769656750776,0.010842846596701,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.00238091753842718,0.316729683057399,0.196872710920143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683407053828153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678501160582926,0,-0.0581363734967545,0,0.00746478564796901,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0768388371342438,0,0,0,0,0.00264076428482399,0,0,0,0,0.311120702358688,0.165105225325052,0,0,0,0.180346561752381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302353776112356,0.0152361232004422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228901362211857,0,0.0124500688743288,-0.00107976175437304,0,0,0,0,0,0
X002304.SZ,0,0,0,0.102167247588879,0,0,0,0,0,0,0,0,0.0394578639838079,0.162764485963892,0.285046869637108,0,0,0,0,0.117767506147728,0,0,0,0,0,0,0,0,0,0,0,-0.112005100909923,0,0.0375006411183579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129928656779675,0,0,4.33680868994202e-19,-0.00335774188560357,0,0,0,0,0,0
X600276.SH,0,-0.110807190565397,0,0,0,0,0,0,0,0,0,0.212156422918203,0,0,0,0,0,0,-0.0137027922968803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122378841869091,0,0,0,0,0,0,0,0,0,0,0.0147316427626643,0,0,0,-8.67361737988404e-19,0,-0.13280841263063,0.0219461330138632,-0.00203825549301149,0,0,0,0,0,0
X000725.SZ,0,0,0,0.275187118727483,0,0,0,0,0,0,0,0,-0.0394150797457175,0,0,-0.161725721363234,0,0,0,0.159386323129449,0,0,0,0,0,0,0,0,0,-0.0396720242785876,0,0,0,0,0,0,-0.0768158415850596,0,0,0,0,0.00294128011489368,0.0165637462002592,0.228565254341903,-0.0918082308074138,0,0,0,0,0,0,-0.0142285483936873,0.00336836941764618,0,0,0,0,0,0
X000625.SZ,0,0.160871378549299,0,0.174594309540481,0.0612205201972622,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0615137907933809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010018381554256,0.00164964220444252,0,0,0,0,0,0
X600690.SH,0,0,0,0.210119221648661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885058208678727,0,0,0,0.0452140495482439,0,0,-0.0104220798616149,0,0,0,0,0,0,0,0,-0.0641348852101649,0,0,0,-0.0569038465692916,0,0,0,0,0,0,0,0,0,0,0,0,0.00383828504718269,-0.00437947346815196,0,0,0,0,0,0
