,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600809.SH,X600690.SH,X002371.SZ,X000651.SZ,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600104.SH,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600418.SH,X002179.SZ,X002241.SZ,X600584.SH,X000977.SZ,X002463.SZ,X600703.SH,X000066.SZ,X600089.SH,X600372.SH,X002049.SZ,X000157.SZ,X002028.SZ,X600839.SH,X002236.SZ,X600522.SH,X002456.SZ,X002156.SZ,X600183.SH,X600460.SH,X600741.SH,X600066.SH,X601877.SH,X002085.SZ,X002129.SZ,X600487.SH,X000661.SZ,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.339947996303359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269448128848365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885379656777027,-0.0205789721682195,0,0,-0.0467155823193625,0,0
X000858.SZ,0.117821548998249,0,0,0,0,0.384195148049721,0,0,0,0,0,0,0,0,0,0,0.0400585712219186,0.24691898141169,0.0169485265488117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319873963674397,0,0,0,0,0,0,0,0,0,0,0,0,0.0147849717182516,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0
X600276.SH,0,0,0,0,0.0459231779621289,0,0,0,0,0.0286916510608117,0,0,0.0984794147402374,0,0,0,0,0,0,0.181042756209381,0,0,0,0,0,0,0,0,0,0.0372398552698807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805119718464836,0,0,0,0,0,0,0
X002415.SZ,0.153435595326172,0,0,0,0,1.73472347597681e-18,0.0814014647001459,0,0,0,0,0,3.46944695195361e-18,0,0,0.105875453465976,0,0,0,0.198428676454719,0.0728634087982724,0,0,0,0,0,0,0,0,0,0,0,0.0279841209203014,0,0,-0.0627561323391877,0,0,0.120571632794494,0,0.0158195914080658,0,0,0,0,0,0,0,0.0516814102563764,0,0,-0.0249817466784919,0,0,0,0,-0.00597436777248793,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0505156498757053,0,0,0,0,0,0,0.0743748311868594,0,0,0,0,0.467202681439299,0,0,0.0755208060291234,0,0,0,0,0,0,0,0.0533055813523237,0,0,0.0127809893983492,0,0.0585580603801127,-0.0202223906493069,0,0,0,0,0,0,0,0,0,0,-0.0796306754409577,0,0,0,0.00401092216486803,0,0
X600809.SH,0,0.0182093878786399,0,0,0,0,0,0,0,0.71859781858319,0,0,0,0,0,0,0,0,0,0.0156391924410049,0.136901664271916,0,0,0,0,0,0,0.0377631561525162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318373988938881,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.151898148913109,0,0,0.279964125824519,0,0,0,0,0,0,0.0202688725035553,0,0,0,0,0.00812368158029559,0,0,0,0.00717618108371963,0,0,0,0,0,0,0,0,0,0,0.0138156173785829,0,0,0.0845582394883118,0,0,0.00858934304361774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388111348630342,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.323270042513707,0,0,0,0,0,0,0.0263677979838448,0,0,0,0,0,0,0.250819124085422,0.0707315298516213,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0977538871376363,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0192627312548486,0,0
X000651.SZ,0,0,0,0,0,0,0.388719785843069,0,0,0,0,0,0.0328628651304126,0,0,0,0,0.198841821751129,0,0,0,0,0,0.0196230677815386,0,0,0,0,0,0.0146974688379523,0,0,0,0,0,0,0,0,0,0,0,-0.0630017145559938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165734124959901,0,0
X000568.SZ,0,0.246762750804705,0,0,0,0.385636842640364,0,0,0,0,0,0,0,0,0,0,0,0.16185986621825,0,0,0.0708926370307539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061479255403672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
