,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X000568.SZ,X002236.SZ,X600271.SH,X002241.SZ,X000100.SZ,X600031.SH,X600118.SH,X600177.SH,X002292.SZ,X002007.SZ,X000338.SZ,X600372.SH,X002475.SZ,X002456.SZ,X000559.SZ,X600522.SH,X002506.SZ,X002074.SZ,X002180.SZ,X300003.SZ,X000157.SZ,X600867.SH,X002294.SZ,X002426.SZ,X300124.SZ,X600089.SH,X000981.SZ,X002508.SZ,X601877.SH,X002085.SZ,X000869.SZ,X600498.SH,X000050.SZ,X002465.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.273100341646556,0,0,0.155927243143478,0,0,0,0.167797947118126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581866437666895,0,0,0,-0.0466632216102711,0,0,0,0.0614632783335772,0.0274296207719328,0,0,0,0,0,0.0609611804848163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.175310154506327,0,0,0,0,0,0,0.144413620619136,0.0269785812320946,0,0.00535201117102662,0,0,0.00201400422727849,0,0,0,0,0,0,0,-0.00751558154833629,0,0,0,0,0,0.0398194270924736,0,-0.0205517842960883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341873034397506,0,0,0,0,0,0,0
X002415.SZ,0.033280716518575,0,0,0,0,0,0,0,0.0165797188356627,0,0,0,0,0.062837322818224,0,0,0,0,0,0,0,0,0.0479564552147888,0,0,0.0684932985443392,0,0,0,0,0.0984571157200252,0.00758307851737164,0,0,0,0,0,0,0,0,0,0,0.100011271868088,0.0359269757597265,0,0,0,0,0,0,0.0164487340688919,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.273024102724307,0,0,0,0.308541558790847,0,0,0,0,0.220057931142349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332491518580994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561611009629855,0,0,0,0,0,0,0.00640687516123034,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.69002413863112,0,0,0,0,0,0,0,0,0,0.0173681203579658,0,0,0,0,0,0,0,0,0,0,0.0695968760420437,0,0,0,6.93889390390723e-18,0,0,0.039517667910828,0,0,0,0,0,0,0,0.023084125416246,0,0.026469840580864,0,0,0,0,0,0,0,0,0.0071779095463904,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0175178034186793,0,0,0,0,0.20432810583629,0,0.0105464188276768,0,0.0706167750580897,0.0200483182752141,0.032075278101845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306802203046147,-0.0157569034323124,0,0,0,0,0,0,0,-0.0299082136910019,0,0,0,0,0,-0.0228277652054062,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0584041867169367,0,0,0.0533776523396619,0,0,0,0,0,0.122404596208444,0,0,0,0,0,0.0120081168056053,0,0,0,0,-0.0133280923554327,0,0,0.0309345634572318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701855867111899,0,0.0776866051788156,0,0,-0.0359505927411536,0.00212044029329874,0,0,0,0,0,0
X000625.SZ,0.0282667051909118,0.185985475703611,0,-4.33680868994202e-19,0,0,0,0,0.0114538454078515,0,0,0,0.101356941575472,0,0.0381177468495112,0.0332272872171287,0,0,0,0,0,0,0,0,0,0,0,0,0.0208308017004113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690825109348899,0,0,0.0058615874834538,-0.0606844891650197,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.035953899904582,0.109882440952831,0,0,0,0,0,0,0.0774887435119554,0,0.032518690935838,0,0,0,0,0,0,0,0,0,0.153999675759196,0,0,0,0,0,0.0451824559930944,0,0,0.0149370120953004,0,0,0,0,0,0,0,0,0.0129272524583889,0,0,0,0,0.0694298339992,0,0.0257984542938994,0,0,0,0.0789608031070131,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0411394500315011,0,0,0,0,0,0,0,0,0,0,0,0,0.118327569267389,0,0,0,0,0,0,0,0.0576721872477547,0,0.0986287232450848,0.0304072654137061,0.0641375746989386,0,0,0.0676630399727884,0,0,0,0,0,0,0,0.0786833255752544,0,0,0,0,0,0.00609498694444285,0,0,0,0,0,0,0,0,0,0,0,0
