,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X000157.SZ,X000100.SZ,X300003.SZ,X002007.SZ,X002236.SZ,X300142.SZ,X600703.SH,X600271.SH,X300124.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X002241.SZ,X600177.SH,X600183.SH,X600498.SH,X002371.SZ,X600867.SH,X600487.SH,X300014.SZ,X002008.SZ,X600066.SH,X000050.SZ,X000066.SZ,X300146.SZ,X600118.SH,X600522.SH,X002049.SZ,X002129.SZ,X000977.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.254818477495889,0,0,0,0,0,0,0,0,0,0,0.0254402234200136,0,0,0,0,0,0,0,0,0,0,0.178881411270611,0,0.0158055013948644,0,0,0,0,0,0,0,0,0,0,0.0374875117102487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000818221402610195,0,0,0,0,0.0294293414170393,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.346185029058775,0,0,0.122985228424135,0,0,0,0.130266504674804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163440203870435,0,0,0,0,0,0,0,0,0,0,0.0151948694635098,0,0,0,0,-0.0170398420282218,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.165519068617988,0,0.0741351893832288,0,0.184792804712077,0,0.176036412950833,0,0,0,0.0231839802434514,0.0400122979064159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244167155032838,0,0,0,0,0.00295743391284943,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.200823356704249,0,0.0462971051443269,0,0,0.174971380468266,0,0,0,0,0,0,0.119935649125459,0,0,0,0,0,0,0,0,0,0,0,0.0133446976799412,0,0.059809859792531,0,0,0,-0.0263891859684345,0.0337694704471501,0,0,0,0,0,0,0.117371894706161,0,0,0,0,0,0.0239997137726878,0,0
X600104.SH,0,0,0.0737425827921836,0,0,0.00274165993207939,0,0,0,0,0,0,0,0,0.205800193485987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597419123968695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245595449305245,0,0,0,0,0.0115100626214054,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.336968436661577,0,0,0,0,0,0,0,0,0,0,0.570521794366776,0,-0.025489503126301,0,0,0,0,0,0,0,0,0,0,0.0265303459139896,0,0,0,0,-0.00367854398085854,0,0,0,0,0,0,-0.0923186569647145,0,0,0,0,0,0,0,0.0224373925800502,0,0
X002304.SZ,0,0.00434898430273358,0.21491560828783,0,0,0,0,0,0,0.039269518820969,0,0,0,0,0,0.19900138710591,0.0873359260737259,0,0,0,0,0,0,0,0,0.0241784316494706,0,0,0,0,0,0,0,0,0,0.0845317532452663,0,0,0,0.0156695674524156,0,0,0,0,0,0,0,0,0,0,0,-0.00945083901550459,-0.0789031122469482,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01312929121923,0,0,0,0.164379418305932,0,0.061121382438071,0,0,0,0.371743433299013,0.0428891621675741,0,0,0,0.0276376147703253,0,0,0,0,-0.00650524220740875,0,0,0,0,0.0376895544142294,0,0
X000063.SZ,0,0.102434639612565,0,0,0,0,0,0,0,0,0,0,0.0837974966945086,0,0,0,0,0,0,0,0,0.0128557290476124,0,0,0,0.0874366905491097,0,0,0,0,0,0,0,0.0940658361665547,0.246689285414223,0.0397001965570441,0,0,0.0113272188387432,0,0,0,0.0530401414717505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052806957441195,0,0
X000568.SZ,0,0.410193972015609,0,0,0,0,0,-0.0268489663680591,0,0,0,0,0.0214216588243901,0,0.0343777336802395,0.212780094101521,0.031487755281521,0,0,0,0,0,0,0.0837475915973037,0,0.0282457445883371,0,0,0,0,0,0,0,0,0,0,0,0,0.0718730981148291,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0140615499533277,0,0,0,0,0,0
X600031.SH,0,0.115729858532816,0.140746673478215,0,0,0,0,0,0,0,0,0,0.0135576036373516,0.114928144856823,0.0289249607699323,0,0,0,0,0,0,0,0,0,0.135730905754047,0,0,0,0,0,0,0.0337934378797153,0,0,0,0,0,0,0.00993592369738794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860985556641965,0,0
X600690.SH,0,0,0.0522023852612326,0,0,0.1222547615404,0,0,0,0,0,0,0,0,0.191890421007563,0,0.14213934023108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036749796025059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385308893449137,0,0,0,0,-0.00469648772707864,0,0,0,0,0.0288206810635502,0,0
X002475.SZ,0.269179438810322,0,0.0355267945270736,0.157916516767877,0,0.14263035505918,0,0,0.160193723879044,0,0,0,0,0,0.24453821928,0,0,0,0,0,0,0,0,0,0,0.155206836514721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681185170251462,0,0,0,0,0,0,0.137001979802124,0,0,0,0,0.020328965544768,0,0,0,0,0,0,0
X000338.SZ,0,0.101947229902861,0,0,0,0,0,0.29958605442328,0,0,0.210182837051537,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0830816508133376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977888152082589,0,0.193865420085519,0,0,0,0,0,0.00940415981043886,0,0,0,0,-0.0292872822206357,0,0,0,0,0,0,0
X600741.SH,0,0,0.037903539989096,0,0,0,0,0,0,0,0.110384999630944,0,0.288622784993182,0,0,0,0,0,0,0,0,0,0,0,0.113984484770399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188710819995001,0,0,0,0,0.0594810641700775,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0322097406377918,0,0
