,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600703.SH,X600741.SH,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X002007.SZ,X300124.SZ,X002008.SZ,X600487.SH,X000100.SZ,X000661.SZ,X600498.SH,X002456.SZ,X600566.SH,X002179.SZ,X000625.SZ,X300142.SZ,X600867.SH,X300146.SZ,X600809.SH,X000157.SZ,X000596.SZ,X600177.SH,X002180.SZ,X600372.SH,X002294.SZ,X600066.SH,X600089.SH,X002506.SZ,X300136.SZ,X600522.SH,X002241.SZ,X000977.SZ,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.731094949795066,0.11183607993659,0,0,0,-0.0107989972174605,0,0,0,0,0,0,0,0,-0.045738103461342,0,0,0,0.0786694149372903,0,0,0,0,0,0,0,0,0,-0.0472810685721813,0,0,0.078725860512987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047235286468346,-0.00160228167388939,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00541861770088864,0,0,0.383394272574062,0.0985817497037881,0,0,0,0,0.244412940943603,0,0,0,0,0.0756529607035187,0,0,0,0,0,-0.01473243389976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510448955625228,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.057708389631128,0,0,0,0,0,0,0,0,0,0.6643140353681,0,0,0.0819400624801505,0,0,0,0.0672028935936917,0,0,0,0.0233033323785943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015627458313341,0,0,0,0,0,0,0
X600276.SH,0,0,0.117391964239796,0,0,0,0,0.00592407163531195,0,0.0268369563264988,0.00638931565375912,0,0,0,0,0,0.460715139226417,0,0,0,0,0,0.0874434556789657,0,0,0,0,0.01898826716103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323626727770073,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.285094408893682,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0577221665650443,0,0,0.106931484015046,0,0.112675601937131,0.121751633562359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151638308928875,0,0.0123052549820698,0,0,0,0,0,0,0.0591305705056336,0,0,0,0,0,0,0,0,0,-0.00374454646006414,-0.0351746434727516,0,0,0,0,0.105515143910492,0
X000858.SZ,0.173396317515353,0,0,0,0,0,0.148333174354443,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389201878073477,0,0.116717743331358,0,0,0,0,0.0354998618464496,0,0,0,0,0,0,0,0,0,0.00895614493261717,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355780434943603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387013920106187,0.0575602597759833,0.327282723225545,0,0.303747923492578,0,-0.0527790077297729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324972683854373,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200777145409929,0,0,0,0.107862787503892,0,0,0,0,0,0,0,0,0,0,0.117154479530446,0,0,0,0,0,0,0,0,0,0.0671290142186209,0,0,-0.01341995221936,-0.029266456721082,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0900887023121758,0.0772703208784912,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.153592313792981,0,0,0,0,0,0,0,0,0,0,0.0468182726309714,0,0,0,0,0,0,0,0,0.154233053750597,0,0,0,0,0,0.30045327118385,0,0,0,-0.0291414533708292,0,0,0,0,0,0,0
X000063.SZ,0,0,0.122994303153165,0,0,0,0,0,0,0,0.261193987129903,0,0,0,0.0582135625257501,0,0,0,0,0,0,0,0,0.287518061292578,0,0,0.244486454274808,0.197857360881044,0,0,0,0,0,0,0,0,0,0,0.000456557077342925,0,0,-0.234158938978848,0,0,0,0,0,0,0,0,0,0.0104679638703936,-0.0793249555847509,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.110918396337364,0,0,0,0,0,0,0,0.0603824330914944,0,0.811390354217781,0,0,0,0,-0.0487433328086845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418372206229081,0,0,0.112706653922269,0,0,0,0,0,0
X600031.SH,0,0,0.111419615186696,0.0163057020278004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192838610585647,0,0,0,0,0,0,0,0,0,0,0,0,0.140638174479926,0,0,0.06838732086344,0,0,0.121549112313782,0,0,0,0,0,0,0,0,0,0,0,-0.0167684656905306,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0622359806995037,0.0950370094844929,0,0,0,0,0,0,0,0,0,0.0304727848498087,0,0,0.0655385690987949,0,0,0,-0.00925139623905707,-0.028370328765111,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.469950770058381,0.0740876683627548,0,0.057106886696047,0,0,0,0,0,0,0,0.154079336287735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712554032632927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0589638553737362,0,0,0,0.061576020404867,0,0,0,0,0,0.290582737614454,0,0,0,0.102565230242161,0,-0.135432606093904,0.0194094969862912,0.133327555152793,0,0,0,0,0,0.166647764908492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157924103358786,-0.00815798120257458,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.0597043556226639,0,0.108823049164403,0,0,0,0.14235760369477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124726946919701,0,0,0,0,0,0,0.152732972161249,0,0,0.00319118785588907,0,0,0.0970825339836781,0.0419262132497545,0,0,0,-0.0043040535786692,0,0,0,0,0,0
X300003.SZ,0,0,0,0.792299309644056,0,0,-0.00879258494134679,0,0,-0.132245228719024,0,0,0,0,0,0.0914551206887297,0,0,-0.293945471542081,0,0.248849866061809,0,0,0,0,0,0,0,0,0,0,0,0.0471090847544514,0,0,0,0,0,0,0,0,0,0,0,0.137786118261723,0,0,0,0,0,0,0.027847863300595,-0.0218250095848842,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,-0.0571836454068316,-0.0495108250144963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167538550919236,0,0.0463002387388636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495398640621402,0,0,0,0,0.118407062495976,0,0,0.503618047644634,0,0,0,-0.00275358040170674,-0.0325371811296714,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.174134698613041,0,0,0,0,0,0.0250903488034914,0,0,0,0,0,0,0,0,0,0,0,0,0.226286549223744,0,0,0.049730162733481,0.0197139674412519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131156458840767,0,0,0,-0.0083179036324322,0,0,0,0,0,0,0
