,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X002292.SZ,X600066.SH,X600741.SH,X600031.SH,X002241.SZ,X002049.SZ,X002236.SZ,X002506.SZ,X002475.SZ,X600118.SH,X000559.SZ,X000157.SZ,X600372.SH,X300003.SZ,X000338.SZ,X002074.SZ,X000568.SZ,X002294.SZ,X002085.SZ,X600089.SH,X600867.SH,X300124.SZ,X600177.SH,X600582.SH,X002180.SZ,X002465.SZ,X002007.SZ,X600584.SH,X601877.SH,X600498.SH,X000869.SZ,X000550.SZ,X002426.SZ,X002512.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.061088943439381,0,0,0,0,0,0,0,0,0,0,0,0,0.090205269864936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189015920341629,0,0,0.0025550253526464,0,0,0,0,0,0,0.0541189688207689,0,0,0,0,0.066104556690705,0,0,0,0,0,0,0
X600104.SH,0,0,0.256626475989998,0,0,0,0,0,0,0,0,0.0529159840550963,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.033188103646494,0,0,0,0,0,0,0.196478850261564,0,0,0,0,0,0,0,0.0142466665796944,0,0,0,0,0,0.00753706044871098,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.275084519818695,0,0,0,0,0,0.159606295340777,0,0,0.0274532113773562,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.326711472553679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.193221061783085,0,0,0.0473214820684941,0,0,0,0,0.155693412716731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242946329054638,0,0.0444945056656815,0,0,0,0,0,0,0,0,0,0,0,0.0122163906675303,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186223035908949,0,0,0,0,0,0,0,0,0,0,0,0.127372105115537,0,0,0,0.190272702201137,0,0,0.00227829700658373,0,0,0,0,0.0382825047296078,0,0.173957885457696,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0719362710457457,0,0,0,0.0459767960547907,0,0,0,0,0,0,0,0,0,0,0.0665381418718479,0,0,0,0,0.0288365059447336,0,0,0.00779285251650466,0,0,0,0,0.0545687344660188,0,0,0,0,0.0161366968191504,0.0436250511332229,0,0,0,0,0,0.0223256491263518,0.0100334690010036,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0334729138857777,0,0,0,0,0.034419945782661,0,0,0,0,0.0842645360849603,0,0,0,0,0,0,0.0475038219419222,0,0,0.0190538274718963,0,0,0,0,0,0,0,0.00512194416460369,0,0,0,0,0,0.00336867818929354,0,0,0,0,0.0104223155403289,0.266707424068321,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.183286669978369,0,0,0,0,0,0,0,0.0374771088609434,0.0393440120802531,0,0,0.00279316449279395,0,0,0,0,0,0,0,0,0.115084743545733,0,0.0532943942538663,0.256738036512131,0,0,0,0,0,0,0.10785505990888,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118847383053098,0,0,0,0,0,0,0,0,0,0.0947528846936905,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.308020046856491,0,0.0407470741850844,0,0.050805427653375,0,0,0,0,0,0,0.0618752822815513,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0241750317241613,0,0,0,0,0,0,0,0,0.00787881482599674,0,0,0,0,0,0.316848438645992,0,0,0,0,0.116197275211777,0,0,0,0,0.0660258626971564,0,0.0625664108032931,0,0,0,0.199101291839972,0,0,0,0,0,0,0,0,0,-0.00916532971784073,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0537277318230106,0,0,0,0,0,0,0,0,0.101581801980231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073063121558826,0,0.150659852531948,0,0,0,0.000348420981327148,0,0.115827969651257,0,0,0,-0.0664640875705165,-0.0282480954055304,0,-0.0762413237249533,0,0,0,0
X000100.SZ,0,0,0.218418908407527,0,0,0,0,0,0.0355473645594677,0.127796435085754,0,0,0,0,0,0,0.0868020446402474,0.0875132075129367,0,0,0.0550412666328631,0,0,0.0668013259001725,0,0,0,0,0,0,0,0,0,0,0,0,0.03134366718354,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0480898781282601,0,0,0,0,0,0
