,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600066.SH,X600703.SH,X600271.SH,X600741.SH,X002241.SZ,X000100.SZ,X002236.SZ,X002292.SZ,X600031.SH,X600177.SH,X600118.SH,X002506.SZ,X002475.SZ,X000559.SZ,X000568.SZ,X600372.SH,X000157.SZ,X002074.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X002426.SZ,X600867.SH,X002456.SZ,X000869.SZ,X600089.SH,X002294.SZ,X000050.SZ,X002180.SZ,X002508.SZ,X601877.SH,X000981.SZ,X002465.SZ,X600498.SH,X002179.SZ,X600060.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.103685229148453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686957370193202,0,-3.46944695195361e-18,0,-0.0166185436594724,0,0,0.158787605858634,0,0,0,0,0,0,0,0,0.0246283538697885,-0.0172264523419429,0,0,0,0,0,0,0,-0.0409600559121828,0.0345782291229983,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0835439850391587,0,0.103202367131806,0,0,0,0.1410139025708,0.0396364094801903,0,0,0,0,0.0337265737361436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357003776179926,0,0,-0.0196928995288615,-0.0290518913722626,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0874325389784933,0,0,0,0,0.0290829087101306,0,0,0.0604705607663281,0,0,0,0.0228892399183541,0,0,0,0,0,0.081284674256619,0,0.0846430652431084,0,0,0,-0.0618358666275955,0,0,0,0,0,0.0623060444893422,0,0,0,0,0,0.0159864325148984,0.0518603176933912,0,0,0,0.00897251821268168,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.173904133423471,0,0,0,0.0467275599454971,0,0,0,0,0,0,0,0,0.0801554460551728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.191441149024922,0,0,0.0566031143967649,0,0,0,0,0,0,0,0,0,0,0.00416853122129064,0,0,0,0,0,0,0
X002304.SZ,0.126332520549266,0,0,0,0.416599624310518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372466690551889,0,0,0,0,0,0.161772346988856,0,0,0,-0.0257502267195952,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100686241662366,0,0,0,0,0.0205519807554766,0.0583177449335063,0,0,0,0,0,0,-0.00706618411856804,0,0,0,0,0.125939552659724,0,0,0,0,0,-0.0360507905001091,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448839215092483,0,0,0.0874330032004666,0,0,0,0.115121419004263,0,0.136050338498973,0,0.0304722472994608,0,0,0.00387805287420708,0,0,0,0,0,0,0.0895170255021027,0,0,0,0.00869947811621787,0,0,0,0,0,0,0,0,0.0259247237317633,0,0,-0.00309376344654065,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.232748691474168,0,0,0,0,0,0.132345092006416,0,0,0,0,0.0939202460468642,0,0.0996997423591649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0210803447335079,0,0,0.125921110057964,0,0.0494151920636811,0,0,0,0,0,0,0,0,0.025892929061294,0.168241261690583,0,0,0,0.208062972305102,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00931772515426812,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367176341457394,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.208168386781827,0,0,0,0,0.33252974793006,0,0,0,0,0,0,0.0434417804428717,0,0.00816968396910185,0,0,0,0,0,0,0,0,0,0,0
