,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X002049.SZ,X600703.SH,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000977.SZ,X600584.SH,X000661.SZ,X601877.SH,X000157.SZ,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X002463.SZ,X000800.SZ,X002180.SZ,X002028.SZ,X002007.SZ,X300142.SZ,X600460.SH,X600487.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.15109989438498,0.107219688937877,0,0.108118240413824,0,0,0,0,0.019176988858445,0.0321819179941982,0,0,0,0,0,0,0.0118303453614536,0,0,0.0380958372808203,0,0,0,0,0,0,0,-0.0586565598976833,0,0,0,0,0,0,0,0,0,0.0658006516194617,0,0,0,0.0540636429436865,0,0,0,0,0,0,0,0,-0.0642286751484171,0.0490905897579217,0,0,0,0,0,0
X000858.SZ,0,0,0.560639006501775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505293289532836,0,0,0,0,0,0,0,0,0,0,0,-0.0559202370147707,0,0,0,0,0,0,0,0,0,0.0233586718303267,0,0,0,0,0,0,0,0.0699012206914781,0.0745890115933732,0,0,0,-0.0892639140781624,0.117245251869298,0,0,0,0,0,0
X000568.SZ,0,0.48608691959209,0,0,0.104198995032816,0,0,0,0,0,-0.0557540658356736,0,0,0,0,0.228235253997074,0,0,0,0,0,0,0,-0.0364169929721939,0,0,0,0,-0.00220726047115934,0,0.0453811493063037,0,0,0,0,0,0,0,0.0823651146721745,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.213032227338847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417680967155551,0,0,0.0289928573349804,0,0,0,0,0.393595807360554,0,0,0,0,0,0,0,-0.0738857885906648,0,0,0,-0.0211311493525763,0,0,0,0,-0.0416033241209004,0,0,0,0,0,0.00440679742110838,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.10148439761875,0,0,-0.0508232739882843,0,0,0,0,-0.159378018084146,0,0,0,0,0.0149978423747691,0.0480012013561183,0,0,0.168961357980525,0,0,0,0,0,0,0,0.0125857011665191,0,0.0135647748706206,0,0,0,0,0,0,0,0.309396124275743,0,0,0,0,0,0,0,0,0,0.0619015294789928,0,0,0,0.00673961195164619,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.117226734370914,0,0,0.0416496334542581,0,-0.0103343800826122,0,0,0,0,0,0,-0.0699783281502313,0,0,0,0,-0.170237877397282,0,0,0,0.18076554837289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785217625962136,0,0.0813481671081944,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0197531740607598,0,0,0,0,0,0,0.067281979854256,0,0,0,0,0,0.0888248837173193,0,0,0,0,0.114099147074319,0,0,0.119776056482316,0,0,0,0,0,0,0,0,0,0.0221301648080001,0,0,0,0,0,0,0,0.156680602585909,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0843138134939721,0,0,0,0,0.00514051632617565,0,0,0.0796016598529472,0,0,0,0,0,0,0.0083057943507131,0,0.212277552144182,0.0476000512597944,0,0,0,0.0715050253584768,0,0,0,0,0,0,0.0086234629114548,0,0,0.0488972369073886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514550738222548,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X002304.SZ,0,0.339752912715132,0.203878914512833,0,0.0521952632760593,0,0,0,0,0,0,0,0,0,0,0,0,0.0780999768086648,0,0,0.0256289952423715,0,0,0,0,0,0,0,0,0,0.0105043301975037,0,0,0,0,0,0,0,0.00238048350845138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536641287888982,-0.0819527699759669,0,0,0,0,0
X000651.SZ,0.0225112676510379,0.0970679307394976,0,0,0,0,0.0638332232830729,0.307736474044164,0,0,0,0,0,0,0,0,0,0.0673222100906056,0,0.0261379985784952,0,0,0,0,0,0,0,0,-0.0840955000941268,0,-0.0179890680871498,0,0,0,0,-0.0604256439620478,0,0.0115484614177346,0,0,0,0,0,0.0362579127809254,0,0,0,0,0,0,0,0,0.0209283810157383,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.190666087843977,0.0981645512224755,0,0,0,0,0,0,0,0,0,0,0,0.0683007842599094,0,0,0.0903194339760255,0,-0.0191753031802427,0.0184273910674407,0,0,0,0.0687490643109784,0,0.0219028700773954,0,0,0,0,0,0,0.0835975072207066,0,0,0,0,0.0907824765682963,0,0,0,0,0,0,0,0,0,0,0.20776722360085,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590677181526686,0,0,0,0,0,0,0,0,0,0,0.141258458349857,0,0,0,0,0,0,0,0,0,0,0.231468201465164,0,0,0,0,0,0,0.241274657643765,0,0,0,-0.058359599931315,0,0,0,0,0,0
