,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X600690.SH,X000338.SZ,X002241.SZ,X300142.SZ,X002007.SZ,X600703.SH,X300014.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X300003.SZ,X002049.SZ,X600584.SH,X002129.SZ,X600741.SH,X601877.SH,X000157.SZ,X600183.SH,X002414.SZ,X002236.SZ,X000800.SZ,X000066.SZ,X300136.SZ,X002456.SZ,X000977.SZ,X000625.SZ,X002179.SZ,X002008.SZ,X002185.SZ,X600118.SH,X002463.SZ,X601799.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.200150057312287,0,0.0486197778737845,0,0,0,0,0,0,0,0.0965868203025246,0,0,0,0,0,0.0179034400348652,0,0,0,0,0.0818337469261137,0,0,0,0,0.032695268937368,0.0308234759199105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207040264662151,-0.00146247165187742,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.1010266154923,0,0,0,0.213649136084374,0,0.295531354373545,0,0,0,0.062201298893519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356451494663123,0,0.00214160201869127,0.00400323158111404,0,0,0,0,0,0
X600276.SH,0,0.0578927780494657,0,0,0,0,0,0,0.216666053858504,0,0,0,0,0,0,0,0,0.0622784142738441,0,0,0,0,0,0.0129850901319866,0,0,0,0.0661784062810855,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00991528952167554,-0.010432307948576,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179015040606784,0,0.309746827575109,0,0.0239728686398594,0,0,0.0862192316700405,0,0,0,0,0.0437472320202585,0.0827159447370959,0.0252259019245963,0,0,0,0,0,0,0,0,0.0331549990984814,0.0909884488796867,0,0,0,0,0,0,0,0,0,0,0,-0.0038195238012369,-0.0281328661630855,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.188654656774032,0,0,0,0,0,0,0.039936165517537,0,0,0,0,0,0,0,0,0,0.0673049594134436,0,0,0,0,0,0,0,0.190271814905679,0,0,0,0,0.00748713000272191,0,0,0,0,0,0,0,0,0.0642745920159676,0,-0.000855682370696457,-0.0137505055979484,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0514304223602232,0,0,0,0.154968039361246,0.0283344279586349,0.0607550436438044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808707700280327,0,0,0,0.0184798629557997,0,0,0,0,0,0,0,0.0131863205502087,-0.0170679858706806,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0291855335386134,0,0,0,0,0.0426966748375422,0,0,0,0,0,-0.0807222524394214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150325165558765,0.0673074273905219,0.0912104107550288,0,0.0395301096977072,0,0.102867423453377,0,0.0418641053131924,0.0124636344152723,0,0,0,0,0,0,-0.01287236554972,0,0,0,0,0,0,0
X002304.SZ,0,0.26058819313626,0,0,0,0,0,0,0,0,0,0.408401165161055,0,0,0,0.0357283284189361,0,0,0,0,0,0,0.0129754409298712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930580157767315,0.00398889324944419,0,0,0,0,0,0
X000661.SZ,0,0,0,0.205862016646811,0,0,0,0,0,0,0,0,-0.110221878408415,0.0902395913233806,0,0.0819152660408619,0,0,0,0.0982992222816848,0,0,0,0,0,0,0.137166715590005,-0.021519954444744,0,0,0,0,0,0,0,0,0,0.0597050613853697,0,0,0,0,0,0.00200309132284239,0,0,0,0,-0.0168888015066562,0.044899784694988,0,0.0164360893027354,-0.026226021539337,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0260190374592688,0,0,0,0,0,0,0,0,0.612387957601242,0,0.00351999224048294,0,0,0,0.145182747122807,0,0,0,0,0.0378976856349601,-0.0399030314103309,0,0,0,0.0576275205812487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144712149287448,-0.00240102675482603,0,0,0,0,0,0
