,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002236.SZ,X600118.SH,X002456.SZ,X600271.SH,X000157.SZ,X300124.SZ,X600177.SH,X600372.SH,X600089.SH,X600522.SH,X002007.SZ,X002085.SZ,X002508.SZ,X000066.SZ,X000981.SZ,X300003.SZ,X600867.SH,X002294.SZ,X600699.SH,X000559.SZ,X002292.SZ,X300136.SZ,X002180.SZ,X002074.SZ,X600809.SH,X000623.SZ,X600498.SH,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.118781644806388,0.0546814107281546,0,0,0,0,0,0,0,0,0.088089628440378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470199803574132,0,0,0,0,0.19804957159605,0,0,0.00418320484535135,0,-0.00477151699315037,0,0,0,0,0,0,0
X600104.SH,0,0,-0.0866931517179719,0,0,0,0,-0.0798991841200399,0,0.0618159795350795,0,0,0,0,0.487678324568659,0,0,0,0,0,0,0,0,0.0910037260134371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148590061693185,0,0,0,0,0,0,-0.0216943214439744,-0.0119960878316608,0.00735178354430134,0,0,0,0,0,0
X002415.SZ,0,0,0,0.122469850880143,0,-0.0180612264034352,0,0,0,0,0,0.108925186513955,0,0,0,0,0,0.0851502029867507,0,0,0,0.0428030394842598,0.0298719519548633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115801001439382,0,0.0780125193746326,-0.121304279721348,0.126921259276606,0,0,0,0,-0.0157173820497152,0.00809149877849928,0,0,0,0,0,0
X000651.SZ,0,0.0156766176340009,0,0,0,0,0,0,0,0.0515021398270862,0.26047031329993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45528745595516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396703326704826,0,0,0,0.0745525166761281,0.344165914480293,0.0759533574173438,0,-0.090376189264642,0.00725611163028814,0.00991214591125823,0,0,0,0,0,0
X000858.SZ,0,0,0,0.15730396065494,0,0,0,0,0.178516207581703,0,0,3.46944695195361e-18,0.00292119104130704,0.356509663845485,0.0591084351743327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473154800668937,0,0,0,0,0,-0.028162687249409,0.045357095864879,0,0,0,0,0,0.0425627895564199,0,0.00821709086830587,-0.00148720395822737,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0485356845943806,0,0,0,0,0,0,0,0,0,0.368545965191518,0.24453612703283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460185104100078,0,0,0,0,0,0,0,0,0,0,0.0835406348278155,0.00351475908865205,0,0,0,0.00182609543615738,-0.00243655394883292,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0281175557874044,0,0,0,0.191970137070726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473190558401939,0,0,0,0,0,0,0,-0.0189437651103921,0,0,0,0,0,0,-0.103372323987176,0.018592740130752,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0793114974679623,0,0,0,0,0,0.132944410449283,0,0,0,0.135498759956454,0,0,-0.411511235128525,0,0,0.0699901764412434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708170437036674,0,0.212075323041359,0,-0.0240632618369172,0.0789376220391257,0,0,-0.00477911792771105,0,0,-0.0123420069383822,0.000970957543350727,0,0,0,0,0,0
X000625.SZ,0.0366515496621048,-3.46944695195361e-18,0,0.090268694216515,0.0635932154566183,0,0,0,0,0,0,0,0.0806360018246385,0,0.342492481584695,0,0,0,0,0,0,0,0,-0.0113830312741337,0,0,0,0,0.0267463507560617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528550938926643,0,0,0,-0.0122915856201714,0.00430701967041034,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0889004078348805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690275892970172,0.0141684193755196,0,0,0,0.0782243246917265,0.0518402880882052,0,0,0,0,0.19090216972588,0,0,0,0,0.00506164546353493,0,0,0,0,0,0
