,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X000568.SZ,X002241.SZ,X002475.SZ,X600031.SH,X002236.SZ,X000100.SZ,X002456.SZ,X600271.SH,X002085.SZ,X000338.SZ,X600118.SH,X600177.SH,X002292.SZ,X000559.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X600867.SH,X600372.SH,X300003.SZ,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X002426.SZ,X600522.SH,X600498.SH,X600089.SH,X601877.SH,X002508.SZ,X002465.SZ,X000050.SZ,X000869.SZ,X600566.SH,X300115.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0993066930665505,0,0,0,0,0,0,0,0,0.0182951988772189,0,0,0,0.21514446384924,0.0789902040519985,0.0201143127517249,0,0,0,0,0,0.0122710116144647,0.0077238301109273,0,0,0,0,0,0,0.026692904833665,0,0,0,0,0,0,0,-0.0393944498459435,0.0533453089909995,0.0117606980334365,0,0,0,0,0,0,0,0.0756485622799775,0,0,0.0387209795491579,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0250306609059408,0,0,0.0233009408017101,0,2.16840434497101e-19,0,0,0,0,0,0,-0.0138504056175387,0,0,0.304247037908112,0,0,0,0.0138004233800661,-0.0282264070532319,0,0,0,0.103748858090312,0,0,0,0,0,0.115818547591276,0,0,0,0,0,0,0,0,0.147047860746487,0,0.0243472346400386,-0.0325990271203089,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342107325166259,0,0,0,0,0,0,0.0735623363697901,0,0.0552257355150789,0,0,0,0.0159298633283233,0.0589660200679988,0,0,0,0,0,0,0,0,0,0,0,0,0.5251837529355,0,0,0.065015231291971,0,0.0113214418424324,0.0353156281343641,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12436351891883,0.0142405734775669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555138728208573,0,0,0.0967091536335444,0,0.129668871000216,0,0,0,0,0,0,-0.107615690256039,0.0829928636909262,-0.0327302884835093,0,0,0,0,0
X000858.SZ,0,0,0.08448589749221,0,0,0,0,0,0,0,0.154934890591471,0,0,0,0.281107715821766,-0.0104299310107953,0,0,0,0,0,0,0,0.0836300411456109,0,0,0,0,0,0,0.100268300466077,0,0,0,0.0408306630900667,0,0.135844171174635,0,0,0,0.0184403708629561,0,0,0,0,0,0.0918111130135941,0.00995800308654334,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625750015793206,0,0,0,0,0,0.0472695536904787,0,0,0,0,0,0,0,0,0.0190423259696131,0,0,-0.0414990707189322,0,0,0.11897444737242,0.076536118536079,0,0,0,0,0,0.0971949011412338,0,0,-0.094110029182702,0,0.11050213828005,0,0,0,-0.034041341234004,-0.0341734176859529,0,0,0,0,0,0
X002304.SZ,0.151515311782339,0,0,-0.00861236584334408,0,0,0,0,0,0,0,0,0,0,0.0745514942156139,0,0,0,0,0,0,0,0.0244631493749998,0,0,0,0,0.0501939002115566,0,0.0302144099352773,0,0,0,0,0,0,0,0,0,0.166914460199811,0,0,0,0,0,0,0.0943579539741285,0,0.0354489929839947,0.00983473790473182,0,0,0.0260068085073388,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972038139401743,0.0504463379531336,0,0.131049690251034,0,0,0.0156102918430039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271374964258173,0,0,0,0,0,0,0,0.0271210260383869,0,0,-0.0765512947653642,0,0,0,0,0,0,0
X000625.SZ,0,0.0819124225494265,0,0,0,-0.0301651689813793,0,0,0,0,0,0.0838071647068132,0,0.0314816163560012,0,-0.020339360373689,0,0,0,0,0,0,0,0,0.118493827075073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150483635141057,0.0380054726238728,0,0,0,0.0187223419823578,0,0,0,0,0.0342447796009424,0.0292545274405886,0,0.031716757411729,8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0698609461859492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162980738667727,0,0.112655797900157,0,0,0,0.127693635481869,0.0270540859798611,0,0,0,0,0,0,0,0,0,0,0.0167033189398791,0.0221720440666318,0.231618749760103,0,0,0,0,0,0.0103169030179117,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.00289530416823959,0.110259596059617,0,0,0,0,0,0,0,0,0,0,0.0628336203160653,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338799125356833,0.121425883928587,0,0,0,0.00703347031166757,0,0,0,0.0300073199678351,0.0985077918308437,0.114146168859743,0,0.0815859561184974,0,0,0,0,0,-0.0455121451683389,0,0,0,0.0379527044789829,0,0,0,0,0,0
X600741.SH,0,0.0190340692432159,0,0,0,0,0,0,0.095035662117858,0,0,0,0,0,0,0,0,0,-0.110777538171681,0,0,0,0,0,0,0.225390520493117,0,0,0,0.0417040158828036,0,0,0.0902463586002053,0,0,0,0,0,0,0,0.134304888029509,0,0,0,0,0,0,0,0,0.052053835446696,0,0,0.0239511767923176,0,0,0,0,0,0
X600703.SH,0,0,0,0.0518911395877659,0,0,0,0,0,0,0,0,0,0,0.0387242941869281,0,0,0.195820391604705,0,0,0,0,-0.114840545928841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641477890035856,0.0696855626867831,0,0,0.0505063826682937,0,0,0,0,0,0,0,0,-0.060590421230936,0,-0.00681655092803093,0.05210870520227,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638248552423731,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317347923703306,0,0,0,0.0351210499792553,0,0,0,0.100186671652458,0.134125179401577,0.0203071879795703,0,0,0.0227840791744017,0,0,0,0,0,-0.010902646306325,0,0.0104739385231599,0.0412716743294202,0,0,0,0,0,0
