,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X601877.SH,X000661.SZ,X600809.SH,X000100.SZ,X600703.SH,X300003.SZ,X600271.SH,X002236.SZ,X002007.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600177.SH,X000977.SZ,X600498.SH,X002371.SZ,X600487.SH,X300146.SZ,X002506.SZ,X600066.SH,X600867.SH,X000050.SZ,X002241.SZ,X600183.SH,X600566.SH,X600522.SH,X600776.SH,X000066.SZ,X600118.SH,X600089.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.173568603470804,0,0,0,0,0,0.0995177240836538,0,0,0,0,0,0,0,0.0286157629819506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850957175603288,0,0,0,0,0,0,0,0,0,0,0,0.118776656385109,0,0,0,0,0,0,0,0,0,0,-0.00264892778812013,0,0,0,-0.00638206067692082,0,0
X000858.SZ,0,0,0,0,0,0,0.0318934024160456,0,0,0,0,0,0.0368418187921776,0.13241674750994,0,0,0,0,0.413619452944288,0,0,0,0,0.173591624919213,0,0,0,0,0,0.0421545015712226,0,0,-1.0842021724855e-19,0,0.013768140445404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.239086840101069,0,0,0,0,0,0,0,0,0.0456070701482474,0,0,0.0949610816652966,0.0474385756396079,0,0,0,0,0,0,0,0,0.0300667879525157,0,0,0,0.00848445649703293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367624972250847,0,0,0,0,0,-0.0163101764801607,0,0,0,0,-0.0764552349630772,0,0
X600104.SH,0,0,0.0932283480893744,0,0,0.0238977565917457,0,0,0,0,0.0845909271370611,0,0,0,0.0491750898861446,0,0,0,0,0,0,0,0,0,0,0,0.0353902435282243,0.126084736763437,0,0,0,0,0,0,0.00209475479865974,0,0,0,8.67361737988404e-19,0,0.0352733049410222,0,0,0,0,0.00530387293842406,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.163078735393503,0,0,0,0,0,0,0,0,0,0.03749312304733,0,0.0350639127971655,0,0,0.0203638374026127,0,0,0.0838423005948484,0.170617213017922,0,0,0,0,0.0642032919885847,0,0,0,0,0,0,0,0,0,0.0355398274568614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294825619272486,0,0
X002415.SZ,0,0,0.018085918590381,0,0,0,0,0,0,0.0022486163973808,0,0,0.0898285769246661,0,0.0750269960592885,0,0,0,0,0,0,0,0,0.335256584328844,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.100398711447765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190584930281733,0.0123928607326741,0,0,0,-0.00512937814645406,0,0
X002304.SZ,0,0.181926047497624,0.191894609308964,0,0.0520874307896125,0,0,0,0,0,0.0558787573921144,0,0.0853239471438331,0,0,0.160688312948821,0,0,0.0791536861730894,0,0,0,0,0,0.0568739142438942,0,0,0,0,0,0,0,0.0528125162020748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129219620650334,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.118390552861245,0,0,0,0,0,0,0,0.168039541887321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437328260720613,0,0,0,0,0.0328242125836356,0,0,0,0,0,0.174323562124671,0,0,0,0,0,-0.0343535713299034,-0.0462078052818173,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0673107624882988,0,0,0,0,0.12685525787445,0,0,0,0,0,0,0.255321534942393,0,0,0,0,0,0,0,0,0,0,0,0,0.0142269991454405,0,0,0,0,0,0,0,0.248095385497094,0,0.125085816206213,0,0,0,0,0,0,0,0,-0.0666913374117545,0,0,0,0,0.0205287704454019,0,0
X000568.SZ,0,0.319631361387846,0,0,0,0,0,0,0,0,0,0,0.0356442496342823,0.178679045962805,0,0.113007511310282,0,0,0.081731818470518,0,0.0643056420716726,0,0,0,0,0,0,0.0361773797179861,0,0,0,0,0,0,0,0,0,0,0.0139743923291693,0.0563776835176708,0,0,0,0,0,0,0,0,0,0,0,-0.0217508123674236,0,0,0,0,-0.0100313165115314,0,0
