,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X000977.SZ,X600584.SH,X000661.SZ,X002241.SZ,X601877.SH,X600522.SH,X000733.SZ,X600702.SH,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X300142.SZ,X002180.SZ,X002463.SZ,X600183.SH,X600460.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0108035457574627,0.107499188968405,0,0,0,0,0,0.0923832484506078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386803284220142,0,0,-0.00332541749058008,0,0,0,0.0853655492486115,0,0,0.152860788190618,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195742102262677,0,0,0,0,0,0,0
X000858.SZ,0,0,0.329540405609982,0,0,0,0,0,-0.0279711406265839,0,0,0,0,0,0,0,0,0.00593072441476306,0.0794448682879118,0,0,0,0,0,0,0,0,0,-0.0692174592204765,0,0,0,0,0,0,0,0,0,0.221402388931762,-0.0933884721552713,0,0,0,0,0.0269088850075474,0.0874589822230708,3.46944695195361e-18,0,0.0859804266010726,0,-0.103303985863362,-0.042132180180191,0.0257702420334782,0,0,0,0,0,0
X000568.SZ,0.167759610265675,0.180662315425099,0,0,0.0578087367767154,0,0,0,0,0,-0.0900562793785708,0,0,-0.00875504706977962,0.301078100233437,0,0,0.00136225723002553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487712126363133,0,0,0,0,0,0,0.175352580680563,0,0,0,0,0,0,0,0.0179323731175319,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171808560514844,0,0,0,0,0.0172264149303035,0,0,0.0483925919465629,0,0,0,0,0,0.0499897105375697,0.00174711727846933,0,0,0,0,0,0,0,0,0,0.612500538679688,-4.33680868994202e-19,0,0,0,0,0,-0.0427136559425921,0.107443804046366,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0.110573095704703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.296534269266285,0,0,0,0,0,0,0,0,0,0.159970963789402,0,0,0,0,0,0,0.00492536862639976,0.0116860724197436,0,0,0,0,0,-0.00456232813095017,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105551484520658,0,0.0974358205133202,0,0,0,0,0.0375640889987936,0,0,0,0,0,0,0,-0.159787381974294,0,0,0,0.0412251107009411,0.26958072171812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562651599523764,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0982059242410616,0,0.0278666592863272,0,0,0,0,0,0,0.121856320738402,0,0,0,0.0786495670914233,0,0,0,0.0864514358173663,0,0,0,0,0,0,0.00637074561389784,0,0,0,0,-0.0378658397356747,0,0.0587636155368427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00973196660158088,0,0,0,0
X002304.SZ,0,0.3996278232948,0.0475329084036839,0.124533842177371,0,0,0,0,-0.0225995757477033,0,0,0,0,0,0,0,0,0,0.0593234741946318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533361257373117,0,0,0,0,0,0,0,0,0,0,0,-0.00710088555666189,4.33680868994202e-19,0,-0.149593113971678,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176078242022063,0,0,0,0,0.14802564106731,0,0,0,0,0,0.0752084133845536,0,0,0,0.0554622356243878,0,0,0.00782206759623991,0,0,0,0,0,0,0,0,0,0,0,0,0.0857447325745418,0,0.0952364947208967,0,0,0,0,0,0.0634981881481413,0,0,0,0,0,0
X000651.SZ,0,0.120777964299983,0,0,0,0,0.286464672468778,0,0.0443628846758473,0,0,0,0,0,0,0,0,0,0.0676717462071249,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0831519358922942,0,0,-0.022213984215932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.00746508983841009,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213267685256217,0.0568603155709329,0,0,0,0,0.0406984696435624,0,0.0460339816256668,0,0,0,0,0,0.0812765690753232,0,2.16840434497101e-19,0,0,0,0,0,0.131956085572786,0.022889986916581,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0524592665603938,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0332182146707309,0,0,0,0,0,0,0,0,0,0.129686283655747,0.133069499161756,0,0,0,0,0,0,0,0,0,0.0990655673852796,0.160886347837278,0,0,0,0,0,-0.0410759546337015,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.0209267917246086,0,-0.0164472758757068,0,0,0,0,0,0,0
