,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X300014.SZ,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X002129.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X300142.SZ,X601877.SH,X600460.SH,X600741.SH,X002180.SZ,X000733.SZ,X000661.SZ,X000100.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600183.SH,X601799.SH,X000800.SZ,X600563.SH,X002414.SZ,X600372.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0979893076341828,0,0,0.159773353777533,0.0511723858952964,0.0721278632699781,0,0,0,0,0.0203116442571246,0,0,0,0,0,0,0,0,0.0184998978014762,0.125760884168442,0,0,0,0,0,0,0,0,0.0398323532107909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164537578882025,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.233333947962082,0,0,0,0,0,0,0,0,0,0,0,0.0964681453913972,0,0,0,0.10238633275689,0.198098426633044,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.00440225600807673,0.172990447875029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0432112502043846,0.393370368276426,0,0,0,0,0,0,0,0,0,0,0.102037225722091,0,0,0,0,0,0,0,0,0.0978858640419437,0,0,0,0,0,0,0,0,0,0,0,0.0990623769386837,0,0,0.144333976999541,0,0,0,0,0,0,0,0,0,0,0,0.0235124125198232,0,0,0,0,0,0,0
X002415.SZ,0,0,0.173634152568235,0,0,0,0,0,0,0,0,0,0.126704552372684,0,0,0,0,0,0,0,0,0,-0.238052552038813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595812829011521,0.0896129314738005,0,0,0,0,0,0,0,0,0,-0.0711945623038873,0.07255754194301,0,0,0,0,0,0
X000568.SZ,0,0.574498283586431,0,0,0,0,0.179959726601401,0,0,0,0,0,0,0,0,0.0979756663548594,0,0,0,0,0.00177848903878026,0.0227848048091874,0,0,0,0,0,0.00169987463791536,0,0,0,0,0,0,0,0,0,0,0,0.00305619964895729,0,0,0,0,0,0,0,0,0,0,0,0.0125902276376141,0.0320847974713993,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.167449732340864,0,0,0,0,0,0,0,0.0469091104169938,0,0.0243703092727187,0,0,0,0,0,0,0.188786890890802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158360524338797,0,0,0,0,0,0,0,0.0933977557843785,-0.010444289116945,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.293842277453702,0,0,0,0.0737431840207766,0,0,0.159644599159753,0,0,0.223629991563403,-0.0666594704008382,0,0,0,0,0,0.130372601507824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897144522597518,0,0,0,0,0,0.0128886099686392,0,0.0974668990452768,0,0,0,0.022421919617809,-8.67361737988404e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142797739321889,0,0,0.429666446636188,0,0,0.0222089389340806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187824498408323,0,0,0,0,0.130874724695341,0,0,0,0,0,0,0,0,0,0,-0.00803761828182092,-0.0149575746499086,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0392337592787992,0.176947607039215,0,0,0,0,0,0,0,0.0679527924951468,0,0.0809634145251557,0,0,0,0,0,0.0347141282331253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400581865152276,0,0,0,0,0,0,0,0,0,0.0223973002132115,0,0.105419030959201,0,-0.0143207761577083,-0.0159567364684254,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172131215121742,0,0,0,0,0,0,0,0,0.011597046503085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133561959317078,0.0286887247450796,0,0,0.0302072590629121,0,-0.0270575290143946,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0922474169032946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215148347415874,0,-6.93889390390723e-18,0,0,0,0.0121072718257667,0,0,0,0,0,0,0,0,0,0,0.0569255920417298,0,0.174247820080008,0,0,0,0,0,0,0.17422172498768,0.233891588070142,0,-0.0267036475628706,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0684552971976158,0,0,0.163055968484743,0,0,0,0,0,0,0,0,0,0,0.0289022272322793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229254719722282,0,0,0,0.119296150814896,0,0,0,0.105041369635356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.00459234485465225,0,0,0,0,0,0,0,0,0,0,0,0.198781469234347,0,0,0,0,0,0,0,0,0,0,0,0,0.109649779281039,0,0,0,0,0,0,0,0.627109641454594,0,0,0,0,0.178606038578155,0,0,0,0,0,0,0,0,0,0,-0.0516128687816136,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.063404808823926,0,0,0,0,0,0,0,0,0,0,0.061212914853071,0,0,0,0,0,0.0129734155905095,0.194053954027485,0,0,0,0.0620061642260019,0,0,0,0,0,0.0165284996474007,0.0580944871147062,0,0,0,0,0,0.0479476841061417,0,0,0,0,0.0934122681727336,0,0.0244983729391482,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.118697988647335,0.0710116225839829,0,0,0.168766509474517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786382828282012,1.0842021724855e-19,-0.0149827571004235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762712035454771,0,0,-0.0104668972118659,0.00265009083633954,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.221513384755394,0,0,0,0,0,0,0,0,0,0,0.0204014754112213,0,0,0,0,0,0,0,0,0,0,0.2270261329928,0,0,0,0,0,0,0,0,0.293643011530288,0.0289833674917793,0,0,0,0,0,0,0.103594595723581,0,0,0,0,0,0.09143196246765,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362831853998026,0,0,0,0.171486715394241,0.219148521877454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0835304356904825,0.139153301837942,0,0.000687657682744002,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.106311832528202,0,0,0,0,0,0,0.174470591781293,0,0,0.123844070790079,0,0,0,0,0,0,0.0486666241688356,0,0,0,0,0,0,0,0,0.215675019088129,0,0,0,0,0,0,0,0,0.0336103311225382,0,0,0,0.0182635709299109,0.0199126363997609,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.432409734964226,0,0,0,0,0,0,0,0.205652845098778,0,0,0,0,0,0,0.0437708331271907,0,0.0585195101912356,0,0,0,0,0,0,0,0,0,0,0,0.121813680570849,0,0,0,0,0,0,0,0,0,0,0,0.0593816716721964,0,0,0.0272685093249838,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,-0.0855079171922861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698951069940033,0,0,0.49309538018675,0.0402669777340354,0.0125417045540102,0,0.0491006666508304,0,0,0.024116657200566,0,0,0.168685982759833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237940915857002,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0901601818443834,0.328234617810534,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.115610544000774,0,0,0,0.00431047119737834,0,0,0.104635491929255,0,0.0795777749631016,0,0,0,0,0,0,0,0,0.0977707378654984,0,0.0172342667040495,0,0,0,0,0,0,0
X000596.SZ,0,0.301143371690756,0,0,0.0937292077092301,0,0.0800758462656967,0.0773905790450249,0,0,0,0,0,0,0,0,0,0,0,0,0.195749631932147,0,0,0,0,0,0,0,0,0,0,0.04893426928885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669467369192642,0.0166025397515252,0,0,0,0,-0.00301593180742245,0,0.0419136134245309,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.19438170785424,0.0390411788587678,0,0,0,0,0,0.0747540800587129,0,0,0,0,0,0,0.202291667319746,0,0,0,0.0364392572505192,0,0,0,0,0.0278883883450616,0,0,0,0,0,0.0193319595883999,0.155968581515594,0,0,0,0,0,0,0.0964514804982467,0.089921488472616,0,0,0,-0.0576554384295396,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.056084504975935,0,0,0,0,0,0,0,0,0,0.495525310086828,0,0,0,0,0,0.0825581341435614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244134095584212,0,0,0.0380948113456195,0.0471448725927105,0,0,0,0,0,0,0.0442822570899734,0,0,0,-0.0118259462998773,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0498327450213768,0,0,0,0,0.305537225290393,0,0,0.0785073486648628,0,0.0274988017964074,0,0,0,0,0,0,0,0.242774691895705,0,0,0,0,0,0,0,0.069831053703949,0,0,0,0,0,0,0,0,0,0.0454648453314859,0,0,0,0,0,0.0229342980797058,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.106068874220781,0,0,0,0,0,0,0,0,0,0,0,0,0.168325750377646,0,0.099853319265899,0,0,0,0,0,0,0,0,0.0568222719653502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293028250552034,0,0.0268513003957201,0,0.281985368697558,0,0,0.0303039612755757,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466278325263441,0,0.0480471198670967,0,0,0,0,0.0276549364043648,0,0,0,0,0,0,0,0.0762293234334458,0.0373339328169302,0,0.0860837661395714,0.00831003802333419,0,0,0,0,0,0.100064465015252,0.0843568793233026,0,0,0,0,0.00534529919973016,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.194522456516041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181491077323005,0,0,0,0,0,0,0,0,0.193964213313853,0,0,-0.114370679881164,0,0.0244659281594848,0,0,0,-0.579698756674765,-0.0358928988471166,0.0655560419190346,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0620327723165356,0,0,0,0,0,0.142021392343427,0,0,0,0.0310270569791758,0,0,0,0,0,0,0,0,0,0,0.144734806858018,0,0,0,0,0.0334626718151796,0,0,0,0,0,0,0,0.186558184419813,0,0,0,0,0.0181722271759461,0,0,0,0,0,0,0
X600460.SH,0,-0.251060503320331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340048825427186,0,0,0.168310608614146,0,0,0,0,0,0.165757841377256,0,0,-0.0573686570443029,0,0,0.147828162483046,0,0,0,0,0,0,0,0,-0.0333102599070162,0,0,0,0,0,0,0.162225288167651,0,0,0,0,0.0491693702063226,-0.0375340572069955,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00875575979775907,0,0,0,0,0,0,0,0,0.237577108775667,0.0944492908498674,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.209439527468066,0,0.0358437620323547,0,0,0,0,0,-0.00415969715369024,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125541692935526,0,0,0,0.14223842219613,0,0,0,0,0,0,0,0,0,0,0.0781295795503039,0,0,0,0,0,0.0948792241364598,0,0,0,0,0.276167589626125,0,0,0,0,0.0650660451400931,-0.0766514263167597,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124580378470851,0.201734920822571,0,0,0,0,0,0.00134361812427538,0,0.107702078309148,6.93889390390723e-18,0,0,0,0,0,0,0,0.0987703542177236,0,0,0,0,-0.0434250221184526,0,0,0,0,0.0645440879769061,0.227388176472783,0,-0.0630018529026358,0,0,-0.0108402129338339,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0.241856903047316,0,0,0,0.245823933788767,0,0,0,0,0,0,0,0,0,0,0,0,0.036632229916403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352009403987698,0,0,0,0,0,0.169361393527756,0,0,0,0.00671613658248896,0.00539517259746741,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655410839514674,0,0,0,0,0,0.0999802572024608,0.19840923688437,0.0497792540345865,0,0,0,0,0,0,0,0,0,0,0,0.0272223808297798,0.238662594390261,0,0,0.144144745826992,0,1.73472347597681e-18,0,0,0,0,0,0,0.0361760125874434,0,-0.008532887021312,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0.155364262176517,0,0,0.0671968676949973,0,0,0,0,0.05309966266117,0,0,0,0,0,0.0404425757839608,0,0,0,0,0,0,0,0,0,0,0.165453056551201,0,0.170614305929579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781034408674807,0,0,0,-0.0650207243000486,0,0.0220256480287561,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.393276310764758,0,0,0,0,0,0,0,0,0,0.116861262009375,0.0678773185933574,0.0429059815418093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130645657381708,0,0,0,0,0,0,0,0.0961590165540278,0,0.0672094179444481,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300506098636224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220145706254095,0,0,0,0,0,0,0,0,0,0,0,0,0.0734585799931199,0,0,0,-0.0204262792152049,0,0,0,0,0,0,0
X600884.SH,0,0,0,0,0,0,0,0,0,0,0.0979515261611567,0,0.175345988747248,0,0,0,0,0.125795090949219,0,0,0,0,0.116547545590921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159064102527561,0,0,0,0.0172652833976654,0,0,0,0,0,0.0956137812083241,0,0.0986648561498877,0,0,0,0,0,0,0,0,0,0
X600702.SH,0,0,0,0,0.277014938496725,0,0.136900298133099,0,0,0,0.0432247478647864,0,0,0,0,0,0,0,0,0,0,0,0.086046712358694,0,0,0,0,0,0.103960231893529,0,0,0,0,0,0,0,0,0,0,0,0,0.526385637138869,0,0,0,0,0,0,0,0,0,0.00453633036134402,0.0153490998698532,0,0,0,0,0,0
X002236.SZ,0,0,0,0.462796098622603,0,0,0,0.0155977753978305,0,0,0,0,0,0,0,0,0.0173429096592113,0,0,-0.0566707315063647,0,0,0,0,0,0,0,0,0,0.0355239281978614,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125195015484863,0.201259320368286,0,0.150207493000706,0,0,0.0152632986380988,0,0,0,0,0,0
X000799.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.120243435624353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509410669055238,0,0,0,0.075636466625371,-0.0721179415011991,0,0,0,0,0,0,0.679999897565202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
